Control ID,SCF ID,Description,Control Coverage,Response
9.4(c),IAC-21,Implement policies that limit the physical or logical access to information assets and ICT assets to what is required for legitimate and approved functions and activities only.,Contributes,"VMware Cloud Foundation implements least privilege through a granular role-based access control (RBAC) model that spans all platform components, including vSphere, VCF Operations, and SDDC Manager. Permissions are precisely scoped by function and inventory location, ensuring users can only perform activities specified by their assigned roles on specific objects. Administrators can define custom roles with the minimum set of required privileges, aided by a privilege check recording feature that tracks exercised privileges during workflows.

VCF Operations further refines RBAC with organization-specific roles, and vSphere Namespaces provide tiered permission roles for Kubernetes workloads. Fine-grained cryptographic operation privileges allow for separate delegation of encryption capabilities, and the CloudAdmin role restricts platform-level operations. Centralized authentication via VCF SSO consistently enforces privilege assignments across vCenter, ESX, NSX, and SDDC Manager.

VMware vDefend enforces least privilege at both the network access control layer for workloads and through RBAC for its administrative interfaces.

The Distributed Firewall restricts workload-to-workload communication to only explicitly permitted flows via default-deny rule bases and microsegmentation policies scoped to individual workloads, security groups, or application tiers. Security Intelligence recommendations assist in crafting policies that reflect actual operational needs.

For administrative access to vDefend, Security Services Platform and Security Intelligence enforce RBAC with multiple predefined roles, each granting access only to the specific operations and dashboards required, ensuring personnel are granted only the necessary privileges for their assigned responsibilities.

VMware Live Recovery supports least privilege through role granularity and custom role creation, offering roles such as VMware Live Site Recovery Administrator, SRM Protection Groups Administrator, and VRM Administrator. The VRM Administrator role can be cloned and modified to deselect specific privileges, allowing for the creation of roles with only the minimum required privileges for specific operational functions. Orchestrator workflows for replication management require administrator privileges, preventing non-administrative users from performing sensitive DR operations.

While the platform provides robust technical mechanisms for enforcing least privilege for logical access to ICT and information assets, the implementation of overarching policies that define legitimate and approved functions, as well as the management of physical access to underlying infrastructure, remains the responsibility of the customer. Customers must define and implement these policies, establish processes for role assignment and management, and ensure that physical access controls are in place for the data center environment."
9.4(d),"GOV-02, IAC-01",Implement policies and protocols for strong authentication mechanisms and protection measures of cryptographic keys.,Contributes,"VMware Cloud Foundation establishes a robust identity and access management architecture, leveraging VCF SSO as the centralized authentication service. This architecture supports identity federation with enterprise providers such as Microsoft Entra ID, ADFS, and Okta, enabling multifactor authentication and seamless user synchronization.

Role-based access control (RBAC) is enforced across all VCF components, including vCenter, SDDC Manager, NSX Manager, and VCF Operations, allowing for the creation of custom roles with least privilege. VCF Automation extends these controls with organization and project-level access management, utilizing shared identity providers and tokens for authentication.

For Kubernetes workloads, VMware Kubernetes Service integrates with VCF SSO and external OpenID Connect providers, enforcing namespace-level permissions. NSX integrates with LDAP and external identity management services for administrative access, complemented by network access policies.

Solution users authenticate between VCF components using certificates for secure service-to-service communications. VMware vDefend further enhances identity-aware security through its Identity Firewall, which integrates with Active Directory to apply firewall policies based on authenticated user identity, and implements RBAC within its own management plane.

While the platform provides the comprehensive technical mechanisms for strong authentication and secure use of cryptographic keys, the organization is responsible for defining and implementing the specific policies and protocols governing their configuration, lifecycle management, and protection. This includes establishing organizational policies for multifactor authentication enforcement, role-based access control definitions, and the secure management and rotation of cryptographic keys used within the environment."
9.4(e),"GOV-02, CHG-01, CHG-02, OPS-01.1","Implement documented policies, procedures and controls for ICT change management that are based on a risk assessment approach.",Contributes,"VMware Cloud Foundation provides robust technical controls for managing configuration changes across the infrastructure stack. VCF Operations offers Configuration Drifts, which monitors changes against assigned desired values, and integrates configuration templates with source control repositories for versioning, auditing, and review-based change control. It tracks each configuration change to the authenticated user who initiated it.

vSphere Lifecycle Manager (vLCM) enforces desired-state configuration for ESX hosts, including drivers, firmware, and add-on software, detecting and remediating deviations from approved baselines.

VCF Automation includes workflow capabilities with approval policies for deployed catalog instances and integrates with IT Service Management platforms for change tracking and approval. Role-based access control restricts who can initiate configuration changes, and audit logging captures all change activity for review.

VMware Live Recovery implements granular role-based access controls that separate change authority across disaster recovery functions, such as creating or modifying recovery plans and protection groups. It generates comprehensive audit log events that track changes to permissions and configurations, including replication settings.

VLR enforces consistency by synchronizing internal plan data after recovery plan edits and provides structured tools like the DR IP Customizer for controlled network configuration changes. Orchestrator workflows offer parameterized, repeatable processes for managing replication and protection group configurations, and a scripting API supports integration with existing change management processes.

VMware vDefend contributes configuration change control within its network security policy domain. The Security Services Platform deployment wizard performs thorough validations before implementing configuration changes, ensuring correctness and compatibility.

Security Intelligence supports staged policy enforcement, allowing policies to be deployed in monitoring mode to observe effects before full enforcement. It monitors changes to input entities for policy recommendations and reports new configurations hourly.

A hierarchical configuration model through Global and Local Managers enables centralized change propagation while supporting site-specific change control.

While these platforms provide the essential technical controls and mechanisms to govern changes, the organization is responsible for implementing documented policies and procedures that define the overall ICT change management framework. This includes establishing the formal processes for initiating, reviewing, approving, testing, and deploying changes, as well as defining the roles and responsibilities for each step.

The customer must also establish and execute a risk assessment approach for all proposed changes, leveraging the platform's capabilities for pre-validation, impact analysis, and audit trails to inform these assessments and ensure changes are evaluated for potential risks before implementation."
9.4(f),"GOV-02, VPM-01, VPM-05",Have appropriate and comprehensive documented policies for patches and updates.,Contributes,"VMware Cloud Foundation provides comprehensive, integrated lifecycle management capabilities that are fundamental to an effective patch and update program.

SDDC Manager orchestrates updates across the entire VCF infrastructure stack, including ESXi hosts, vCenter Server, NSX, and vSAN. The VCF Operations patch planner identifies, downloads, and orchestrates the installation of updates and patches, performing pre-update validation and managing component interdependencies.

vSphere Lifecycle Manager (vLCM) manages desired-state configurations for ESXi hosts, including software patches, firmware, and drivers through Hardware Support Manager (HSM) plugins, ensuring hosts remain compliant with defined baselines. PowerCLI cmdlets further enable programmatic management of patches, baselines, and remediation actions.

VCF Operations compliance management continuously monitors the infrastructure for configuration drift and provides automated remediation capabilities, while diagnostics detect known issues and vulnerabilities within the VCF software stack.

VMware vDefend complements these capabilities by providing network-level compensating controls that reduce exploitation risk during the window between vulnerability disclosure and patch deployment.

The Distributed IDS/IPS detects and blocks exploitation attempts against known vulnerabilities, allowing for virtual patching through custom signatures.

Microsegmentation capabilities of the Distributed Firewall isolate unpatched or vulnerable workloads, limiting lateral movement and reducing the blast radius of potential exploits.

Advanced Threat Prevention (ATP) and Malware Prevention provide behavioral analysis and sandboxing to detect zero-day exploits and malware targeting unpatched systems.

Security Intelligence offers traffic flow analysis and anomaly detection, providing visibility into potential exploitation activity and aiding in the prioritization of patching efforts.

While VMware Cloud Foundation and vDefend provide the robust technical mechanisms and tools for executing a comprehensive patch and update program, the organization remains responsible for defining, documenting, and maintaining the overarching policies that govern these activities. This includes establishing the scope, frequency, approval processes, roles, responsibilities, and communication plans for all patches and updates across the environment. The platforms facilitate the enforcement and verification of these policies but do not generate or store the organizational policy documentation itself."
11.2(b),BCD-01,"Quickly, appropriately and effectively respond to, and resolve, all ICT-related incidents in a way that limits damage and prioritises the resumption of activities and recovery actions.",Contributes,"VMware Cloud Foundation provides robust resilience and recovery capabilities, including vSphere High Availability for automated workload restarts on surviving hosts and vSAN stretched clusters for continuous operation across availability zones. It ensures the recoverability of its management components through scheduled backups and facilitates workload mobility and replication between sites using VMware HCX. VCF Operations monitors infrastructure health and generates alerts, which are crucial for timely incident detection. VMware Live Recovery is specifically designed to orchestrate recovery actions, offering executable recovery plans that define the sequence and priority for failover operations. It supports non-disruptive testing to validate contingency procedures, provides host-based replication with configurable Recovery Point Objectives, and automates network reconfiguration during recovery. VMware vDefend maintains the security posture, including distributed and gateway firewall policies, during disaster recovery events and workload migrations, preventing security gaps as workloads fail over and contributing to damage limitation.

While these platforms deliver extensive technical tools for incident response, recovery, and damage limitation, the overall incident management process, the definition of specific response procedures, the prioritization of recovery actions, and the establishment of a comprehensive Business Continuity Management System (BCMS) are the responsibility of the customer. This includes developing and implementing organizational policies, conducting impact analyses, defining recovery playbooks, and assigning human accountability for incident response and resolution."
11.2(c),BCD-01,"Activate, without delay, dedicated plans that enable containment measures, processes and technologies suited to each type of ICT-related incident and prevent further damage.",Contributes,"VMware Cloud Foundation provides robust capabilities for immediate incident containment and resilience. vSphere High Availability automatically restarts virtual machines upon host failure, ensuring workload continuity. vSAN stretched clusters maintain application availability across availability zones, while vSAN Data Protection offers snapshot-based protection and replication to prevent data loss. Critical management components, including SDDC Manager, vCenter, and NSX, are configured with regular backup schedules to ensure rapid recovery of the control plane. VMware HCX facilitates workload mobility for planned migrations and disaster recovery, enabling the relocation of workloads away from affected areas. VCF Operations monitors infrastructure health, providing early warnings and capacity planning tools to proactively address potential issues.

VMware Live Recovery is purpose-built to define and execute dedicated contingency plans. Recovery plans serve as executable playbooks, outlining the sequence, priority, and configuration for failover operations, and are organized by protection groups aligned with application tiers. These plans support non-disruptive testing to validate procedures and offer distinct recovery modes for planned migrations and unplanned disaster recovery events. vSphere Replication provides host-based replication with configurable Recovery Point Objectives, while array-based replication integrates with third-party storage solutions. The DR IP Customizer automates network reconfiguration during recovery, ensuring seamless network connectivity.

VMware vDefend contributes by maintaining security posture through a Global Manager deployment, preserving distributed firewall and gateway firewall policies during disaster recovery events and workload migrations. This ensures security controls remain active as workloads fail over, preventing the introduction of security gaps during contingency plan activation.

While the platform provides comprehensive technical capabilities for automated and planned containment and recovery, the organization remains responsible for defining the specific content of recovery plans, identifying and categorizing each type of ICT-related incident, and establishing the overarching business continuity management system (BCMS). This includes developing organizational governance, conducting business impact analyses, and defining human processes and policies that dictate when and how these technical capabilities are activated."
11.2(e),BCD-01,Set out communication and crisis management actions (in accordance with Article 14) and report to the competent authorities (in accordance with Article 19).,Contributes,"VMware Cloud Foundation (VCF) establishes a resilient infrastructure foundation, incorporating vSphere High Availability for automatic workload restarts, vSAN stretched clusters for zone-level resilience, and comprehensive backup and recovery mechanisms for management components. VCF Operations provides continuous health monitoring and alerts, enabling early detection of conditions that could escalate into crises. VMware Live Recovery (VLR) is purpose-built to define and execute contingency plans, offering executable recovery playbooks that sequence failover operations for virtual machines organized into protection groups. VLR supports non-disruptive testing to validate these procedures and provides host-based and array-based replication with configurable Recovery Point Objectives. VMware vDefend ensures the continuity of security posture during disaster recovery events and workload migrations by preserving distributed firewall and gateway firewall policies, thereby maintaining critical security controls as workloads transition between sites.

While these platforms provide the technical capabilities for infrastructure resilience and recovery, the organization remains responsible for defining the overarching communication and crisis management actions, including the identification of competent authorities and the establishment of reporting protocols. This encompasses developing comprehensive business continuity management system (BCMS) frameworks, organizational governance processes, and specific communication plans that detail how and when to report to relevant stakeholders and authorities during a crisis."
11.3,BCD-01,"Financial entities shall implement associated ICT response and recovery plans which, for entities other than microenterprises, shall be subject to independent internal audit reviews.",Contributes,"VMware Live Recovery is purpose-built to facilitate contingency planning, providing executable recovery plans that define the sequence, priority, and configuration for failover operations. These plans support non-disruptive testing to validate procedures without impacting production workloads, offering both planned migration and disaster recovery modes. VMware Cloud Foundation (VCF) underpins these capabilities with built-in business continuity and disaster recovery features, including vSphere High Availability for automatic VM restarts, vSAN stretched clusters for zone-level resilience, and comprehensive backup schedules for all management components. VMware HCX further enables workload mobility and replication between sites, while VCF Operations monitors infrastructure health and provides early warning of potential failures. VMware vDefend ensures security posture is maintained during disaster recovery events and workload migrations, preserving distributed firewall and gateway firewall policies to prevent security gaps during contingency plan activation.

While the platform provides the technical mechanisms and tools for ICT response and recovery, the financial entity is responsible for defining the specific content of these plans, including business process alignment, communication strategies, and detailed recovery objectives. Establishing the broader Business Continuity Management System (BCMS) framework, including impact analyses, organizational governance processes, and the assignment of human accountability for plan execution, remains an organizational responsibility. Furthermore, the requirement for independent internal audit reviews of these plans necessitates the establishment of an internal audit function and associated processes by the financial entity."
11.4,"BCD-01, BCD-04","Financial entities shall put in place, maintain and periodically test appropriate ICT business continuity plans, notably with regard to critical or important functions outsourced or contracted through arrangements with ICT third-party service providers.",Contributes,"VMware Cloud Foundation (VCF) provides a robust foundation for ICT business continuity through integrated capabilities such as vSphere High Availability (HA) for automatic VM restarts, vSAN stretched clusters for cross-zone resilience, and vSAN Data Protection for snapshot-based recovery.

VCF mandates regular backup schedules and retention policies for all management components, including SDDC Manager, vCenter, and NSX, utilizing Changed Block Tracking (CBT) for efficient incremental backups.

VMware HCX facilitates workload mobility and replication across sites, supporting various migration scenarios from bulk moves to zero-downtime live migrations.

VCF Operations monitors infrastructure health, provides alerts, and offers capacity planning tools to proactively manage resource availability.

VMware Live Recovery is purpose-built for contingency planning, enabling the creation of executable recovery plans that define the sequence and priority of failover operations for protected workloads. It offers non-disruptive testing capabilities, allowing organizations to validate recovery procedures without impacting production, with support for both test recovery and planned migration modes.

vSphere Replication provides host-based replication with configurable Recovery Point Objectives (RPO) down to 60 seconds, and array-based replication integrates with third-party storage solutions.

VMware Live Recovery supports bidirectional protection, automated network reconfiguration via DR IP Customizer, and integrates with DRS/DPM for resource optimization during recovery.

VMware vDefend further contributes by ensuring that security posture, including distributed and gateway firewall policies, is maintained during disaster recovery events and workload migrations, preserving security controls as workloads fail over.

While the VMware platforms provide comprehensive technical capabilities for implementing, maintaining, and testing ICT business continuity, the financial entity is responsible for establishing the overarching Business Continuity Management System (BCMS). This includes defining the business continuity plans themselves, identifying critical and important functions, especially those outsourced or contracted through third-party ICT service providers, and establishing the governance processes for these arrangements. The organization must also define the periodicity of testing, design specific test scenarios, establish evaluation criteria, conduct after-action reviews, and ensure human accountability for the execution and maintenance of these plans."
11.5,"BCD-01, RSK-08","Financial entities shall conduct a business impact analysis (BIA) of their exposures to severe business disruptions, assessing the potential impact using quantitative and qualitative criteria. The BIA must consider the criticality of identified functions, processes, and dependencies, and ensure ICT assets and services are designed for redundancy.",Contributes,"VMware Cloud Foundation (VCF) provides inherent business continuity and disaster recovery capabilities through integrated components. vSphere High Availability (HA) automatically restarts virtual machines on surviving hosts upon failure detection, ensuring workload resilience. vSAN stretched clusters extend a single logical vSAN cluster across two availability zones, maintaining operation during zone failures or maintenance. VCF management components, including SDDC Manager and vCenter, are configured with regular backup schedules and retention policies. VMware HCX facilitates workload mobility and replication between sites, supporting various migration scenarios. VCF Operations monitors infrastructure health, surfaces alerts, offers capacity planning tools to proactively manage resource availability.

VMware Live Recovery is purpose-built for contingency planning, enabling the definition of executable recovery plans that specify the sequence, priority, and configuration for failover operations. It organizes virtual machines into protection groups aligned with application tiers or business functions and supports non-disruptive testing of these plans. vSphere Replication provides host-based replication with configurable Recovery Point Objectives (RPO) down to 60 seconds, and array-based replication integrates with third-party storage solutions. VMware Live Recovery supports bidirectional protection and automates network reconfiguration during recovery.

VMware vDefend contributes to business continuity by enabling a Global Manager deployment that preserves distributed firewall and gateway firewall policies during disaster recovery events and workload migrations, ensuring security controls remain active as workloads fail over.

While these platforms provide the technical foundation for resilience and recovery, the financial entity is responsible for conducting the actual business impact analysis (BIA). This includes assessing potential impacts using quantitative and qualitative criteria, identifying the criticality of functions, processes, and dependencies, and defining the specific recovery objectives (RTO/RPO) that the platform's capabilities will then implement. The establishment of the broader Business Continuity Management System (BCMS) framework, including organizational governance and comprehensive BC/DR playbooks, remains an organizational responsibility."
11.6,RSK-01,"Financial entities shall, as part of their comprehensive ICT risk management:",Not Applicable,"End user activity or process, design decision, or activity out of scope."
11.6(a),"BCD-01, BCD-04",Test the ICT business continuity plans and the ICT response and recovery plans in relation to ICT systems supporting all functions at least yearly.,Contributes,"VMware Cloud Foundation provides the foundational infrastructure and integrated capabilities essential for building and exercising robust business continuity and disaster recovery plans.

vSphere High Availability automatically restarts virtual machines upon host failure, while vSAN stretched clusters maintain data availability across availability zones, both of which can be tested by simulating failures. VMware HCX facilitates workload mobility, enabling test migrations between sites to validate recovery procedures. Management component backup and restore processes for SDDC Manager, vCenter, and NSX can be regularly tested to ensure operational resilience.

VMware Live Recovery is purpose-built for contingency planning, offering non-disruptive testing of recovery plans. These plans define the sequence and configuration for failover operations and can be exercised without impacting production workloads. VMware Live Recovery supports both test recovery, simulating unplanned failures, and planned migration modes, validating orderly site evacuations. These tests exercise the full recovery sequence, including VM power-on ordering and network reconfiguration, and can be repeated frequently due to their non-disruptive nature.

VMware vDefend ensures that security posture, including distributed and gateway firewall policies, is maintained during disaster recovery events and workload migrations, preserving security controls as workloads fail over or are tested.

While the platform provides the comprehensive technical mechanisms to execute and validate business continuity and disaster recovery procedures, the organization is responsible for defining the overarching business continuity and disaster recovery plans, establishing the scope of ICT systems supporting all functions, scheduling and conducting these tests at least yearly, designing specific test scenarios, evaluating test outcomes, and performing after-action reviews.

The platform provides the tools; the customer provides the governance and execution of the testing program."
11.6(b),"BCD-01, BCD-04",Test the crisis communication plans established in accordance with Article 14.,Contributes,"VMware Cloud Foundation (VCF) and VMware Live Recovery (VLR) provide the robust technical capabilities to test the underlying infrastructure and application recovery mechanisms that are critical during a crisis.

VCF enables the testing of vSAN stretched clusters by simulating site failures, validates vSphere High Availability by failing hosts, and exercises workload migrations using HCX. It also supports testing management component backup and restore procedures.

VMware Live Recovery offers non-disruptive testing of disaster recovery plans as a core operational capability, including test recovery and planned migration modes. These modes exercise the full recovery sequence, such as virtual machine power-on ordering, network reconfiguration, and IP address customization, without impacting production operations. The VMware Live Recovery API and PowerCLI enable automated testing of these recovery plans.

While the platforms enable the technical testing of recovery, the control specifically targets crisis communication plans. The definition, implementation, and testing of these organizational crisis communication plans, including stakeholder notification, communication channels, escalation procedures, and public relations, remain the customer's responsibility.

The platforms do not provide mechanisms to simulate or validate the human and procedural aspects of crisis communication, such as exercise scheduling, scenario design, evaluation criteria, and after-action reviews for communication effectiveness."
11.8,BCD-01,Financial entities shall keep readily accessible records of activities before and during disruption events when their plans are activated.,Contributes,"VMware Cloud Foundation (VCF) provides the foundational capabilities that generate critical event data during business continuity and disaster recovery (BC/DR) operations.

vSphere High Availability (HA) automatically logs host and virtual machine failover events. vSAN stretched clusters log operational continuity events across availability zones.

VCF management components, including SDDC Manager, vCenter, and NSX, are configured for regular backups, which inherently capture system state and configuration changes that precede and occur during disruption events.

VMware HCX logs workload mobility actions, such as migrations and replications. VCF Operations monitors infrastructure health, surfacing alerts and providing capacity planning insights, all of which generate auditable event data.

VMware Live Recovery (VLR) is purpose-built for contingency planning, with recovery plans defining executable BC/DR playbooks. VLR's plan status monitoring tracks the progression of recovery operations, including non-disruptive testing, planned migrations, and disaster recovery events, generating detailed logs of each step. vSphere Replication and array-based replication also log their respective data protection activities.

VMware vDefend ensures security posture is maintained during DR events and workload migrations, with its Global Manager deployment logging policy enforcement and changes.

While the VMware platforms generate extensive event data and logs related to BC/DR activities, the responsibility for defining, collecting, aggregating, and ensuring the *readily accessible* nature of these records for compliance purposes rests with the customer.

Organizations must implement a comprehensive logging strategy, often involving a centralized Security Information and Event Management (SIEM) solution, to collect logs from all relevant VCF, VLR, and vDefend components. This includes establishing specific retention policies for these BC/DR-related records and defining the processes for their review and accessibility during and after disruption events, aligning with their overall business continuity management program."
11.9,BCD-01,"Central securities depositories shall provide the competent authorities with copies of the results of the ICT business continuity tests, or of similar exercises.",Contributes,"VMware Cloud Foundation (VCF) establishes a resilient infrastructure through vSphere High Availability for automatic VM restarts, vSAN stretched clusters for zone-level resilience, and comprehensive backup schedules for management components. VMware HCX further enables workload mobility and replication for disaster recovery scenarios. VMware Live Recovery is purpose-built for contingency planning, allowing organizations to define and execute recovery plans that sequence failover operations. It supports non-disruptive testing of these recovery plans, enabling validation of procedures without impacting production workloads. Live Recovery tracks recovery plan state and provides status monitoring, offering visibility into the outcomes of these tests. VMware vDefend contributes to the overall resilience by maintaining security posture, including distributed firewall and gateway firewall policies, during disaster recovery events and workload migrations.

While the platform provides the technical capabilities to perform ICT business continuity tests and observe their internal results, the generation of formal, auditable copies of these test results for submission to competent authorities remains a customer responsibility. Organizations must establish the processes for documenting test outcomes, compiling them into the required report format, and then formally providing these copies to the relevant regulatory bodies."
11.1,BCD-01,"Financial entities, other than microenterprises, shall report to the competent authorities, upon their request, an estimation of aggregated annual costs and losses caused by major ICT-related incidents.",Contributes,"VMware Cloud Foundation (VCF) provides a resilient and recoverable infrastructure that significantly mitigates the impact of major ICT-related incidents. This includes vSphere High Availability (HA) for automatic workload restart, vSAN stretched clusters for cross-zone resilience, and vSAN Data Protection for snapshot-based recovery. VCF mandates regular backup schedules and retention policies for all management components, including SDDC Manager, vCenter, and NSX, utilizing Changed Block Tracking (CBT) for efficient incremental backups.

VMware HCX facilitates workload mobility and replication for disaster recovery and migration scenarios. VCF Operations continuously monitors infrastructure health, providing alerts and capacity planning tools to proactively address potential issues that could lead to incidents.

VMware Live Recovery further enhances contingency planning with executable recovery plans, protection groups, and non-disruptive testing capabilities. It supports both planned migrations and disaster recovery scenarios, leveraging vSphere Replication for host-based RPO down to 60 seconds and integrating with array-based replication. VMware Live Recovery also supports bidirectional protection and automates network reconfiguration during recovery with the DR IP Customizer.

VMware vDefend ensures that security posture, including distributed and gateway firewall policies, is maintained during disaster recovery events and workload migrations, preventing the introduction of security gaps during contingency plan activation.

While the platform provides robust technical capabilities for preventing, mitigating, and recovering from major ICT-related incidents, it does not inherently track, calculate, or report the aggregated annual costs and losses associated with such events. Financial entities must establish and implement their own organizational processes, financial accounting mechanisms, and reporting procedures to estimate and report these costs and losses to competent authorities upon request. This includes defining methodologies for cost attribution, loss quantification, and the formal reporting framework, which are outside the technical scope of the platform."
11.11,BCD-01,"The ESAs, through the Joint Committee, shall by 17 July 2024 develop common guidelines on the estimation of aggregated annual costs and losses referred to in paragraph 10.",Contributes,"VMware Cloud Foundation, VMware Live Recovery, and VMware vDefend collectively provide a robust technical foundation for business continuity and disaster recovery, directly influencing an organization's exposure to aggregated annual costs and losses.

VCF delivers built-in resilience through vSphere High Availability, vSAN stretched clusters for zone-level fault tolerance, and comprehensive backup capabilities for management components. VMware HCX enables workload mobility and replication, while VCF Operations provides critical monitoring and capacity planning to proactively mitigate risks.

VMware Live Recovery is purpose-built for contingency planning, offering executable recovery plans, granular protection groups, and non-disruptive testing to validate recovery procedures. It integrates host-based and array-based replication with configurable RPOs, ensuring data consistency and rapid recovery.

VMware vDefend maintains security posture during disaster recovery events and workload migrations, preserving distributed and gateway firewall policies to prevent security gaps during failover.

These capabilities significantly reduce the likelihood and impact of disruptive events, thereby minimizing potential financial and operational losses.

While these platforms provide the essential technical capabilities and operational data that inform an organization's risk profile and resilience posture, the development of common guidelines for estimating aggregated annual costs and losses remains an organizational governance and policy responsibility.

This requires defining specific methodologies, establishing financial models, and integrating the technical performance and recovery metrics from the platforms into a broader enterprise risk management and financial planning framework. The platforms do not automate the creation of these estimation guidelines or the financial modeling process itself."
12.5,BCD-09,"Central securities depositories shall maintain at least one secondary processing site endowed with adequate resources, capabilities, functions and staffing arrangements to ensure business needs.",Contributes,"VMware Cloud Foundation provides the foundational infrastructure for establishing alternate processing sites, ensuring consistent security and operational capabilities across locations.

vSAN stretched clusters extend a single logical cluster across two availability zones, mirroring data between sites to tolerate complete site failures while keeping data accessible, provided adequate capacity is reserved for failover. NSX Federation delivers centralized policy configuration and enforcement across multiple locations, maintaining consistent network policy between primary and alternate sites, with NSX disaster recovery deployments enabling secondary site takeover of networking functions. VCF Operations supports single-source configuration for identity and access management across VCF components and multiple geolocations, ensuring equivalent security configurations, baselines, and access controls apply across all managed sites. Further resilience is provided by vSphere HA with admission control, Proactive HA, VMware vMotion, HCX for workload mobility, and network redundancy.

VMware Live Recovery provides the orchestration platform for establishing and operating an alternate processing site for disaster recovery, supporting both planned migration and unplanned recovery to an alternative infrastructure with equivalent hardware, network, and storage resources.

vSphere Replication maintains current copies of protected workloads at the alternate site through continuous host-based replication, ensuring data currency. Bidirectional protection allows each site to serve as both a protected and recovery location, operating as fully capable processing environments. vDefend Security Services Platform can be deployed on vSAN stretched clusters spanning two sites, providing a foundation for an alternate processing site that maintains security services availability, with distributed firewall, IDS/IPS, and other vDefend security capabilities operating with equivalent policy enforcement when scaled appropriately.

While the platform provides comprehensive technical capabilities for infrastructure, workload mobility, and security at an alternate site, establishing the physical alternate processing facility and its associated agreements remains an organizational responsibility. Organizations must also ensure adequate staffing arrangements are in place at the secondary processing site to meet business needs and reserve sufficient capacity for failover operations."
12.5(a),"BCD-09, BCD-09.1",The secondary processing site shall be located at a geographical distance from the primary site to ensure a distinct risk profile and prevent it from being affected by the same event.,Contributes,"VMware Cloud Foundation provides the foundational infrastructure for establishing alternate processing sites with inherent geographical separation and distinct risk profiles. vSAN stretched clusters distribute compute and storage across two physically separated data sites, utilizing a witness host at a third independent location to ensure data availability and fault isolation across a three-location topology. This architecture prevents a single site failure from resulting in data loss and supports Layer 3 routed networking between data sites for enhanced fault isolation.

NSX disaster recovery deployments are designed for multi-site operations, where the physical separation of primary and secondary sites is fundamental to the model, allowing a secondary site to assume networking and workload operations during a catastrophic primary site failure. VMware Live Recovery builds upon this by providing the orchestration platform for disaster recovery, operating between inherently separated protected and recovery sites.

This two-site architecture ensures processing occurs in distinct environments, reducing susceptibility to threats affecting a single location. VLR supports logical isolation at the storage layer and network isolation for test recovery, further reinforcing the independence of the sites.

VMware vDefend, when deployed on such a stretched cluster configuration, extends security services like distributed firewall and IDS/IPS across these physically distinct sites, maintaining consistent policy enforcement.

While the platform provides the comprehensive technical mechanisms for operating across geographically distinct sites with inherent separation and resilience, the organizational responsibility remains for the physical establishment of the alternate processing facility and the strategic decision regarding its geographical location to ensure a distinct risk profile. The platform enables the technical operation and resilience across these sites, but does not perform the physical site selection or construction."
12.5(b),BCD-09,"The site shall be capable of ensuring the continuity of critical or important functions identically to the primary site, or providing the necessary service level within the recovery objectives.",Contributes,"VMware Cloud Foundation provides the foundational infrastructure for establishing alternate processing sites, ensuring consistent security and operational capabilities across locations. vSAN stretched clusters extend a single logical cluster across two availability zones, mirroring data between sites to tolerate complete site failures while maintaining data accessibility. NSX Federation centralizes network policy configuration and enforcement across multiple locations, ensuring consistent network security. VCF Operations supports single-source configuration for identity and access management, security baselines, and configuration profiles, which apply across all managed sites to maintain equivalent security postures.

VMware Live Recovery provides the orchestration platform for establishing and operating an alternate processing site for disaster recovery. It supports both planned migration and unplanned disaster recovery, leveraging vSphere Replication to maintain current copies of protected workloads at the alternate site with configurable RPO intervals. Bidirectional protection allows each site to serve as both a protected and recovery location, operating as fully capable processing environments, provided the recovery site has equivalent hardware, network, and storage resources.

VMware vDefend, deployed on a vSAN stretched cluster, ensures equivalent network security policy enforcement, including distributed firewall and IDS/IPS capabilities, at the alternate site.

While the platform provides the comprehensive infrastructure and orchestration capabilities for an alternate processing site to ensure continuity or meet recovery objectives, the establishment of the physical alternate processing facility and its associated agreements remains an organizational responsibility.

Organizations must also ensure sufficient capacity is reserved at the alternate site to accommodate all critical workloads during a failover and are responsible for defining specific recovery objectives, establishing disaster recovery policies and processes, and conducting regular testing and validation."
12.5(c),"BCD-09, BCD-09.2",The site shall be immediately accessible to the financial entity's staff.,Contributes,"VMware Cloud Foundation (VCF) provides the foundational infrastructure for establishing alternate processing sites, leveraging vSAN stretched clusters to ensure data remains accessible even during a complete site failure. NSX Federation maintains consistent network policy across primary and alternate sites, while VCF Operations centralizes identity and access management, applying security baselines and access controls across all managed locations. VMware Live Recovery (VLR) orchestrates the operation of these alternate sites, enabling planned migrations to validate recovery paths and ensuring that protected virtual machines can be started at the recovery site during unplanned disasters. VLR's support for bidirectional protection and various replication methods, including vSphere Replication, ensures data currency and operational flexibility. VMware vDefend, when deployed on a vSAN stretched cluster, extends network security policy enforcement to the alternate site, maintaining equivalent distributed firewall and IDS/IPS capabilities.

While the platform provides the robust technical infrastructure, orchestration, and security services necessary for an alternate site to be immediately accessible, the establishment of the physical alternate processing facility, the provisioning of equivalent hardware, network, and storage resources at the recovery site, and the definition of organizational policies for staff access and broader accessibility planning remain the responsibility of the customer."
