Control ID,SCF ID,Description,Control Coverage,Response
CIP-004-7 5.1,IAC-20.6,"A process to initiate removal of an
individual’s ability for unescorted
physical access and Interactive Remote
Access upon a termination action, and
complete the removals within 24 hours
of the termination action (Removal of
the ability for access may be different
than deletion, disabling, revocation, or
removal of all access rights). ",Contributes,"VMware Cloud Foundation provides comprehensive mechanisms for revoking logical access authorizations across its integrated stack. VCF Automation allows administrators to immediately revoke individual user access tokens and disable user accounts, preventing further programmatic or interactive access. vCenter's AuthorizationManager offers API methods such as RemoveEntityPermission and ResetEntityPermissions for granular revocation of access to specific vSphere inventory objects, complemented by the accessControls API for ACL management. Role-based access control across vCenter, ESX, NSX, and SDDC Manager supports precise permission removal. Centralized authentication through VCF SSO ensures that disabling or removing a user's identity source account effectively revokes access across all VCF components simultaneously. For Kubernetes workloads, namespace-level role bindings can be removed to revoke access to specific environments.

VMware vDefend further enhances access authorization revocation through network-level controls, immediately restricting or terminating connectivity. Distributed Firewall and Gateway Firewall policies can be updated to deny network access to specific workloads, IP addresses, or segments, with changes taking effect instantly at the vNIC and gateway levels. vDefend Identity Firewall integrates with Active Directory, recognizing changes in AD group membership to adjust network access, making revocation as straightforward as removing a user from a relevant AD group. Security Services Platform supports the deletion of remote user and group role assignments for vDefend management functions, and microsegmentation policies enable fine-grained authorization updates to isolate workloads or deny traffic flows, providing immediate network-level enforcement of revocation decisions.

While the platform offers robust technical tools for the immediate revocation of interactive remote access, the removal of unescorted physical access requires separate facility management processes outside of the VMware Cloud Foundation and vDefend scope. The customer is responsible for establishing and documenting a comprehensive process to initiate and complete all necessary access removals upon a termination action, ensuring that both logical and physical access revocations are executed within the stipulated 24-hour timeframe. This includes defining the specific steps, assigning accountability, and integrating these technical capabilities into an overarching operational procedure."
CIP-004-7 5.2,IAC-20.6,"For reassignments or transfers, revoke
the individual’s authorized electronic
access to individual accounts and
authorized unescorted physical access
that the Responsible Entity determines
are not necessary by the end of the
next calendar day following the date
that the Responsible Entity determines
that the individual no longer requires
retention of that access. ",Contributes,"VMware Cloud Foundation provides comprehensive and immediate mechanisms for revoking logical access authorizations across its integrated stack.

VCF Automation allows for the immediate revocation of individual user access tokens and API access tokens, or the disabling of user accounts. vCenter's AuthorizationManager and accessControls APIs enable administrators to remove or reset entity permissions and ACLs, while provider account access can be revoked through administrative controls. Role-based access control across vCenter, ESX, NSX, and SDDC Manager supports granular permission removal. Because authentication is centralized through VCF SSO, disabling or removing a user's identity source account effectively revokes access across all VCF components simultaneously. For Kubernetes workloads, namespace-level role bindings can be removed to revoke access to specific workload environments.

VMware vDefend further enhances access authorization revocation through network-level controls. Distributed Firewall and Gateway Firewall policies can be updated to deny network access to specific workloads, IP addresses, or network segments, with changes taking effect immediately at the vNIC and tier-0/tier-1 gateway levels. Identity Firewall integrates with Active Directory, recognizing changes in AD group membership to adjust network access, making revocation as straightforward as removing a user from the relevant AD group. Security Services Platform supports the deletion of remote user and remote user group role assignments for vDefend management functions, and microsegmentation policies can be updated to isolate workloads or deny traffic flows, providing immediate network-level enforcement of revocation decisions.

While the platform provides robust technical capabilities for revoking electronic access, the revocation of authorized unescorted physical access requires separate facility management processes and is not directly managed by VMware Cloud Foundation. The customer is responsible for establishing and enforcing policies and procedures to determine when an individual no longer requires access due to reassignment or transfer, and for initiating the revocation process for both electronic and physical access within the specified timeframe."
CIP-004-7 5.3,"HRS-01.1, IAC-20.6","For termination actions, revoke the
individual’s non-shared user accounts (unless already revoked according to
Part 5.1) within 30 calendar days of the
effective date of the termination
action. ",Contributes,"VMware Cloud Foundation provides comprehensive mechanisms for revoking logical access authorizations across its integrated stack.

VCF Automation allows administrators to revoke individual user access tokens and disable user accounts, with API access tokens being immediately preventable for further programmatic access.

Within vCenter, the AuthorizationManager offers API methods such as RemoveEntityPermission and ResetEntityPermissions to revoke access to specific objects, complemented by the accessControls API for removing ACLs. Provider account access can be revoked and accounts deleted through administrative controls.

Role-based access control across vCenter, ESX, NSX, and SDDC Manager supports granular permission removal. Crucially, authentication is centralized through VCF SSO, ensuring that disabling or removing a user's identity source account effectively revokes access across all VCF components simultaneously.

For Kubernetes workloads, namespace-level role bindings can be removed to revoke access to specific workload environments.

VMware vDefend further contributes to access authorization revocation by providing network-level controls that can immediately restrict or terminate connectivity for users and workloads, thereby complementing the identity and authentication revocation mechanisms.

vDefend Distributed Firewall and Gateway Firewall policies can be updated to deny network access to specific workloads, IP addresses, or network segments, with changes taking effect immediately at the vNIC level and tier-0/tier-1 gateway.

The Identity Firewall integrates with Active Directory, recognizing changes in AD group membership to adjust network access accordingly, making revocation as straightforward as removing a user from the relevant AD group.

The Security Services Platform supports the deletion of remote user and remote user group role assignments when LDAP is configured, providing a mechanism for revoking platform-level access to vDefend management functions.

Microsegmentation policies offer an additional revocation mechanism by enabling fine-grained authorization policies that can be updated to isolate workloads or deny traffic flows, providing immediate network-level enforcement of revocation decisions.

While the platform provides robust technical capabilities for immediate and comprehensive access revocation, the customer is responsible for establishing and enforcing the organizational policies and procedures that govern termination actions. This includes ensuring that all non-shared user accounts are identified and that the technical revocation processes are initiated and completed within the stipulated 30 calendar days following the effective date of termination."
CIP-004-7 5.4,HRS-01.1,"For termination actions, change
passwords for shared account(s) known
to the user within 30 calendar days of
the termination action. For
reassignments or transfers, change
passwords for shared account(s) known
to the user within 30 calendar days
following the date that the Responsible
Entity determines that the individual no
longer requires retention of that
access.
If the Responsible Entity determines
and documents that extenuating
operating circumstances require a
longer time period, change the
password(s) within 10 calendar days
following the end of the operating
circumstances. ",Not Applicable,"End user activity or process, design decision, or activity out of scope."
CIP-004-7 6.1,IAC-28.1,"Prior to provisioning, authorize (unless
already authorized according to Part
4.1.) based on need, as determined by
the Responsible Entity, except for CIP
Exceptional Circumstances:
6.1.1. Provisioned electronic access to
electronic BCSI; and
6.1.2. Provisioned physical access to
physical BCSI.",Contributes,"VMware Cloud Foundation implements robust technical controls to support pre-provisioning authorization for access to BCSI. Account creation and permission assignments are strictly governed by role-based access control (RBAC), ensuring that only administrators with specific, elevated privileges can provision new accounts or modify existing permissions. For instance, System Administrators are required to create other administrator and user accounts within the provider organization, and provider management accounts necessitate ""View Service Accounts"" and ""Manage Service Accounts"" privileges, with authentication via rotating API access tokens.

VCF Automation includes built-in approval policy capabilities that enforce management review prior to changes taking effect. These policies support multiple approvers and can be configured to require unanimous approval from all designated approvers, who must hold at least the Organization User role. Furthermore, VCF Automation integrates with ServiceNow ITSM via a plug-in, enabling organizations to route account and permission change requests through established change management processes, including approval group activities.

VCF Operations provides an access request approval workflow for the Automation Portal, mandating review and approval of OAuth token access requests through the Service Accounts interface before access is granted. All user account changes, including modifications to local user accounts, are comprehensively logged by NSX Manager, providing a complete audit trail for post-factum review.

While VMware Cloud Foundation provides the essential technical enforcement layer and sophisticated workflow tooling for pre-provisioning authorization, the formal approval process, the determination of ""need"" as required by the control, and the overarching management approval lifecycle for account requests necessitate customer-defined policies, processes, and human accountability. VCF does not inherently include a dedicated user access review or identity governance console; organizations must integrate VCF's identity infrastructure with external Identity and Access Management (IAM) or ITSM platforms to fully implement the organizational and human-driven aspects of the authorization lifecycle."
CIP-004-7 6.1.1,IAC-07,"Prior to provisioning, authorize (unless
already authorized according to Part
4.1.) based on need, as determined by
the Responsible Entity, except for CIP
Exceptional Circumstances:
6.1.1. Provisioned electronic access to
electronic BCSI; and
",Contributes,"VMware Cloud Foundation (VCF) provides robust capabilities for managing user provisioning, de-provisioning, and access control, serving as the technical enforcement layer for electronic access.

VCF's centralized identity management, primarily through VCF Single Sign-On (SSO), integrates with enterprise directories such as Active Directory or LDAP for user and group provisioning. Just-In-Time (JIT) provisioning dynamically creates user accounts upon first login from a federated identity provider, also handling group membership. VCF Operations supports importing user accounts from authorization sources and assigning role-based access via its Access Control interface. User groups can be created manually, imported from SSO, or from an LDAP database. VCF Automation allows organization administrators to manage user rights, create local roles, and clone rights bundles for custom access configurations.

De-provisioning is handled through identity provider integration, ensuring access revocation when accounts are removed or disabled in the federated identity provider or directory service. VCF Automation also supports explicit user account deactivation, disabling access without removing the user, allowing for future reactivation.

Role-based access control (RBAC) is enforced across all VCF components, including vCenter, SDDC Manager, VCF Operations, and VCF Automation, ensuring that provisioning an account is distinct from granting specific access rights.

While VCF provides the technical mechanisms for provisioning and managing access, it does not inherently provide the formal registration processes, approval workflows, or periodic entitlement reviews required for authorization based on need, as determined by a Responsible Entity. These aspects remain organizational responsibilities, requiring customer-defined policies and human accountability to ensure that access is authorized prior to provisioning."
CIP-004-7 6.1.2,"IAC-07, PES-02","Prior to provisioning, authorize (unless
already authorized according to Part
4.1.) based on need, as determined by
the Responsible Entity, except for CIP
Exceptional Circumstances:

6.1.2. Provisioned physical access to
physical BCSI.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
CIP-004-7 6.2,IAC-17,"Verify at least once every 15 calendar
months that all individuals with
provisioned access to BCSI:
6.2.1. have an authorization record;
and
6.2.2. still need the provisioned access
to perform their current work
functions, as determined by the
Responsible Entity.",Contributes,"VMware Cloud Foundation provides robust capabilities that support the periodic review of access privileges. The vCenter privilege checks recorder monitors and logs all privilege checks during operations, enabling administrators to query this data by various filters such as managed object, principal, and privilege name. This information is critical for understanding actual privilege utilization, identifying unused privileges, and informing the creation of least-privilege roles. VCF Operations further enhances this with User Permissions Audit reports, which consolidate user accounts, roles, access groups, and privileges into a single view, directly supporting the validation of authorization records and the ongoing need for provisioned access.

Within its own management plane, VMware vDefend's Security Services Platform offers an administrative interface for reviewing and updating role assignments for both local and directory-managed accounts, with RBAC controls governing access to its security intelligence functions. Both platforms allow for the necessary administrative actions, such as changing account attributes, revoking access, or deleting accounts, once a review determines privileges are no longer needed.

While VCF and vDefend provide essential audit data and management tools, the overarching review process, including its scheduling, tracking, and the ultimate determination of ongoing access need, remains an organizational responsibility. VCF does not include automated recertification workflows or scheduled access review campaigns. Organizations must establish their own policies and procedures to drive these periodic reviews, often leveraging external identity governance tools for the scheduling and tracking aspects, with the audit and reporting data from VCF and vDefend serving as critical inputs. The scope of vDefend's contribution is limited to privilege review within its own management interfaces, requiring broader organizational processes for comprehensive environment-wide access reviews."
CIP-004-7 6.2.1,IAC-17,"Verify at least once every 15 calendar
months that all individuals with
provisioned access to BCSI:
6.2.1. have an authorization record;
",Contributes,"VMware Cloud Foundation provides robust capabilities to support the periodic review of account privileges. vCenter includes a privilege checks recorder that monitors and records which privileges are checked during operations, allowing administrators to query this data to understand actual privilege exercise and identify unused privileges. VCF Operations offers User Permissions Audit reports that consolidate user accounts, roles, access groups, and access privileges, providing a clear view for reviewers to validate existing access. Furthermore, VCF Operations supports an access request approval workflow through the Automation Portal, establishing a checkpoint for new privilege grants.

VMware vDefend's Security Services Platform also supports periodic review of user privileges within its own management plane, providing an admin interface for reviewing and updating role assignments for both local and directory-managed accounts, with RBAC controls governing access to Security Intelligence functions.

While these tools provide essential data and visibility, the review process itself must be driven by organizational policy and procedures. VMware Cloud Foundation does not include automated recertification workflows or scheduled access review campaigns. Organizations are responsible for defining these processes, assigning human accountability, and should leverage external identity governance tools for the scheduling and tracking aspects of periodic privilege reviews, using the audit and reporting data provided by VCF as input. vDefend's contribution is specifically limited to privilege review within its own management interfaces and does not extend to the broader organizational environment."
CIP-004-7 6.2.2,IAC-17,"Verify at least once every 15 calendar
months that all individuals with
provisioned access to BCSI:

6.2.2. still need the provisioned access
to perform their current work
functions, as determined by the
Responsible Entity.",Contributes,"VMware Cloud Foundation provides robust capabilities that support periodic review of account privileges. vCenter includes a privilege checks recorder that monitors and logs which privileges are actually exercised during operations. This data is invaluable for identifying unused privileges and for constructing roles with the minimum necessary access. VCF Operations further enhances this by providing User Permissions Audit reports, which offer a consolidated view of user accounts, their assigned roles, access groups, and privileges, directly supporting the validation phase of an access review. System administrators can directly modify account attributes, revoke previously granted access, or delete accounts as determined by these reviews. Additionally, VCF Operations incorporates an access request approval workflow through the Automation Portal, which serves as a critical checkpoint for new privilege grants, complementing the periodic review of existing access. VMware vDefend supports periodic review of user privileges within its own management plane, offering an administrative interface to review and update role assignments for both local and directory-managed accounts, with RBAC controls governing access to Security Intelligence functions.

The comprehensive access review process, including its scheduling, tracking, and the establishment of organizational policies and procedures, must be driven by the customer. VCF does not include automated recertification workflows or scheduled access review campaigns. Organizations are required to utilize external identity governance tools for the scheduling and tracking components of periodic privilege reviews, integrating the audit and reporting data provided by VCF as input. vDefend's contribution is specifically limited to privilege review within its own management interfaces and does not encompass the broader organizational environment or other systems."
CIP-004-7 6.3,"HRS-01.1, IAC-07","For termination actions, remove the
individual’s ability to use provisioned
access to BCSI (unless already revoked
according to Part 5.1) by the end of the
next calendar day following the
effective date of the termination
action.",Contributes,"VMware Cloud Foundation (VCF) provides the technical enforcement layer for user de-provisioning, directly supporting the timely removal of access upon termination. VCF's centralized identity management capabilities, leveraging Single Sign-On (SSO), integrate with enterprise directories such as Active Directory or LDAP, and federated identity providers. When an individual's account is removed or disabled within the integrated identity provider or directory service, VCF automatically revokes their provisioned access accordingly. Additionally, VCF Automation offers explicit user account deactivation through its Access Control interface, allowing administrators to disable access directly within the VCF environment.

While VCF provides the necessary technical mechanisms for access revocation, the customer is responsible for establishing and enforcing the organizational processes that ensure termination actions are communicated to and processed by the integrated identity provider within the required timeframe, specifically by the end of the next calendar day following the effective date of termination. This includes the operational procedures to disable or remove the user's account in the authoritative identity source, which then triggers VCF's automated access revocation."
CIP-004-7 R2,"HRS-03.1, SAT-02","Each Responsible Entity shall implement one or more cyber security training program(s) appropriate to individual roles,
functions, or responsibilities that collectively includes each of the applicable requirement parts in CIP-004-7 Table R2 –
Cyber Security Training Program. [Violation Risk Factor: Lower] [Time Horizon: Operations Planning]",Contributes,"The VCF platform provides the foundational infrastructure necessary to support an organization's cybersecurity training initiatives. This includes secure identity and access management for training platforms, robust network connectivity for content delivery, and a resilient compute environment for learning management systems. The platform's capabilities align with the requirements for human resources security training and general security awareness programs by ensuring the underlying technical environment is available and secure for such activities.

The implementation of a comprehensive cybersecurity training program, including the definition of curriculum appropriate to individual roles, the delivery of training content, and the tracking of completion against the specific requirements outlined in CIP-004-7 Table R2, remains the direct responsibility of the customer. The customer must establish the policies, processes, and content for the training program itself."
CIP-004-7 R3,"HRS-01, RSK-04","Each Responsible Entity shall implement one or more documented personnel risk assessment program(s) to attain and
retain authorized electronic or authorized unescorted physical access to BES Cyber Systems that collectively include each of
the applicable requirement parts in CIP-004-7 Table R3 – Personnel Risk Assessment Program. [Violation Risk Factor:
Medium] [Time Horizon: Operations Planning].",Not Applicable,"End user activity or process, design decision, or activity out of scope."
CIP-004-7 R4,IAC-01,"Each Responsible Entity shall implement one or more documented access management program(s) that collectively
include each of the applicable requirement parts in CIP-004-7 Table R4 – Access Management Program. [Violation Risk
Factor: Medium] [Time Horizon: Operations Planning and Same Day Operations].",Contributes,"VMware Cloud Foundation (VCF) establishes a robust, layered identity and access management architecture. VCF SSO serves as the centralized authentication service, issuing security tokens that grant authenticated users access to vCenter, SDDC Manager, NSX Manager, VCF Operations, and other platform components. Identity federation with enterprise identity providers such as Microsoft Entra ID, ADFS, and Okta is fully supported, enabling multifactor authentication and automatic user synchronization with organizational directories.

Role-based access control (RBAC) is enforced consistently across all VCF components, including vCenter, VCF Operations, and SDDC Manager, allowing for predefined roles and the creation of custom roles with the minimum required privileges. VCF Automation extends these controls with organization-level and project-level access, supporting shared identity providers and granular group access, including the ability to disable users and groups at the organization level to revoke access.

For Kubernetes workloads, VMware Kubernetes Service provides namespace permission roles that map to Kubernetes ClusterRoles, supporting both VCF SSO and external OpenID Connect providers for authentication. NSX integrates with LDAP and external identity management services for administrative access to networking configuration, with network access policies complementing identity controls.

VMware vDefend further enhances identity and access management through its Identity Firewall, which integrates with Active Directory to apply network policy based on authenticated user identity rather than IP address alone. Within its own management plane, vDefend's Security Services Platform and Security Intelligence implement RBAC with defined roles to control access to specific security functions. Secure service-to-service communications between VCF components are established using certificates.

While the platform provides comprehensive technical capabilities for implementing and enforcing access controls, the development and documentation of the overarching access management program, including specific policies, procedures, roles, responsibilities, and training for personnel, remains an organizational responsibility. The platform provides the necessary tools and mechanisms to support such a program, but does not define or document the program itself."
CIP-004-7 R5,IAC-20.6,"Each Responsible Entity shall implement one or more documented access revocation program(s) that collectively include
each of the applicable requirement parts in CIP-004-7 Table ",Contributes,"VMware Cloud Foundation (VCF) provides robust mechanisms for revoking logical access authorizations across its integrated stack. Administrators can revoke individual user access tokens and API access tokens through VCF Automation, or disable user accounts. vCenter's AuthorizationManager and accessControls APIs enable the removal and resetting of entity permissions and ACLs. Granular role-based access control across vCenter, ESX, NSX, and SDDC Manager supports precise permission removal. Centralized authentication via VCF SSO ensures that disabling or removing a user's identity source account effectively revokes access across all VCF components simultaneously. For Kubernetes workloads, namespace-level role bindings can be removed to revoke access to specific environments.

VMware vDefend further enhances access revocation through network-level controls. Distributed Firewall and Gateway Firewall policies can be updated to immediately deny network access to specific workloads, IP addresses, or segments at the vNIC and gateway levels. Identity Firewall integrates with Active Directory, adjusting network access based on AD group membership changes, and prevents agent circumvention. The Security Services Platform supports the deletion of remote user and group role assignments for vDefend management functions, and microsegmentation policies offer an additional layer for isolating workloads or denying traffic flows based on contextual factors.

While the platform offers comprehensive technical tools for access revocation, the implementation of a documented access revocation program remains a customer responsibility. This includes defining the specific policies, procedures, and operational workflows for utilizing these technical capabilities, as well as establishing human accountability for their execution. Physical access revocation requires separate facility management processes outside the scope of VCF. Customers must also ensure proper configuration of integrated identity sources and that Active Directory administrators force logouts for prompt recognition of Identity Firewall changes."
CIP-004-7 R6,IAC-01,"Each Responsible Entity shall implement one or more documented access management program(s) to authorize, verify,
and revoke provisioned access to BCSI pertaining to the “Applicable Systems” identified in CIP-004-7 Table R6 – Access
Management for BES Cyber System Information that collectively include each of the applicable requirement parts in CIP‐
004‐7 Table R6 – Access Management for BES Cyber System Information. To be considered access to BCSI in the context of
this requirement, an individual has both the ability to obtain and use BCSI. Provisioned access is to be considered the
result of the specific actions taken to provide an individual(s) the means to access BCSI (e.g., may include physical keys or
access cards, user accounts and associated rights and privileges, encryption keys). [Violation Risk Factor: Medium] [Time
Horizon: Same Day Operations and Operations Planning].",Contributes,"VMware Cloud Foundation implements a comprehensive, layered identity and access management architecture. VCF SSO serves as the centralized authentication service, issuing security tokens for access to vCenter, SDDC Manager, NSX Manager, VCF Operations, and other platform components. This architecture supports identity federation with enterprise identity providers such as Microsoft Entra ID, ADFS, and Okta, enabling multifactor authentication and automatic user synchronization. Role-based access control (RBAC) is enforced consistently across all VCF components, allowing for the assignment of predefined or custom roles with minimum required privileges to users and groups on specific inventory objects. VCF Automation extends these controls with organization-level and project-level access governance, supporting shared identity providers and token-based authentication. Access revocation is managed through the ability to disable users and groups at the organization level without account deletion.

For Kubernetes workloads, VMware Kubernetes Service provides namespace permission roles that map to Kubernetes ClusterRoles, supporting both VCF SSO and external OpenID Connect providers. NSX integrates with LDAP and external identity management services for administrative access to networking configuration, complemented by network access policies that restrict communication based on identity. Secure service-to-service communications between VCF components are established using certificate-based authentication. VMware vDefend further contributes to identity-aware network enforcement through its Identity Firewall, which integrates with Active Directory to apply firewall policies based on authenticated user identity. Within its own management plane, vDefend's Security Services Platform and Security Intelligence implement RBAC with defined roles to control access to specific security functions.

While VMware Cloud Foundation provides the robust technical capabilities for authorizing, verifying, and revoking provisioned access to BES Cyber System Information (BCSI) within the platform, the establishment and maintenance of the overarching documented access management program, including specific policies, processes, and human accountability for its implementation and oversight, remain the responsibility of the customer. This includes defining the specific criteria for access authorization, the procedures for verifying access requests, and the formal processes for revoking access across all identified Applicable Systems, ensuring these align with the organization's security posture and regulatory requirements."
CIP-005-7 1.1,NET-01,All applicable Cyber Assets connected to a network via a routable protocol shall reside within a defined ESP.,Contributes,"VMware Cloud Foundation (VCF) provides comprehensive capabilities for establishing and maintaining defined Electronic Security Perimeters (ESPs) for all routable cyber assets.

NSX, the integrated networking component, delivers centralized network policy management with robust role-based access control, enabling organizations to delegate security responsibilities while maintaining governance over policy creation and management. Network segmentation is architecturally built-in, isolating management, vMotion, and storage traffic on separate networks, with vMotion traffic specifically configured on non-routable networks and storage traffic on dedicated VLANs.

vSphere Distributed Switches ensure consistent virtual networking configurations and security policies across all hosts. VCF further enforces security baselines through published Security Configuration Guides and DISA STIGs, and vSphere Lifecycle Manager maintains desired-state configuration, preventing drift that could compromise ESP integrity.

For multi-tenant environments, NSX VPC extends these controls, allowing tenant administrators to configure network and security policies within isolated VPC boundaries, each serving as a defined ESP. All policy changes are meticulously captured through audit logging, providing a clear record of user, module, operation, and result.

VMware vDefend provides the essential technical enforcement layer for these Network Security Controls, including Distributed Firewall policy management, security policy generation, and publishing to NSX Manager for enforcement across workloads, including bare metal servers. The Security Services Platform within vDefend enables users to generate and centrally publish associated security policies for infrastructure services and environments, further supporting the governance of NSC deployment.

While these platforms provide the robust technical framework and enforcement mechanisms for creating and maintaining defined ESPs, the ultimate responsibility for the specific definition of these perimeters, the development and updating of associated security policies and procedures, and the overarching governance framework remains with the customer organization."
CIP-005-7 1.2,NET-01,"All External Routable Connectivity must be
through an identified Electronic Access
Point (EAP).",Contributes,"VMware Cloud Foundation provides robust capabilities for establishing and enforcing network security controls, which are fundamental to implementing identified Electronic Access Points (EAPs). NSX, as the networking component, delivers centralized network policy management with granular role-based access control, allowing for the structured delegation of network security responsibilities. Security policies are categorized to prevent conflicts and ensure consistent application across the infrastructure.

vSphere Distributed Switches centralize virtual networking management, ensuring uniform VLAN configurations and security policies, while built-in network segmentation isolates critical traffic types like management, vMotion, and storage.

VCF further strengthens this posture through security baselines published in the Security Configuration Guide and DISA STIGs, with vSphere Lifecycle Manager enforcing desired-state configurations and remediating drift.

VMware vDefend provides the technical enforcement layer, enabling Distributed Firewall policy management, security policy generation, and publishing to NSX Manager for enforcement across workloads, including bare metal servers. The Security Services Platform facilitates the central generation and publication of security policies for infrastructure services, supporting the governance of Network Security Control deployment. Audit logging captures all policy changes, providing a comprehensive record of modifications to network security posture.

While VCF provides the comprehensive technical framework and enforcement mechanisms to create, manage, and secure Electronic Access Points, the organization remains responsible for formally identifying these EAPs and establishing the overarching policies and procedures that mandate all external routable connectivity must exclusively traverse these identified points. The definition of what constitutes an EAP and the procedural governance for its use are customer-defined responsibilities."
CIP-005-7 1.3,NET-04,"Require inbound and outbound access
permissions, including the reason for
granting access, and deny all other access
by default.",Contributes,"VMware Cloud Foundation, significantly enhanced by VMware vDefend, provides robust mechanisms to enforce inbound and outbound access permissions with a default-deny posture.

The vDefend Distributed Firewall enforces granular Layer 2-7 access policies directly at the virtual network interface of each workload, ensuring traffic is filtered before it reaches the physical network. This firewall operates on a default-deny principle, permitting only explicitly authorized traffic based on source and destination groups, ports, protocols, application identity, user identity via Active Directory integration, and fully qualified domain names. Policies are workload-centric and follow the workload across hosts.

The vDefend Gateway Firewall complements this by providing stateful North-South traffic inspection and enforcing ACL-equivalent rules at Tier-0 and Tier-1 gateways, securing perimeter access.

VCF's underlying NSX-T architecture further supports this through software-defined segments, gateways, and Virtual Private Clouds, enabling logical isolation and information flow control policies.

VCF Automation also maintains object-level Access Control Lists (ACLs) via API, working in conjunction with role-based access controls to define specific entity access.

VMware vDefend Security Intelligence observes traffic flows to generate application-level policy recommendations, identifying unprotected flows and assisting in the development of least-privilege rule sets.

While the platform provides comprehensive technical enforcement for access control, the organizational governance aspects of ACL management remain the customer's responsibility.

This includes establishing and maintaining change management processes, conducting periodic ACL reviews, and, critically, documenting the specific reasons for granting each access permission.

These operational procedures and complementary tooling are essential to fully address the control's requirement for justifying authorized flows."
CIP-005-7 1.4,IAC-04,"Where technically feasible, perform
authentication when establishing Dial-up
Connectivity with applicable Cyber Assets.",Meets,"VMware Cloud Foundation (VCF) establishes robust device authentication across its infrastructure through multiple cryptographically-based mechanisms. ESX hosts authenticate to vCenter using mutual TLS, validating unique machine SSL certificates bidirectionally. NSX Manager authentication mechanisms are designed to be resistant to replay attacks. VCF Operations authenticates discovered and managed network devices using appropriate credentials for SSH, SNMPv3 (which includes authentication and privacy), and API-based access, further enhancing security by detecting and remediating default manufacturer passwords. For storage devices, VCF Operations employs mutual CHAP authentication, ensuring bidirectional cryptographic verification. VCF Automation leverages the OAuth device authorization flow and token-based authentication, including holder-of-key tokens, to provide replay-resistant authentication for both users and programmatic device access. VMware Live Recovery (VLR) extends this by providing device-level identification and authentication through certificate-based site pairing between vCenter sites, verifying identities via certificate validation and securing all inter-site communications with TLS and certificate-based authentication. VMware vDefend contributes to device authentication through its NDR Sensor onboarding process, where each sensor uses a unique registration token for secure registration and management connection establishment.

Within the modern, software-defined data center and cloud infrastructure of VMware Cloud Foundation, traditional dial-up connectivity is not a mechanism utilized for establishing connections with cyber assets. VCF's architecture inherently relies on modern, high-speed network protocols and secure API interactions. Consequently, VCF comprehensively implements robust device authentication for all relevant connection types within its operational scope, effectively addressing the control's intent for its operational context by providing advanced authentication for its actual connectivity methods."
CIP-005-7 1.5,"NET-03, NET-08","Have one or more methods for detecting
known or suspected malicious
communications for both inbound and
outbound communications. ",Meets,"VMware vDefend provides comprehensive methods for detecting known or suspected malicious communications for both inbound and outbound traffic.

This includes a Distributed Intrusion Detection/Prevention System (IDS/IPS) that operates at the hypervisor level, inspecting both North-South and East-West traffic. The IDS/IPS supports Detect Only and Detect and Prevent modes, with automated signature management to ensure current threat detection.

Network Detection and Response (NDR) extends these capabilities beyond signature matching, employing behavioral and anomaly-based detection, with NDR Sensors monitoring traffic for suspicious activities and capturing raw packets for forensic analysis.

Further detection methods include Network Sandboxing, Network Traffic Analysis (NTA), and a Malicious IP Feed that blocks communications to and from known malicious IP addresses.

NSX, as the underlying networking platform within VMware Cloud Foundation, provides the essential traffic visibility through IPFIX and the policy enforcement points, such as distributed firewall rules and App ID classification, upon which vDefend's advanced detection and prevention mechanisms operate.

Security Intelligence within vDefend offers operational visibility into intrusion activity, providing dashboards and filtering capabilities for monitoring and analyzing detected events."
CIP-005-7 2.1,NET-14,"For all Interactive Remote Access, utilize
an Intermediate System such that the
Cyber Asset initiating Interactive Remote
Access does not directly access an
applicable Cyber Asset.",Contributes,"VMware Cloud Foundation provides robust capabilities that enhance the security of remote access. Centralized identity management is enforced through VCF SSO, which supports identity federation and multi-factor authentication, ensuring strong authentication for all administrative access to VCF components. Role-based access control, implemented across SDDC Manager's CloudAdmin model, vCenter's authorization, and NSX's RBAC, ensures granular permissions are applied to remote sessions. While SSH access is available for direct management of ESX hosts, NSX Manager, VCF Operations appliances, and cloud proxy instances, it can be enabled or disabled per component, and VCF Operations displays a restricted access banner. For VCF Automation deployments, public-private key authentication via SSH offers a stronger alternative to password-based login, and VCF SSO eliminates the need for direct ESX host login with local credentials.

VMware vDefend further contributes to remote access governance through network-level enforcement and behavioral detection. The Distributed Firewall can enforce granular policies to control which sources and protocols, such as SSH or RDP, are permitted to reach management interfaces. Identity Firewall (IDFW) extends this with user-aware policy enforcement for specific remote user groups. The Security Services Platform includes a Remote Services detector that identifies suspicious behavior associated with remote connections like telnet and SSH, providing critical visibility into remote access activity. Role-based access control within SSP also limits which remote users or groups can administer vDefend components.

Despite these comprehensive security features for remote access, the fundamental architectural requirement to utilize an intermediate system to prevent direct access from an initiating cyber asset to an applicable cyber asset remains the customer's responsibility. The customer must design, implement, and enforce the use of such an intermediate system (e.g., a jump host or bastion server) for all interactive remote access. Additionally, defining organization-approved remote access methods, provisioning VPNs, and establishing centralized remote access governance processes are organizational responsibilities that fall outside the scope of VCF and vDefend."
