SCG ID,Component,Title,Implementation Priority,Bridging SCF Controls,Mapped Framework Controls
vcenter-9.disable-accounts,vCenter,VMware vCenter must have unnecessary or unused user accounts disabled or removed.,P0,IAC-15.7,"8.6, 8.6.1"
vcenter-9.events-database-retention,vCenter,VMware vCenter must retain task and event data for an appropriate interval.,P2,MON-10,"10.5, 10.5.1"
vcenter-9.events-remote-logging,vCenter,Enable remote logging of vCenter events.,P2,MON-02.7,"10.6, 10.6.1, 10.6.2, 10.6.3"
vcenter-9.log-forwarding,vCenter,VMware vCenter must forward its logs to a central log server.,P0,MON-02,"10.3.3, 10.4, 10.4.1, 10.4.1.1"
vcenter-9.logs-level-global,vCenter,Configure the vCenter logging level to capture security-relevant events.,P2,MON-03,"6.4.2, 10.2, 10.2.1, 10.2.1.1, 10.2.1.2, 10.2.1.3, 10.2.1.4, 10.2.1.5, 10.2.1.6, 10.2.1.7, 10.2.2"
vcenter-9.native-key-provider-backup,vCenter,Protect Native Key Provider backups with a strong password.,"P0, Upon Feature Enablement",CRY-09.3,"2.3.2, 3.6.1, 3.7.5"
vcenter-9.network-mac-learning,vCenter,Disable MAC learning on distributed switch port groups unless a workload requires it.,P2,NET-03,"1.3.3, 1.4, 1.4.1, 1.4.2, 11.5.1"
vcenter-9.network-reject-forged-transmit-dvportgroup,vCenter,Reject forged transmits on distributed switches and port groups.,P2,NET-03,"1.3.3, 1.4, 1.4.1, 1.4.2, 11.5.1"
vcenter-9.network-reject-mac-changes-dvportgroup,vCenter,Reject guest MAC address changes on distributed switches and port groups.,P2,NET-03,"1.3.3, 1.4, 1.4.1, 1.4.2, 11.5.1"
vcenter-9.network-reject-promiscuous-mode-dvportgroup,vCenter,Reject promiscuous mode on distributed switches and port groups.,P2,NET-04,"1.1, 1.3, 1.3.1, 1.3.2, 1.4.2, 1.4.3"
vcenter-9.network-reset-port,vCenter,Reset distributed switch port configuration when a virtual machine disconnects.,P2,NET-03,"1.3.3, 1.4, 1.4.1, 1.4.2, 11.5.1"
vcenter-9.network-restrict-discovery-protocol,vCenter,Disable CDP/LLDP discovery protocols on distributed switches unless required.,P1,"CFG-03, NET-03.3","1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 1.4.5, 2.2.4"
vcenter-9.network-restrict-netflow-usage,vCenter,Send distributed switch NetFlow data only to authorized collectors.,P2,"NET-03, NET-04","1.1, 1.3, 1.3.1, 1.3.2, 1.3.3, 1.4, 1.4.1, 1.4.2, 1.4.3, 11.5.1"
vcenter-9.network-restrict-port-level-overrides,vCenter,"Disallow per-port policy overrides on distributed port groups, except port blocking.",P2,NET-03,"1.3.3, 1.4, 1.4.1, 1.4.2, 11.5.1"
vcenter-9.network-restrict-port-mirroring,vCenter,Remove unauthorized port mirroring sessions on distributed switches.,P2,"NET-03, NET-03.5","1.3.2, 1.3.3, 1.4, 1.4.1, 1.4.2, 11.5.1"
vcenter-9.network-vgt,vCenter,Restrict VLAN trunking (Virtual Guest Tagging) on distributed port groups to authorized VMs.,P2,NET-04,"1.1, 1.3, 1.3.1, 1.3.2, 1.4.2, 1.4.3"
vcenter-9.password-complexity,vCenter,Enforce password complexity for vCenter SSO accounts.,P0,IAC-10.1,"8.3, 8.3.1, 8.3.3, 8.3.5, 8.3.6, 8.3.7, 8.3.9, 8.3.10.1, 8.6.3"
vcenter-9.password-history,vCenter,Restrict password reuse on vCenter SSO accounts.,P2,IAC-10.1,"8.3, 8.3.1, 8.3.3, 8.3.5, 8.3.6, 8.3.7, 8.3.9, 8.3.10.1, 8.6.3"
vcenter-9.password-max-age,vCenter,Disable forced password expiration on vCenter SSO accounts.,P1,IAC-10.1,"8.3, 8.3.1, 8.3.3, 8.3.5, 8.3.6, 8.3.7, 8.3.9, 8.3.10.1, 8.6.3"
vcenter-9.session-timeout,vCenter,Enforce an idle session timeout for the vSphere Client.,P0,IAC-25,8.2.8
vcenter-9.smtp,vCenter,Send vCenter notification email over a secure SMTP connection.,"P0, Upon Feature Enablement",CRY-03,"4.2, 4.2.1, 4.2.1.2, 8.3.2, A2.1, A2.1.1, A2.1.2"
vcenter-9.snmp,vCenter,Disable SNMP v1 and v2c receivers on vCenter.,P2,"CFG-03, NET-12","1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4, 4.1, 4.2.1, 11.2"
vcenter-9.snmp3,vCenter,Enforce SNMPv3 authentication and privacy where SNMP is enabled on vCenter.,"P0, Upon Feature Enablement","CRY-01, NET-12","2.2.7, 3.3.2, 4.1, 4.2.1, 8.3.2, 11.2, 12.3.3"
vcenter-9.ssh,vCenter,Deactivate SSH access to the vCenter appliance except for temporary diagnostic use.,P2,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
vcenter-9.time,vCenter,vCenter must synchronize its clock with organizational reference sources.,P0,"MON-07.1, SEA-20","10.6, 10.6.1, 10.6.2, 10.6.3"
vcenter-9.tls-ciphers,vCenter,"vCenter's TLS profile must restrict negotiated ciphers and protocols to a modern, approved set.",P0,"CRY-01.5, CRY-03","4.2, 4.2.1, 4.2.1.2, 8.3.2, 12.3.3, A2.1, A2.1.1, A2.1.2"
vcenter-9.vami-firewall-restrict-access,vCenter,Configure the vCenter appliance firewall to allow inbound traffic only from authorized networks.,P0,"END-05, NET-04.1","1.3, 1.3.1, 1.3.2, 1.3.3, 1.4.2, 1.5.1"
vcenter-9.vami-password-max-age,vCenter,Disable forced password expiration on the vCenter appliance root account.,P0,IAC-10.1,"8.3, 8.3.1, 8.3.3, 8.3.5, 8.3.6, 8.3.7, 8.3.9, 8.3.10.1, 8.6.3"
vcenter-9.vami-updates,vCenter,vCenter must have all available software updates and patches installed.,P0,VPM-05,6.3.3
vcenter-9.vds-health-check-disable,vCenter,Disable the vSphere Distributed Switch health check when not troubleshooting.,P2,"CFG-03, NET-03.3","1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 1.4.5, 2.2.4"
vcenter-9.vpxuser-length,vCenter,Keep the vpxuser password at or above its default length.,P2,IAC-10.1,"8.3, 8.3.1, 8.3.3, 8.3.5, 8.3.6, 8.3.7, 8.3.9, 8.3.10.1, 8.6.3"
vcf-9.mfa,VCF,Integrate VMware Cloud Foundation with an identity provider that enforces multifactor authentication.,P0,"IAC-02, IAC-06.1","7.1, 7.2, 7.2.1, 7.3, 7.3.1, 7.3.2, 7.3.3, 8.1, 8.2, 8.3, 8.3.3, 8.3.9, 8.4.1, 8.4.2, 8.4.3"
vcf-9.perimeter-firewall,VCF,Limit access to VCF component management interfaces with perimeter firewalls.,P0,NET-04.1,"1.3, 1.3.1, 1.3.2, 1.3.3, 1.4.2"
vcf-9.permissions-roles,VCF,"Review and right-size accounts, permissions, and role assignments across all VCF components.",P1,"IAC-17, IAC-21","1.3, 3.4, 3.4.2, 7.1, 7.2, 7.2.1, 7.2.2, 7.2.4, 7.2.5.1, 7.2.6, 7.3, 7.3.1, 7.3.2, 7.3.3, 8.6, 8.6.1, A3.4.1"
vcf-9.secure-baseline,VCF,"Apply the controls in this guidance, and document the rationale for any deviations.",P1,CFG-02,"1.1, 1.2.1, 1.2.6, 2.2, 2.2.1, 8.3.2, 8.5, 10.2, 10.2.1, 10.2.1.1, 10.2.1.2, 10.2.1.3, 10.2.1.4, 10.2.1.5, 10.2.1.6, 10.2.1.7, 10.2.2, 10.6, 10.6.1, 10.6.2, 10.6.3, 11.2"
vm-9.deactivate-console-copy,ESX,Virtual machines must have console copy operations deactivated.,P2,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
vm-9.deactivate-console-paste,ESX,Virtual machines must have console paste operations deactivated.,P2,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
vm-9.deactivate-disk-shrinking-shrink,ESX,Virtual machines must have virtual disk shrinking operations deactivated.,P2,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
vm-9.deactivate-disk-shrinking-wiper,ESX,Virtual machines must have virtual disk wiping operations deactivated.,P2,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
vm-9.deactivate-non-essential-3d-features,ESX,Virtual machines must have 3D graphics features deactivated when not required.,P2,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
vm-9.dvfilter,ESX,Virtual machines must limit access through the dvFilter API.,P2,"CFG-03, NET-04","1.1, 1.2.5, 1.2.6, 1.3, 1.3.1, 1.3.2, 1.4, 1.4.1, 1.4.2, 1.4.3, 2.2.4"
vm-9.efi-boot-types,ESX,Virtual machines must prevent booting from unauthorized sources.,P0,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
vm-9.ft-encrypted,ESX,Virtual machines must require encryption for Fault Tolerance.,P1,"CRY-03, CRY-04","3.7.5, 4.2, 4.2.1, 4.2.1.2, 8.3.2, A2.1, A2.1.1, A2.1.2"
vm-9.isolation-device-connectable-deactivate,ESX,"Virtual machines must prevent unauthorized removal, connection, and modification of devices.",P2,"CFG-03, IAC-21","1.2.5, 1.2.6, 1.3, 1.4, 1.4.1, 1.4.2, 2.2.4, 3.4, 3.4.2, 7.1, 7.2, 7.2.1, 7.2.2, 7.2.6, 7.3, 7.3.1, 7.3.2, 7.3.3, 8.6, 8.6.1"
vm-9.isolation-tools-dnd-deactivate,ESX,Virtual machines must have console drag and drop operations deactivated.,P2,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
vm-9.log-enable,ESX,Virtual machines must enable diagnostic logging.,P2,MON-03,"6.4.2, 10.2, 10.2.1, 10.2.1.1, 10.2.1.2, 10.2.1.3, 10.2.1.4, 10.2.1.5, 10.2.1.6, 10.2.1.7, 10.2.2"
vm-9.log-retention,ESX,Virtual machines must limit the number of retained diagnostic logs.,P2,MON-10,"10.5, 10.5.1"
vm-9.pci-passthrough,ESX,Virtual machines must limit PCI device passthrough functionality.,P2,"CFG-03, IAC-21","1.2.5, 1.2.6, 1.3, 1.4, 1.4.1, 1.4.2, 2.2.4, 3.4, 3.4.2, 7.1, 7.2, 7.2.1, 7.2.2, 7.2.6, 7.3, 7.3.1, 7.3.2, 7.3.3, 8.6, 8.6.1"
vm-9.persistent-disk,ESX,"Virtual machines must not use independent, nonpersistent disks.",P2,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
vm-9.remove-unnecessary-devices,ESX,Virtual machines must remove unnecessary virtual hardware.,P0,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
vm-9.restrict-host-info,ESX,Virtual machines must not be able to obtain host information from the hypervisor.,P2,CFG-03,"1.2.5, 1.2.6, 1.4, 1.4.1, 1.4.2, 2.2.4"
vm-9.virtual-hardware,ESX,Virtual machines must use a minimum supported virtual hardware version.,P1,VPM-05,6.3.3
vm-9.vmotion-encrypted,ESX,Virtual machines must require encryption for vMotion.,P1,"CRY-03, CRY-04","3.7.5, 4.2, 4.2.1, 4.2.1.2, 8.3.2, A2.1, A2.1.1, A2.1.2"
vm-9.vmrc-lock,ESX,Virtual machines must be configured to lock when the last console connection is closed.,P0,IAC-24,8.2.8
vsan-9.auto-policy-management,vSAN,vSAN automatic policy management must remain disabled.,P2,CHG-02,"1.2.2, 6.5, 6.5.1, 6.5.6, 12.4.2"
vsan-9.encryption-rest,vSAN,vSAN must protect data at rest.,P0,CRY-05,"3.3.2, 3.5, 3.5.1.2, 3.5.1.3, 8.3.2, 9.4"
vsan-9.encryption-transit-esa,vSAN,vSAN must protect data in transit between hosts.,P2,"CRY-03, CRY-04","3.7.5, 4.2, 4.2.1, 4.2.1.2, 8.3.2, A2.1, A2.1.1, A2.1.2"
vsan-9.encryption-transit-osa,vSAN,vSAN must protect data in transit between hosts.,P0,"CRY-03, CRY-04","3.7.5, 4.2, 4.2.1, 4.2.1.2, 8.3.2, A2.1, A2.1.1, A2.1.2"
vsan-9.file-services-access-control-nfs,vSAN,NFS file shares on vSAN File Services must be configured to restrict access.,"P0, Upon Feature Enablement","NET-04, NET-04.1","1.1, 1.3, 1.3.1, 1.3.2, 1.3.3, 1.4.2, 1.4.3"
vsan-9.file-services-authentication-smb,vSAN,SMB file shares on vSAN File Services must require protocol encryption.,"P0, Upon Feature Enablement","CRY-03, CRY-04","3.7.5, 4.2, 4.2.1, 4.2.1.2, 8.3.2, A2.1, A2.1.1, A2.1.2"
vsan-9.hcl-internet,vSAN,Disable or proxy the vSAN Health Check Hardware Compatibility List (HCL) download.,P1,"CFG-03, NET-03","1.2.5, 1.2.6, 1.3.3, 1.4, 1.4.1, 1.4.2, 2.2.4, 11.5.1"
vsan-9.managed-disk-claim,vSAN,vSAN must disable managed disk claims.,P0,CHG-04,1.2.8
vsan-9.network-isolation-vsan-iscsi-target,vSAN,Isolate vSAN iSCSI Target traffic on dedicated VMkernel interfaces.,"P0, Upon Feature Enablement","NET-03, NET-06","1.2.1, 1.2.3, 1.2.4, 1.2.5, 1.2.6, 1.2.7, 1.2.8, 1.3, 1.3.1, 1.3.2, 1.3.3, 1.4, 1.4.1, 1.4.2, 11.4.5, 11.4.6, 11.5.1, 12.5.2, A1.1.4, A3.2.1, A3.2.4"
vsan-9.rekey-interval,vSAN,Re-issue vSAN encryption Key Encryption Keys (KEKs) on a regular schedule.,P1,CRY-09,"3.5.1.1, 3.6, 3.6.1, 3.6.1.1, 3.6.1.2, 3.6.1.3, 3.6.1.4, 3.7, 3.7.1, 3.7.2, 3.7.3, 3.7.4, 3.7.5, 3.7.6, 3.7.7, 4.2.1.1"
vsan-9.storage-cluster-traffic-protection,vSAN,vSAN Storage Cluster compute-to-storage traffic must be encrypted or isolated.,"P0, Upon Feature Enablement","CRY-03, NET-06","1.2.1, 1.2.3, 1.2.4, 1.2.5, 1.2.6, 1.2.7, 1.2.8, 1.3, 1.3.1, 1.3.2, 1.3.3, 1.4.1, 1.4.2, 4.2, 4.2.1, 4.2.1.2, 8.3.2, 11.4.5, 11.4.6, 12.5.2, A1.1.4, A2.1, A2.1.1, A2.1.2, A3.2.1, A3.2.4"
