Control ID,SCF ID,Description,Control Coverage,Response
CR 2.7 (6.9.1),IAC-23,Session termination: Automatically terminate local/remote sessions after defined conditions.,Contributes,"VMware Cloud Foundation implements various controls to manage session concurrency and overall session counts across its management components. VCF Operations allows administrators to configure the number of concurrent UI login sessions permitted per user. VCF Operations for Networks enforces a maximum of 100 unique active sessions. NSX Manager controls API session concurrency with per-client and global limits, which are adjustable. vSphere provides a configurable maximum session count through the `config.vmacore.soap.maxSessionCount` property. These mechanisms are crucial for bounding resource consumption and mitigating risks associated with excessive active sessions.

While VCF provides robust capabilities for limiting concurrent and total sessions, the platform does not inherently provide mechanisms for automatically terminating active sessions based on defined conditions such as inactivity timeouts or maximum session durations. Organizations must implement session termination policies at the identity provider level or through other external controls to enforce automatic termination of active sessions after specific conditions are met, ensuring compliance with requirements for session lifecycle management beyond just concurrency limits."
CR 2.8 (6.10.1),"MON-01, MON-01.4, MON-03",Auditable events: Capability to generate audit records for security-relevant events.,Contributes,"VMware Cloud Foundation (VCF) provides comprehensive capabilities to generate audit records for security-relevant events across its infrastructure components. VCF Operations for Logs centralizes log collection from vCenter, ESX hosts, and other VCF components, categorizing audit events into types such as Access, Access_control, Account_management, Configuration, Data_access, Network, Notification, Permissions, Session, System, Policy, and Firewall.

Each event record includes essential elements such as event type identification, precise timestamps, the originating source, the outcome of the operation (success/failure), and the user identity responsible for the action.

VCF Operations further supports an integrated alert generation framework, allowing for log-based alerts when specific security patterns appear, and offers configurable forwarding to external SIEM or syslog targets with TLS encryption.

VMware vDefend extends this capability to the network security domain, generating detailed event logs for Distributed Firewall rule hits, IDS/IPS detections, Malware Prevention verdicts, and Network Detection and Response (NDR) threat detections. These vDefend logs also capture event type, timestamps, source, outcome, and user identity through mechanisms like Identity Firewall and NSX Manager audit logs, with NDR supporting direct SIEM integration.

VMware Live Recovery (VLR) contributes by generating event logs for data protection activities, including permission changes, replication errors, RPO violations, and storage health, with events identified by type, timestamp, associated object, and user identity for permission audits.

While the platform provides robust technical tools and pre-defined categories for generating audit records, the customer is responsible for defining specific alert policies, thresholds, and the precise criteria for what constitutes a ""security-relevant event"" within their unique operational context. Administrators must configure alert definitions, including which objects to monitor and what thresholds to apply, to align with their organization's security policies and risk tolerance.

Leveraging the platform's capabilities for centralized log analysis, SIEM integration, and custom alert definitions requires active configuration and ongoing management by the customer to ensure comprehensive coverage and effective response to security-relevant events."
CR 2.9 (6.11.1),MON-04,"Audit storage capacity: Capability to define behavior when audit storage is full.

Audit storage alert: Capability to provide a warning when audit storage is near capacity.",Meets,"VMware Cloud Foundation provides comprehensive capabilities for managing audit storage capacity and alerting.

VCF Operations for Logs offers centralized log aggregation with configurable retention policies by log type and source, allowing administrators to define log file sizes and the number of retained files. ESX hosts maintain local logging with configurable retention and rotation, and vCenter provides database retention policies with automated cleanup.

VCF Operations proactively monitors storage capacity, triggering built-in alerts when disk usage exceeds 89% and utilizing Capacity Analytics to project utilization up to three days in advance, enabling anticipation of storage exhaustion.

Syslog forwarding to external targets provides an additional safeguard, ensuring log data is preserved independently of local storage constraints.

VMware Live Recovery manages log files through configurable parameters such as `maxFileSize` and `maxFileNum`, implementing log rotation and compression to conserve space.

vSphere Replication also employs its own log rotation policies and configurable logging levels to balance detail against storage consumption. VMware vDefend further enhances these capabilities, with Distributed Firewall logs enforcing rotation limits.

The Security Services Platform proactively manages storage for flow data and security events by automatically pausing network flow data ingestion when available storage falls below defined thresholds and automatically reducing data retention duration to fit available capacity.

Platform Host Capacity dashboards provide visibility into resource utilization, complementing VCF Operations' infrastructure-wide monitoring. These integrated mechanisms ensure that audit storage behavior is defined when full and warnings are provided when near capacity.

Administrators are responsible for configuring specific retention policies, log rotation parameters, and monitoring thresholds to align with organizational requirements and for responding to the alerts generated by VCF Operations and the Security Services Platform."
CR 2.9 (6.11.3(1)),MON-05.2,"Audit storage capacity: Capability to define behavior when audit storage is full.

Audit storage alert: Capability to provide a warning when audit storage is near capacity.",Meets,"VMware Cloud Foundation provides robust capabilities for managing audit storage capacity and alerting. The platform delivers automated, configurable alerting when log and disk storage usage approaches capacity limits. VCF Operations includes a Capacity Remaining policy element, allowing administrators to set percentage thresholds for alerts across monitored storage resources, including datastores used for log retention. These thresholds are customizable per policy and can be tailored for different environments, such as production versus testing.

VCF Operations for Logs includes pre-built content pack alerts, such as the SysDiskUsage alert, which triggers when disk usage exceeds 89% for more than 10 minutes, and SysMemUsage for memory exhaustion. VCF Operations for Networks also provides disk utilization alerts for network monitoring components.

Furthermore, VCF Operations publishes Capacity Analytics metrics, offering forward-looking analysis by calculating projected utilization up to three days into the future, providing proactive warnings before storage exhaustion occurs.

Beyond comprehensive alerting, the platform and its integrated services define specific behaviors when audit storage is full or nearing capacity.

VMware Live Recovery manages log storage through configurable file size and count limits, compressing older files to conserve space and prevent unbounded log growth. vSphere Replication implements its own log rotation policy. VMware vDefend's Security Services Platform automatically reduces Security Intelligence data retention duration when disk capacity is exceeded and temporarily suspends data ingestion when analytics and data storage disk nears maximum capacity, ensuring continuous operation and preventing data loss due to storage exhaustion.

These mechanisms collectively provide both comprehensive alerting and defined automated responses to manage audit storage capacity."
CR 2.10 (6.12.1),MON-05,Response to audit processing failures: Capability to protect audit record generation in case of failure.,Meets,"VMware Cloud Foundation (VCF) provides a robust monitoring stack with comprehensive capabilities to detect and respond to audit processing failures, thereby protecting audit record generation. VCF Operations supports configurable alert definitions based on log events, including System Degradation, Data Availability, Collector Down, and Object Error, which notify appropriate personnel and can include embedded remediation guidance. Log Assist automatically handles intermittent network or infrastructure issues, providing self-healing for transient log forwarding disruptions. VCF Operations also receives fault events from monitored components via REST APIs, surfacing failures in external log sources. For organizations forwarding logs to external SIEM systems, VCF components generate fault events when connectivity to configured syslog targets is interrupted, enabling detection and response to log delivery failures. VMware Live Recovery contributes by providing general event logging and configurable alarms for operational failures within the disaster recovery environment, which can indirectly surface log-related disruptions.

While the platform offers extensive technical capabilities for detection, alerting, and self-healing, customers are responsible for defining specific alert thresholds, configuring notification rules, and establishing operational procedures for responding to identified log processing failures. This includes ensuring appropriate personnel are assigned to receive and act upon alerts, and that remediation instructions are kept current."
CR 2.11 (6.13.1),MON-07,"Timestamps: Capability to include timestamps in audit records.

Time synchronization: Capability to synchronize the component clock with an NTP source.

Time synchronization protection: Protect the time synchronization process from tampering.",Contributes,"VMware Cloud Foundation provides comprehensive capabilities for timestamping and time synchronization across its entire platform. All core components, including ESX hosts, NSX Manager, SDDC Manager, VMware Live Recovery (VLR), VMware vDefend, and the Security Services Platform, generate timestamped event logs, audit records, and metric data.

VCF supports Network Time Protocol (NTP) and Precision Time Protocol (PTP) for ESX hosts, which serve as the foundational time source for the entire SDDC. Management components can be configured to use ESX NTP servers, establishing a consistent time hierarchy. VCF Operations actively monitors NTP health by collecting offset and reach metrics, and VLR enforces a configurable maximum clock skew threshold (defaulting to 20 seconds) between its server components, raising alerts upon deviation.

VMware vDefend and the Security Services Platform enforce NTP configuration as a prerequisite for critical functions such as certificate validation, log correlation, secure communications, and time-based firewall policies, ensuring accurate time synchronization is maintained across the security stack.

While VCF provides the robust technical framework and monitoring for time synchronization, the customer is responsible for configuring and securing the external NTP sources. This includes ensuring the chosen NTP servers are reliable, accurate, and protected from tampering. The customer must also implement appropriate security controls to protect the NTP configuration within VCF components from unauthorized modification, leveraging any available authentication mechanisms for NTP where applicable."
CR 2.11 (6.13.3(1)),MON-07.1,"Timestamps: Capability to include timestamps in audit records.

Time synchronization: Capability to synchronize the component clock with an NTP source.

Time synchronization protection: Protect the time synchronization process from tampering.",Contributes,"VMware Cloud Foundation (VCF) provides robust capabilities for time synchronization and the inclusion of timestamps in audit records across its entire infrastructure. All VCF components are configurable for Network Time Protocol (NTP) synchronization, with SDDC Manager automating initial NTP settings for ESX hosts and management appliances during deployment. Administrators retain the flexibility to specify authoritative external NTP servers. Individual components such as ESX hosts, vCenter, NSX Manager, VCF Operations appliances, and NSX transport nodes support independent NTP configuration. For workloads demanding higher precision, VCF also supports Precision Time Protocol (PTP) at the hypervisor level, capable of sub-microsecond accuracy, which can be extended to guest virtual machines. VMware Live Recovery (VLR) inherently synchronizes its internal clocks with the underlying VCF platform's authoritative time source and enforces clock synchronization consistency across its server components through configurable clock skew monitoring, ensuring all event logs, audit records, and operational timestamps reflect synchronized time. VMware vDefend critically depends on and enforces accurate time synchronization for its security features, including time-based firewall rules, certificate validation, log correlation, and secure communications within the Security Services Platform and NDR Sensor appliances.

While the platform provides the robust technical framework for time synchronization and timestamp generation, the explicit protection of the time synchronization process from tampering requires customer implementation of secure NTP infrastructure. This includes defining and configuring trusted, authenticated NTP sources, securing the network path to these sources, and ensuring the integrity of NTP client configurations. The platform provides the mechanisms to configure NTP, but the responsibility for implementing and maintaining the security controls around the NTP synchronization process to prevent tampering ultimately rests with the customer."
CR 2.11 (6.13.3(2)),MON-07.1,"Timestamps: Capability to include timestamps in audit records.

Time synchronization: Capability to synchronize the component clock with an NTP source.

Time synchronization protection: Protect the time synchronization process from tampering.",Contributes,"VMware Cloud Foundation provides comprehensive capabilities for time synchronization across all its components, including ESX hosts, vCenter, NSX Manager, and VCF Operations appliances. It supports Network Time Protocol (NTP) as the primary mechanism, with SDDC Manager configuring NTP settings during deployment. Components can synchronize with external NTP servers or the ESX host clock. For workloads requiring higher precision, VCF also supports Precision Time Protocol (PTP) at the hypervisor level.

Consistent time synchronization is critical for accurate log correlation, Kerberos authentication, and certificate validation, ensuring all audit records and operational timestamps reflect synchronized time.

VMware Live Recovery synchronizes its internal system clocks with the underlying VCF platform's authoritative time source and enforces clock synchronization consistency across its server components, raising events for detected time drift.

VMware vDefend critically depends on and enforces accurate time synchronization for its security features, such as time-based firewall rules, which require NTP service on transport nodes and synchronized ESX host clocks. The Security Services Platform validates time synchronization as a prerequisite for certificate validation, log correlation, and secure communications. NDR Sensor appliances and Bare Metal deployments also require NTP configuration and synchronization with the Security Services Platform to maintain consistent time across all vDefend components.

While the platform provides robust capabilities for time synchronization and ensures accurate timestamps in audit records, the protection of the time synchronization process from tampering requires customer implementation. This includes securing the authoritative NTP sources, implementing network segmentation to protect NTP traffic, and configuring NTP authentication mechanisms where supported and necessary to prevent unauthorized clock manipulation."
CR 2.12 (6.14.1),MON-09,"Non-repudiation: Capability to provide evidence that a user performed a specific action.

Non-repudiation for digital signatures: Use of digital signatures for non-repudiation of origin/receipt.",Contributes,"VMware Cloud Foundation provides comprehensive non-repudiation capabilities through extensive audit logging across its core components. VCF Operations records all administrative actions, including logins, logouts, configuration modifications, and certificate activations, attributing each event to an authenticated identity. NSX Manager generates immutable audit logs for all API calls and CLI commands, linking every network management action to the performing user. VCF Automation similarly creates audit logs for reportable actions such as deploying cloud templates or performing Day 2 operations, capturing the user, project, and timestamp. VMware Live Recovery extends this by logging all disaster recovery administrative actions, such as protection group operations and permission changes, with attribution to authenticated identities via VCF SSO. VMware vDefend further contributes by generating detailed audit trails for network security operations, including packet logs for firewall rule matches, and by enforcing role-based access controls that attribute actions to authenticated identities. It also records investigation decisions for security events, creating an audit trail for incident response. Across the platform, these audit events can be forwarded to external syslog or SIEM systems for long-term retention and tamper-evident storage, strengthening the non-repudiation chain by preserving evidence of who performed which actions and when.

While the platform provides robust mechanisms for non-repudiation of user actions through comprehensive audit logging and attribution, the capability for non-repudiation specifically through the use of digital signatures for origin or receipt is not inherently provided by the platform's described features. Organizations requiring cryptographic proof of origin or receipt for specific documents, messages, or transactions would need to implement external digital signature solutions and integrate them with their operational workflows."
CR 2.12 (6.14.3(1)),MON-09,"Non-repudiation: Capability to provide evidence that a user performed a specific action.

Non-repudiation for digital signatures: Use of digital signatures for non-repudiation of origin/receipt.",Contributes,"VMware Cloud Foundation provides robust non-repudiation capabilities by generating comprehensive audit logs that attribute administrative and operational actions to authenticated identities across the platform.

VCF Operations records detailed events for platform interactions, including logins, configuration changes, and user activity, all linked to specific users and filterable for precise tracing. NSX Manager automatically generates audit logs for all API calls and CLI commands, embedding metadata to unequivocally link network management actions to the performing user. VCF Automation further extends this by creating audit logs for deployment, Day 2 operations, and property group modifications, capturing timestamps, user names, and project details. VMware Live Recovery integrates with VCF SSO to ensure all disaster recovery administrative actions are tied to authenticated identities, generating user-attributed audit events for protection group operations, permission changes, and replication configurations. VMware vDefend contributes by providing detailed audit trails for network security operations, with Distributed Firewall and Gateway Firewall producing packet logs that record every rule match, action taken, and associated metadata, enabling traceability of enforcement actions. vDefend also enforces role separation and records investigation decisions within its event management capabilities, establishing an audit trail for incident response activities.

All these audit events can be forwarded to external syslog or SIEM systems for long-term retention and tamper-evident storage, strengthening the chain of evidence.

While the platform provides extensive technical mechanisms for attributing user actions and logging events, customers are responsible for configuring and managing external log aggregation platforms, defining appropriate log retention policies, and establishing operational procedures for audit log review and incident response. The platform does not provide specific capabilities for non-repudiation of origin or receipt through the use of digital signatures, which remains a customer responsibility to implement if required."
CR 2.13 (6.15),TDA-05.1,Physical tamper resistance and detection: Capability to detect physical tampering of the component.,Not Applicable,"End user activity or process, design decision, or activity out of scope."
CR 3.1 (7.3.1),CRY-04,"Communication integrity: Components shall provide the capability to protect the integrity of data in transit.

Communication integrity enhancement: Use of cryptographic mechanisms to protect integrity.

Support for updates: Provide a mechanism to verify and apply security updates.

Physical tamper resistance/detection: Capability to detect or resist physical tampering.

Provisioning Product: Ensure secure provisioning of the product during manufacturing.

Integrity of the boot process: Verify the integrity of the boot process (Secure Boot).

Integrity of data at rest: Protect the integrity of sensitive data stored on the component.",Contributes,"VMware Cloud Foundation (VCF) provides robust capabilities for protecting the integrity of data in transit across its management, compute, and storage communication paths. All VCF management communications leverage TLS 1.3 by default, with TLS 1.2 as a fallback, incorporating message authentication codes (MACs) for integrity verification. Cryptographic operations are performed using FIPS 140-3 validated modules, and VCF Operations for Networks can enforce FIPS mode to restrict communications to validated algorithms.

vSAN data-in-transit encryption secures storage traffic between hosts, preventing manipulation and replay attacks, while VCF Operations monitors transmission integrity by tracking and dropping frames with bad checksums. Encrypted vSphere vMotion ensures the integrity and authenticity of VM migration data through one-time keys, preventing replay attacks. NFS 4.1 supports Kerberos-based integrity verification (krb5i/krb5p), and vSAN Reliable Datagram Transport (RDT) traffic includes checksums, enhanced by cryptographic integrity when DIT encryption is enabled. Furthermore, VCF Operations signs and encrypts software packages, ensuring the integrity of software distribution. NSX supports the Wrapped Encapsulating Security Payload (WESP) protocol for network traffic integrity and authentication.

VMware Live Recovery (VLR) extends these protections to replication data flows and management communications, utilizing TLS 1.2 with mutual certificate-based authentication for replication traffic, which is mandatorily encrypted for all new and existing replications since vSphere Replication 9.0.3. VMware vDefend contributes to transmission integrity monitoring through IDS/IPS signature rules that detect protocol anomalies and tampering indicators in network traffic, with Security Intelligence and NDR sensors providing further visibility into incomplete or anomalous flows.

While VCF, VLR, and vDefend provide comprehensive technical mechanisms for communication integrity and secure software updates, the platform's capabilities regarding physical tamper resistance or detection, secure product provisioning during manufacturing, and the explicit verification of the boot process integrity (Secure Boot) are not described within the provided scope. Additionally, while data-in-transit encryption inherently provides confidentiality, the explicit protection of data at rest specifically for integrity, beyond confidentiality, is not detailed.

Customers are responsible for ensuring these aspects are addressed, either through the underlying hardware infrastructure, organizational policies, or additional security controls, to fully meet the comprehensive integrity requirements of the component."
CR 3.1 (7.3.3(1)),CRY-04,"Communication integrity: Components shall provide the capability to protect the integrity of data in transit.

Communication integrity enhancement: Use of cryptographic mechanisms to protect integrity.

Support for updates: Provide a mechanism to verify and apply security updates.

Physical tamper resistance/detection: Capability to detect or resist physical tampering.

Provisioning Product: Ensure secure provisioning of the product during manufacturing.

Integrity of the boot process: Verify the integrity of the boot process (Secure Boot).

Integrity of data at rest: Protect the integrity of sensitive data stored on the component.",Contributes,"VMware Cloud Foundation (VCF) provides robust capabilities for protecting the integrity of data in transit across its management, compute, and storage communication paths. All VCF management communications leverage TLS 1.3 (with TLS 1.2 fallback) to ensure integrity verification through message authentication codes (MACs). Cryptographic operations are performed using FIPS 140-3 validated modules, and VCF Operations for Networks can enforce FIPS mode.

vSAN data-in-transit encryption secures storage traffic between hosts, preventing manipulation and replay attacks, and VCF Operations monitors transmission integrity by tracking and dropping frames with bad checksums. Encrypted vSphere vMotion protects the integrity and authenticity of VM migration data using one-time keys. Storage protocols like NFS 4.1 support Kerberos-based integrity verification (krb5i), and vSAN Reliable Datagram Transport (RDT) traffic includes checksums, enhanced by cryptographic integrity when DIT encryption is enabled.

VCF Operations ensures the integrity of software distribution by signing and encrypting packages. NSX supports the Wrapped Encapsulating Security Payload (WESP) protocol for network traffic integrity and authentication. VMware Live Recovery (VLR) extends these protections to replication data flows, utilizing TLS 1.2 with mutual certificate-based authentication for management and replication traffic, with network encryption for replication data being mandatory in recent versions. VMware vDefend contributes to transmission integrity monitoring through IDS/IPS signature rules that detect protocol anomalies and tampering indicators, and Security Intelligence and NDR sensors track TCP reassembly gaps and anomalous flows.

While VCF, VLR, and vDefend provide extensive technical mechanisms for data integrity in transit and software update integrity, the platform's capabilities do not inherently address all aspects of this control. The provided capabilities do not include mechanisms for physical tamper resistance or detection for VCF components, nor do they detail processes for ensuring secure provisioning of the product during manufacturing. Furthermore, the integrity of the boot process for VCF components and explicit protection for the integrity of sensitive data at rest on the component are not described within the platform's inherent capabilities. These aspects require the customer to implement additional controls, processes, or leverage external solutions to fully satisfy the control's requirements."
CR 3.2 (7.4),END-04,"Protection from malicious code: Provide the capability to employ protection mechanisms to prevent, detect, and report malicious code.",Contributes,"VMware Cloud Foundation (VCF) establishes a robust foundation for malicious code protection through platform integrity controls. Secure Boot, code signing, Trusted Platform Module (TPM) support, and host attestation ensure that ESX hosts boot into a known good configuration and prevent unauthorized code execution. vSphere Lifecycle Manager and Configuration Profiles maintain desired-state configuration, detecting and remediating drift from approved baselines. For containerized workloads, Harbor registry integration provides image signing, vulnerability scanning, and content trust, preventing the deployment of compromised images. VCF Operations monitors the security state across the environment, alerting on anomalies.

VMware vDefend extends these capabilities with comprehensive malicious code detection and prevention.

The Malware Prevention Service, deployed as a service virtual machine on ESX hosts, inspects files and data streams in real-time, employing both signature-based and behavioral analysis to detect known and zero-day threats, including fileless malware. It classifies threats, assigns verdicts, and provides dynamic analysis for detailed insights.

vDefend's distributed IDS/IPS operates at the virtual network interface level, detecting network-borne malware delivery, command-and-control communications, and lateral movement patterns, with support for custom signature bundles.

The Malware Prevention Dashboard aggregates detection events, offering centralized visibility into malware outbreaks and trends, identifying unique files by hash, and supporting filtering by verdict criteria.

While vDefend provides strong prevention and detection at the infrastructure and network layers, full eradication of malicious code from within infected guest operating systems typically requires endpoint security tools managed by the customer. The platform provides the technical mechanisms for detection and reporting, but the customer is responsible for defining and implementing the policies, processes, and human accountability for employing these mechanisms, responding to alerts, and performing comprehensive remediation within guest operating systems."
CR 3.3 (7.5.1),"CHG-06, END-04.5","Security functionality verification: Provide the capability to verify the correct operation of security functions.

Verification during boot: Verify security functions during the boot process.",Contributes,"VMware Cloud Foundation provides robust mechanisms for verifying security functions, particularly during the boot process and for configuration state. ESX Secure Boot and TPM-based host integrity protection cryptographically verify the integrity of the boot chain and all loaded modules, preventing unsigned or tampered components from loading. VIB acceptance levels further control software installation based on signature validity.

VCF Operations, through Configuration Drifts, vSphere Configuration Profiles, and vSphere Lifecycle Manager, continuously monitors vCenter instances, vSphere clusters, and hosts for deviations from assigned configuration templates and desired image baselines, ensuring that security configurations match their intended state. Lifecycle management operations also include built-in precheck validations to ensure system readiness before upgrades.

VMware Live Recovery offers comprehensive functional verification for data protection controls. Test recovery operations validate full recovery workflows without disrupting production, exercising virtual machine startup, network reconfiguration, and custom steps. Replication status monitoring, protection group state monitoring, and proactive alarms provide continuous visibility into data protection health.

VMware vDefend verifies network security and malware prevention functions. The Security Services Platform includes change monitoring for policy recommendations and Rule Analysis to evaluate Distributed Firewall rules for efficiency and correctness. Malware Prevention provides file-based and process-based detection capabilities that can be tested with known benign artifacts, generating detailed inspection events, threat scores, and malware family classifications visible through dashboards and reports.

While the platform provides extensive capabilities for verifying security function configuration and operation, organizations retain responsibility for performing periodic functional validation beyond configuration-state verification. This includes conducting security assessments or controlled test scenarios to confirm that security controls are actively blocking, detecting, or enforcing as intended.

For hypervisor-level malware, VCF's primary defense relies on code integrity mechanisms; traditional signature-based antimalware scanning for the hypervisor layer itself is not included, requiring endpoint security products for workloads to address this specific vector.

The execution of verification activities, such as running test recoveries, introducing test artifacts, and reviewing generated reports, remains an organizational operational responsibility."
CR 3.3 (7.5.3(1)),CHG-06,"Security functionality verification: Provide the capability to verify the correct operation of security functions.

Verification during boot: Verify security functions during the boot process.",Contributes,"VMware Cloud Foundation provides robust configuration-state verification mechanisms, including Configuration Drifts that monitor vCenter and vSphere clusters against desired state templates, vSphere Configuration Profiles for host consistency, and vSphere Lifecycle Manager for software specification compliance. VCF Operations continuously monitors infrastructure objects against configured benchmarks, identifying non-compliant objects and offering remediation. Lifecycle management operations incorporate built-in precheck validation for management component and NSX Manager upgrades. VMware Live Recovery offers comprehensive verification of data protection controls through non-disruptive test recoveries, which exercise full recovery workflows and provide detailed history reports. vSphere Replication continuously monitors replication status and protection group states, proactively surfacing issues, while alarms provide immediate notification of connectivity problems or error states. VMware vDefend verifies network security controls with change monitoring for policy recommendations, Rule Analysis to evaluate Distributed Firewall rules for efficiency and correctness, and detailed error reporting for Security Intelligence policy recommendations. The Security Services Platform also enforces health checks before feature activation and updates, ensuring the platform is operational before changes are applied.

While these capabilities provide extensive verification that configuration states match baselines, that data protection and network security controls are configured and operating as intended, and that compliance benchmarks are met, the platform does not explicitly provide mechanisms to verify security functions specifically during the boot process. Furthermore, VCF's configuration-state verification does not perform functional testing of whether security controls are actively blocking, detecting, or enforcing as intended. Organizations must supplement these platform capabilities with periodic functional validation, such as security assessments or controlled test scenarios, and implement processes to address security function verification during system boot."
CR 3.4 (7.6.1),CHG-04.2,"Software and information integrity: Provide the capability to verify the integrity of software, firmware, and data at rest.

Authenticity of software/firmware: Capability to verify the authenticity of software and firmware before installation.

Automated notification of integrity violations: Provide automated notification if integrity violations are detected.",Contributes,"VMware Cloud Foundation provides robust capabilities to verify the integrity and authenticity of software and firmware components across the entire stack. ESX hosts leverage UEFI Secure Boot to ensure boot loaders and kernel modules are digitally signed prior to execution. Host acceptance levels are configurable to restrict vSphere Installation Bundles (VIBs) to only those signed by VMware's certificate authority. vSphere Lifecycle Manager (vLCM) enforces desired-state image management, continuously checking host compliance against a defined image and remediating any deviations, thereby preventing the installation of unsigned or unapproved software.

During initial VCF deployment, all components are assigned certificates, and communication with ESX hosts is secured via HTTPS with certificate identity validation.

VCF Operations verifies management pack PAK files for valid VMware digital signatures, issuing warnings if authenticity cannot be established.

For containerized workloads, VMware Kubernetes Service (VKS) validates TLS certificates when fetching images from registries, requiring them to be signed by a trusted certificate authority, and VCF supports Harbor for comprehensive image signing and content trust capabilities.

While VCF provides extensive technical controls for software and firmware integrity and authenticity, the verification of data at rest integrity requires customer-defined processes and potentially additional tooling.

Furthermore, although VCF detects deviations and prevents unauthorized installations, customers are responsible for establishing and configuring comprehensive automated notification mechanisms for all detected integrity violations across the environment and for defining the operational procedures to respond to such alerts."
CR 3.4 (7.6.3(1)),"CHG-04.2, TDA-11","Software and information integrity: Provide the capability to verify the integrity of software, firmware, and data at rest.

Authenticity of software/firmware: Capability to verify the authenticity of software and firmware before installation.

Automated notification of integrity violations: Provide automated notification if integrity violations are detected.",Contributes,"VMware Cloud Foundation (VCF) enforces robust integrity and authenticity verification for software and firmware components across its stack.

At the hypervisor level, ESX leverages UEFI Secure Boot to validate the digital signatures of boot loaders and kernel modules prior to execution. Host acceptance levels restrict the installation of vSphere Installation Bundles (VIBs) to only those signed by VMware's certificate authority. vSphere Lifecycle Manager (vLCM) maintains desired-state image compliance for ESX hosts, preventing the installation of unsigned or unapproved software and remediating any deviations from the approved configuration.

During initial VCF deployment, all component communications occur over HTTPS with certificate identity validation, ensuring the authenticity of hosts and the installer. VCF Operations verifies that management pack PAK files possess valid VMware digital signatures, preventing the installation of tampered or unsigned packs. For containerized workloads, VMware Kubernetes Service (VKS) validates TLS certificates when pulling images from registries, requiring trusted certificate authority signatures, and VCF supports Harbor registries which provide image signing and content trust capabilities.

While VCF provides extensive capabilities for software and firmware integrity and authenticity, the customer is responsible for implementing mechanisms to verify the integrity of all data at rest beyond core platform components. Furthermore, while VCF detects and prevents many integrity violations, the customer must establish and configure comprehensive automated notification systems to alert administrators of all detected integrity violations across the entire VCF environment, including those related to Secure Boot failures, vLCM deviations, or other integrity checks, and integrate these notifications with their operational monitoring and incident response processes."
CR 3.4 (7.6.3(2)),"CHG-04.1, MON-01.7","Software and information integrity: Provide the capability to verify the integrity of software, firmware, and data at rest.

Authenticity of software/firmware: Capability to verify the authenticity of software and firmware before installation.

Automated notification of integrity violations: Provide automated notification if integrity violations are detected.",Contributes,"VMware Cloud Foundation (VCF) provides robust capabilities for verifying the integrity and authenticity of its core platform components and configurations. VCF Operations Configuration Drifts continuously monitors vCenter and vSphere cluster settings against defined templates, automatically notifying administrators of any deviations from the desired state. vSphere Lifecycle Manager (vLCM) performs compliance checks of ESX hosts against a specified image, ensuring the integrity and authenticity of the hypervisor software stack and remediating any non-compliant configurations. ESX hosts support Secure Boot and Trusted Platform Module (TPM) attestation, with vCenter retrieving TPM event logs to validate the integrity and authenticity of firmware and boot components during the boot process.

VCF Operations generates comprehensive audit events across categories such as Access, Configuration, Data_access, and Network, capturing detailed records of platform interactions, logins, and configuration modifications. NSX Manager maintains audit logs for network configuration changes, including old and new values for firewall policies, enabling direct comparison of modifications. VMware Live Recovery generates audit events for configuration changes within the disaster recovery environment, including host configurations, VM replication settings, and protection group modifications. VMware vDefend further supports after-the-fact review of configuration and policy changes through its Auditor role and auto rule analysis capabilities. These mechanisms provide extensive audit trails and automated detection for unauthorized changes to VCF's operational state and configurations.

While VCF offers strong integrity and authenticity controls for its platform, it does not include a native File Integrity Monitor (FIM) to watch for unauthorized changes to individual files on disk, within guest operating systems, or on VCF management appliances. Customers are responsible for deploying a dedicated FIM product to meet the integrity verification requirements for arbitrary data at rest and guest-level files. Furthermore, comprehensive change log auditing across the broader IT environment requires integration with an organizational SIEM or change management system for centralized analysis and correlation."
