Control ID,Description,Bridging SCF Controls,Relevant SCG Controls
SC-45,"System Time Synchronization
Synchronize system clocks within and between systems and system components.",MON-07.1,"esx-9.hardware-management-time, esx-9.time, fleet-9.time, pnr-9.time, vcenter-9.time"
SC-45(01),"System Time Synchronization | Synchronization with Authoritative Time Source
(a) Compare the internal system clocks [Assignment: organization-defined frequency] with [Assignment: organization-defined authoritative time source]; and
 (b) Synchronize the internal system clocks to the authoritative time source when the time difference is greater than [Assignment: organization-defined time period].",MON-07.1,"esx-9.hardware-management-time, esx-9.time, fleet-9.time, pnr-9.time, vcenter-9.time"
SI-02,"a. Identify, report, and correct system flaws; b. Test software and firmware updates related to flaw remediation for effectiveness and potential side effects before installation; c. Install security-relevant software and firmware updates within [Assignment: organization- defined time period] of the release of the updates; and d. Incorporate flaw remediation into the organizational configuration management process.",VPM-05,"esx-9.hardware-firmware-updates, esx-9.updates, guest-9.tools-updates, guest-9.tools-upgrade, vcenter-9.vami-updates, vm-9.virtual-hardware"
SI-02(04),Employ automated patch management tools to facilitate flaw remediation to the following system components: [Assignment: organization-defined system components].,"VPM-05, VPM-05.4","esx-9.hardware-firmware-updates, esx-9.updates, guest-9.tools-updates, guest-9.tools-upgrade, vcenter-9.vami-updates, vm-9.virtual-hardware"
SI-03,"a. Implement [Selection (one or more): signature based; non-signature based] malicious code protection mechanisms at system entry and exit points to detect and eradicate malicious code; b. Automatically update malicious code protection mechanisms as new releases are available in accordance with organizational configuration management policy and procedures; c. Configure malicious code protection mechanisms to: 1. Perform periodic scans of the system [Assignment: organization-defined frequency] and real-time scans of files from external sources at [Selection (one or more): endpoint; network entry and exit points] as the files are downloaded, opened, or executed in accordance with organizational policy; and 2. [Selection (one or more): block malicious code; quarantine malicious code; take [Assignment: organization-defined action]]; and send alert to [Assignment: organization- defined personnel or roles] in response to malicious code detection; and d. Address the receipt of false positives during malicious code detection and eradication and the resulting potential impact on the availability of the system.","NET-12, VPM-05","esx-9.hardware-firmware-updates, esx-9.updates, guest-9.tools-updates, guest-9.tools-upgrade, nsx-9.snmp, vcenter-9.snmp, vcenter-9.snmp3, vcenter-9.vami-updates, vm-9.virtual-hardware"
SI-04,"a. Monitor the system to detect: 1. Attacks and indicators of potential attacks in accordance with the following monitoring objectives: [Assignment: organization-defined monitoring objectives]; and 2. Unauthorized local, network, and remote connections; b. Identify unauthorized use of the system through the following techniques and methods: [Assignment: organization-defined techniques and methods]; c. Invoke internal monitoring capabilities or deploy monitoring devices: 1. Strategically within the system to collect organization-determined essential information; and 2. At ad hoc locations within the system to track specific types of transactions of interest to the organization; d. Analyze detected events and anomalies; e. Adjust the level of system monitoring activity when there is a change in risk to organizational operations and assets, individuals, other organizations, or the Nation; f. Obtain legal opinion regarding system monitoring activities; and g. Provide [Assignment: organization-defined system monitoring information] to [Assignment: organization-defined personnel or roles] [Selection (one or more): as needed; [Assignment: organization-defined frequency]].","MON-02, NET-12","esx-9.hardware-management-log-forwarding, esx-9.log-audit-forwarding, esx-9.log-forwarding, guest-9.tools-log-forwarding, nsx-9.snmp, operations-9.log-collection, pnr-9.log-forwarding, vcenter-9.log-forwarding, vcenter-9.snmp, vcenter-9.snmp3"
SI-04(05),Alert [Assignment: organization-defined personnel or roles] when the following system- generated indications of compromise or potential compromise occur: [Assignment: organization-defined compromise indicators].,MON-01.4,"esx-9.cpu-hyperthread-warning, esx-9.shell-warning"
SI-04(25),"System Monitoring | Optimize Network Traffic Analysis
Provide visibility into network traffic at external and key internal system interfaces to optimize the effectiveness of monitoring devices.",NET-03.1,nsx-9.api-rate-limits
SI-05,"a. Receive system security alerts, advisories, and directives from [Assignment: organization- defined external organizations] on an ongoing basis; b. Generate internal security alerts, advisories, and directives as deemed necessary; c. Disseminate security alerts, advisories, and directives to: [Selection (one or more): [Assignment: organization-defined personnel or roles]; [Assignment: organization-defined elements within the organization]; [Assignment: organization-defined external organizations]]; and d. Implement security directives in accordance with established time frames, or notify the issuing organization of the degree of noncompliance.",NET-12,"nsx-9.snmp, vcenter-9.snmp, vcenter-9.snmp3"
SI-07,"a. Employ integrity verification tools to detect unauthorized changes to the following software, firmware, and information: [Assignment: organization-defined software, firmware, and information]; and b. Take the following actions when unauthorized changes to the software, firmware, and information are detected: [Assignment: organization-defined actions].",NET-12,"nsx-9.snmp, vcenter-9.snmp, vcenter-9.snmp3"
SI-10,"Information Input Validation
Check the validity of the following information inputs: [Assignment: organization-defined information inputs to the system].",NET-12,"nsx-9.snmp, vcenter-9.snmp, vcenter-9.snmp3"
SI-13,"Predictable Failure Prevention
a. Determine mean time to failure (MTTF) for the following system components in specific environments of operation: [Assignment: organization-defined system components]; and
 b. Provide substitute system components and a means to exchange active and standby components in accordance with the following criteria: [Assignment: organization-defined MTTF substitution criteria].",BCD-12.2,"nsx-9.service-resilience, operations-9.service-resilience, vcenter-9.service-resilience-ha"
SI-16,"Memory Protection
Implement the following controls to protect the system memory from unauthorized code execution: [Assignment: organization-defined controls].",SEA-10,"esx-9.hardware-cpu-amd-cc, esx-9.hardware-cpu-intel-cc"
SR-02,"a. Develop a plan for managing supply chain risks associated with the research and development, design, manufacturing, acquisition, delivery, integration, operations and maintenance, and disposal of the following systems, system components or system services: [Assignment: organization-defined systems, system components, or system services]; b. Review and update the supply chain risk management plan [Assignment: organization- defined frequency] or as required, to address threat, organizational or environmental changes; and c. Protect the supply chain risk management plan from unauthorized disclosure and modification.",TPM-03,vcenter-9.administration-client-plugins
SR-02(01),"Supply Chain Risk Management Plan | Establish Scrm Team
Establish a supply chain risk management team consisting of [Assignment: organization-defined personnel, roles, and responsibilities] to lead and support the following SCRM activities: [Assignment: organization-defined supply chain risk management activities].",TPM-03,vcenter-9.administration-client-plugins
