Control ID,SCF ID,Description,Control Coverage,Response
BCD-14,BCD-14,"Mechanisms exist to utilize an isolated, non-production environment to perform data backup and recovery operations through offline, cloud or off-site capabilities.",Contributes,"VMware Cloud Foundation provides the foundational infrastructure and mechanisms essential for establishing and operating isolated recovery environments for data backup and restore operations. VCF Instance Recovery supports restoring vCenter from file-based backups stored on network locations, leveraging a temporary vCenter instance deployed from an OVA file, which inherently provides an isolated recovery path. VCF Operations for Networks allows backup data to be uploaded to remote SSH or FTP servers, ensuring backup assets are off-site and separate from the production environment. vSAN stretched clusters extend site-level resilience by maintaining data copies across geographically separated locations, enabling the secondary site to function as an independent, isolated processing environment. VMware HCX facilitates workload mobility to separate recovery environments, and VKS cluster management supports directing backup data to S3-compatible storage at distinct locations. VMware Live Recovery is architected around the concept of isolated recovery environments, with protected and recovery sites operating as separate infrastructure, often located in geographically distinct facilities. This fundamental separation, coupled with the ability to deploy recovery sites on cloud platforms like Google Cloud VMware Engine or Oracle Cloud VMware Solution, provides robust off-site and cloud-based recovery options. For recovery plan testing, VMware Live Site Recovery automatically creates an isolated network on the recovery site, ensuring test operations remain fully isolated from production workloads. In shared recovery site configurations, isolated resource mapping prevents cross-tenant interference during recovery operations.

While the platform provides comprehensive technical mechanisms for isolated, non-production backup and recovery environments, the customer is responsible for the configuration, implementation, and ongoing operationalization of these capabilities. This includes defining specific backup policies, establishing recovery point and time objectives, configuring off-site or cloud storage targets, creating and testing recovery plans, and ensuring the consistent utilization of the provided isolation features to meet their specific compliance requirements."
BCD-15,BCD-15,Mechanisms exist to purchase and maintain a sufficient reserve of spare hardware to ensure essential missions and business functions can be maintained in the event of a supply chain disruption.,Not Applicable,"End user activity or process, design decision, or activity out of scope."
BCD-16,BCD-16,Mechanisms exist to handle failures or incidents with Artificial Intelligence (AI) and Autonomous Technologies (AAT) deemed to be high-risk.,Contributes,"The platform provides comprehensive mechanisms for handling failures and incidents within high-risk Artificial Intelligence (AI) and Autonomous Technologies (AAT) workloads. Private AI Foundation (PAIF) integrates infrastructure-level resilience, with every deep learning VM featuring a pre-installed NVIDIA DCGM Exporter that monitors GPU health and streams metrics to Prometheus and Grafana for real-time visualization and alerting. VMware Cloud Foundation (VCF) Operations further augments this with GPU utilization metrics available at the cluster and host level through the vSphere Client.

For incident response and recovery, PAIF's Model Gallery stores ML models as OCI artifacts with immutable manifests and unique content digests, facilitating reliable rollback to known-good model revisions following issues with newly deployed models, supported by a validate-then-publish workflow that establishes a tested baseline.

Underlying this, the VMware Cloud Foundation platform ensures high availability and resource management through vSphere High Availability, which provides automatic VM restart on host failure, and Distributed Resource Scheduler, which rebalances workloads across hosts. Live migration of GPU-accelerated VMs is also supported via vMotion when `vgpu.hotmigrate.enabled` is configured, and cluster sizing guidance recommends maintaining unreserved GPU capacity and a dedicated failover host to accommodate both planned upgrades and unplanned host failures.

While these technical capabilities are robust, the customer remains responsible for defining what constitutes a 'high-risk' AI/AAT, establishing specific incident response policies and procedures, configuring appropriate alerting thresholds, and assigning personnel for monitoring and recovery actions."
CAP-01,CAP-01,Mechanisms exist to facilitate the implementation of capacity management controls to ensure optimal system performance to meet expected and anticipated future capacity requirements.,Contributes,"VMware Cloud Foundation (VCF) provides a comprehensive capacity management lifecycle, encompassing assessment, optimization, and planning. The assess capability evaluates physical capacity against current and forecasted demand, utilizing capacity analytics metrics such as `capacityRemainingPercentage` and displaying resource utilization, allocation, trends, and forecasts across compute, storage, and networking resources through dedicated dashboards. The optimize capability assists administrators in efficiently managing resources within the virtualized infrastructure, offering workload optimization based on policy settings and capacity optimization for modeling the impact of adding new workloads. The plan capability leverages historical resource utilization data and real-time predictive projections to forecast future capacity needs, providing insights into time remaining and the impact of capacity changes on CPU and memory.

Capacity policy settings are configurable to align with environment-specific requirements and tolerances, including CPU utilization thresholds. vSAN further enhances this by providing storage-specific capacity and performance metrics, such as deduplication ratios, compression savings, cache hit rates, and disk group performance, enabling integrated storage capacity planning.

VMware vDefend extends these capabilities to its security processing infrastructure via the Security Services Platform. The Platform Host Capacity view offers administrators visibility into system resource utilization across the security processing cluster, tracking metrics like average flows, unexported flows, total flows, and data collection status to identify when security processing demand approaches or exceeds available capacity.

The platform incorporates built-in capacity thresholds and planning guidance, recommending actions such as monitoring specific metrics, adding worker nodes, disabling flow collection, or rebalancing VMs when application, tier, environment, or inventory capacity reaches 90%.

Resource reservation is enabled by default for the Security Services Platform, ensuring required CPU and memory are reserved at the resource pool level. Host Transport Node Metrics monitoring further detects capacity constraints within the Distributed Firewall processing layer, facilitating resource optimization and verifying that security enforcement does not degrade workload performance.

While the platform provides extensive technical mechanisms for capacity assessment, optimization, and planning across both general infrastructure and specialized security processing, customers are responsible for defining specific capacity policies, configuring thresholds, and taking administrative actions based on the platform's recommendations, such as allocating additional resources or rebalancing workloads."
CAP-02,CAP-02,"Mechanisms exist to control resource utilization of Technology Assets, Applications and/or Services (TAAS) that are susceptible to Denial of Service (DoS) attacks to limit and prioritize the use of resources.",Meets,"VMware Cloud Foundation provides comprehensive, layered resource prioritization and limiting controls across compute, storage, and networking to protect workload availability and mitigate resource contention.

Resource pools offer hierarchical allocation with reservations, limits, and shares, allowing administrators to set priorities for virtual machines and groups.

Distributed Resource Scheduler (DRS) dynamically balances workloads across hosts, supporting affinity rules and proactive balancing with Predictive DRS.

Network I/O Control (NIOC) provides bandwidth reservation and prioritization for network traffic, including CoS/DSCP markings and traffic shaping policies. Storage I/O Control (SIOC) prioritizes storage access during I/O contention, complemented by vSAN storage policies and priority settings.

VCF Automation enforces resource quotas with hard enforcement, preventing unconstrained consumption, and VCF Operations monitors resource contention, triggering alerts and automated actions.

VMware vDefend enhances resource protection by filtering malicious traffic and prioritizing security processing.

The Distributed Firewall enforces security policies at the vNIC level, dropping unwanted traffic before it consumes workload CPU, memory, or application resources, which is critical in DoS scenarios.

Rate-based IDS/IPS rules detect volumetric attacks, and policy scoping optimizes ESXi host resources.

The Security Services Platform provides flow prioritization, ensuring business-critical applications receive full security analysis even when analytics resources are constrained. Resource reservation for security service VMs is enabled by default, preventing starvation of the security infrastructure itself during high demand.

Gateway Firewall provides perimeter-level filtering, reducing the overall traffic volume that interior network segments and workloads must handle.

VMware Live Recovery further contributes by protecting its own management plane and prioritizing resources during disaster recovery.

The DR REST API Gateway includes a three-tier rate limiter to manage API resource exhaustion and brute force attacks.

Recovery plans utilize a five-level priority system to control the order of virtual machine recovery, ensuring business-critical workloads are powered on first.

Resource pool mapping supports inheriting appropriate resource allocations for recovered workloads, and minimum CPU/memory can be specified for placeholder VMs.

Live Site Recovery monitors its server host for resource contention, and replication traffic can be managed through RPO targets, deactivating replication, or data compression."
CAP-03,CAP-03,"Mechanisms exist to conduct capacity planning so that necessary capacity for information processing, telecommunications and environmental support will exist during contingency operations.",Contributes,"VMware Cloud Foundation provides a comprehensive suite of mechanisms for capacity planning, specifically designed to ensure necessary resources are available during contingency operations. VCF Operations includes a full capacity management suite with capabilities to assess current capacity, optimize resource allocation, and plan for future needs using historical utilization and predictive projections. This includes running what-if scenarios to model the impact of adding workloads, losing hosts, or expanding data centers, with capacity dashboards providing real-time visibility into resource exhaustion and the effects of reduced capacity. At the infrastructure layer, vSphere High Availability admission control policies reserve cluster capacity for virtual machine restarts following host failures, directly enforcing the necessary headroom for recovery. Resource pools with CPU and memory reservations guarantee resource allocation for critical workloads, while vSAN supports Operations Reserve and Host Rebuild Reserve to maintain storage capacity for rebuild operations. vSphere Storage I/O Control further prioritizes storage access for critical workloads under I/O constraints.

For disaster recovery, a core contingency operation, VMware Live Recovery offers specific capacity planning capabilities. vSphere Replication provides detailed bandwidth planning guidance, enabling administrators to calculate requirements based on data change rates, RPO periods, and available link speeds, accounting for protocol overhead and shared traffic. VMware Live Site Recovery supports recovery site capacity planning through compute resource mappings and resource pool configurations, allowing for appropriate resource allocations during failover. Recovery plan testing is a critical mechanism that validates recovery site capacity, proactively identifying and addressing potential shortfalls before an actual contingency event.

While the platform delivers robust technical mechanisms and tools for capacity planning, the organization remains responsible for defining the specific policies, processes, and human accountability required to effectively *conduct* this planning. This includes establishing organizational contingency plans, performing the necessary calculations for bandwidth and resource allocation based on business requirements, configuring resource mappings and reservations, and regularly executing and evaluating recovery plan tests to ensure ongoing alignment with capacity objectives. The broader interpretation of ""environmental support"" beyond IT infrastructure also falls outside the direct scope of the platform's technical capabilities, requiring separate organizational mechanisms."
CAP-04,CAP-04,"Automated mechanisms exist to centrally-monitor and alert on the operating state and health status of critical Technology Assets, Applications and/or Services (TAAS).",Meets,"VMware Cloud Foundation provides automated, centralized monitoring and alerting across the entire infrastructure stack, encompassing compute, storage, networking, and application layers. VCF Operations serves as the primary platform, collecting and analyzing performance metrics, utilizing predictive analytics to proactively identify issues, and generating alerts when defined baselines for normal operating behavior are violated. Alert definitions are fully customizable, supporting automated actions or providing recommended resolutions.

At the vSphere layer, vCenter offers an integrated events and alarms framework, with the PerformanceManager subsystem collecting extensive statistical data and MetricAlarmExpression enabling administrators to configure alarms based on specific performance thresholds, triggering automated responses such as notifications or script execution.

Workload-level monitoring is achieved through Telegraf agents, which collect performance metrics from guest operating systems and applications, feeding data into VCF Operations for centralized visibility.

vSAN Performance monitoring delivers real-time and historical data for storage health, and integration with external platforms like ServiceNow provides cross-environment alert summaries.

VMware Live Recovery further extends these capabilities with automated monitoring and alerting specific to disaster recovery and replication health, detecting connectivity issues, error states in protection groups and recovery plans, and resource consumption, with configurable alarm actions. The VCF Operations Management Pack for vSphere Replication integrates these DR-specific health metrics into the broader VCF Operations platform, ensuring unified visibility.

VMware vDefend contributes by providing automated performance monitoring for its own security infrastructure components, including CPU load, network throughput, and edge node utilization, with flow collection offering additional insights into system performance.

While the automated mechanisms for centralized monitoring and alerting are robustly provided, customers are responsible for defining their specific critical Technology Assets, Applications, and Services (TAAS), establishing appropriate baselines and thresholds, and configuring alert actions to align with their organizational operational requirements and incident management workflows."
CAP-05,CAP-05,"Mechanisms exist to automatically scale the resources available for Technology Assets, Applications and/or Services (TAAS), as demand conditions change.",Meets,"VMware Cloud Foundation provides robust mechanisms for automatically scaling resources available for Technology Assets, Applications, and Services (TAAS) as demand conditions change. Distributed Resource Scheduler (DRS) continuously monitors compute resource utilization across hosts and automatically migrates virtual machines via vMotion to balance workloads without manual intervention. Predictive DRS extends this by analyzing historical patterns to anticipate resource demand and proactively rebalance workloads. DRS also integrates with Kubernetes clusters, providing automated pod placement and cluster autoscaling based on resource demands. On the storage side, vSAN supports automatic rebalancing to maintain optimal resource distribution, and Storage DRS performs load balancing operations. VMware Live Recovery's vSphere Replication automatically rebalances replication workloads across available servers and automatically resizes target disks to match source virtual disk changes. VMware vDefend's Security Services Platform also supports persistent volume expansion through CSI resizer containers, allowing storage allocated to SSP workloads to grow as data volumes increase.

While these mechanisms provide automatic scaling within the existing infrastructure, customers are responsible for defining resource pool configurations, setting appropriate thresholds for alarms, and strategically expanding the underlying physical infrastructure, such as adding hosts to clusters, to ensure sufficient capacity for the automated scaling mechanisms to operate effectively. Specific components like vDefend's Security Services Platform require administrative action to scale out nodes, guided by platform insights and recommendations."
CAP-06,CAP-06,"Mechanisms exist to support operations that are geographically dispersed via regional delivery of technological Technology Assets, Applications and/or Services (TAAS).",Contributes,"VMware Cloud Foundation establishes a region-based infrastructure model, enabling the grouping of compute, storage, memory, and networking resources across zones and vCenter instances to deliver differentiated services. It supports workload mobility across sites via vMotion and VMware HCX, extends storage resilience with vSAN stretched clusters, and provides disaster recovery orchestration through VMware Live Site Recovery, including bidirectional protection and automated IP customization for recovered VMs across regions. VCF Operations further supports fleet management and cost tracking at the regional quota level, extending visibility across distributed network infrastructure.

VMware Live Recovery specifically delivers disaster recovery and replication services across regionally separated sites. Its architecture utilizes a site pairing model, enabling workload protection and recovery across geographic boundaries with inventory mapping, protection groups, and recovery plans.

vSphere Replication supports flexible geographic deployment with no hard WAN latency requirements, allowing replication across widely separated regions, and offers bidirectional protection for symmetric regional service delivery.

VMware vDefend ensures consistent network security policy across these geographically dispersed operations. NSX Federation centralizes security policy management across multiple sites, creating a regional inventory model within Distributed Firewall where administrators define policies scoped to specific geographic regions. The Security Services Platform extends this with a hierarchical asset organization reflecting the geographic and logical layout of infrastructure, enabling security segmentation and policy lifecycle management across distributed deployments. Security Intelligence further classifies zones for traffic flow analysis and anomaly detection that respects the regional topology.

While the platform provides comprehensive technical mechanisms for regional delivery and dispersed operations, the customer is responsible for defining the specific regional service offerings, configuring the regional infrastructure, establishing disaster recovery plans, mapping resources, and defining network security policies that align with their organizational requirements for geographically dispersed operations. The customer must also implement the operational processes and assign human accountability for managing and maintaining these regional deployments and their associated services."
CHG-01,CHG-01,Mechanisms exist to facilitate the implementation of a change management program.,Contributes,"VMware Cloud Foundation provides comprehensive mechanisms to support change management across infrastructure operations. VCF Automation includes workflow capabilities with integrated approval policies, requiring project administrators to review changes to deployed catalog instances before activation. This capability also integrates with IT Service Management (ITSM) platforms for streamlined change tracking and approval.

vSphere Lifecycle Manager (vLCM) enforces desired-state configuration for ESX hosts, drivers, firmware, and add-on software, detecting and alerting on configuration drift from approved baselines. VCF Operations further enhances this by tracking configuration changes against assigned desired values, integrating with source control for versioning and auditing, and logging each change to the authenticated user.

Role-based access control across VCF components restricts who can initiate configuration changes, and audit logging captures all change activity for review. Configuration Profiles and image-based lifecycle management periodically assess host configurations, alerting on drift and offering automated remediation.

VMware Live Recovery (VLR) extends these capabilities to disaster recovery configurations, providing robust role-based access controls, audit logging, and operational safeguards. VLR defines granular privilege levels, separating change authority across DR functions such as Site Recovery Manager Administration, Recovery Plans Administration, Protection Groups Administration, and Test Administration. This role separation ensures that specific types of changes to DR infrastructure are restricted to authorized personnel.

VLR generates detailed audit log events, tracking modifications to permissions and configuration changes at the host and virtual machine levels. When recovery plans are edited, VLR forces synchronization of internal plan data to maintain consistency across paired sites.

The VCF Operations orchestrator plug-in for VLR offers parameterized workflows for structured change execution, and a scripting API is available for creating custom workflows and integrating DR change activities with existing change management processes or ITSM platforms.

While the platform provides extensive technical mechanisms for change control, tracking, and auditing, the organization remains responsible for defining and implementing its overarching change management program. This includes establishing specific policies, procedures, approval workflows, and human accountability for change initiation, review, approval, and execution.

The customer must also integrate these platform capabilities into their broader operational and governance frameworks."
CHG-02,CHG-02,Mechanisms exist to govern the technical configuration change control processes.,Meets,"VMware Cloud Foundation (VCF) provides robust technical controls that govern configuration change processes across the infrastructure stack. VCF Operations includes Configuration Drifts, which monitors configuration changes against desired states for vCenter instances and vSphere clusters, alerting administrators to deviations. Configuration templates, integrated with source control, enable versioning, auditing, and review-based change control workflows. vSphere Lifecycle Manager (vLCM) enforces desired-state configuration for ESX hosts, drivers, firmware, and add-on software, detecting and remediating deviations against approved baselines. VCF Automation incorporates approval policies for changes to deployed catalog instances and controls Day 2 actions through its framework. Role-based access control restricts which users can initiate configuration changes, and audit logging across VCF components records all changes for accountability.

VMware Live Recovery (VLR) further supports configuration change control governance within disaster recovery environments. vSphere Replication generates detailed configuration change events, providing an audit trail for replication settings and host configurations. Configuration changes to the replication infrastructure are performed through structured tools like the hms-configtool and the DR IP Customizer, which uses a documented, reviewable CSV-based workflow for network changes. VCF Operations orchestrator provides workflows for retrieving and reconfiguring replication settings through defined, repeatable processes. VLR implements role-based access control with specific privileges for configuration changes, and recovery plan history reports document changes to DR plans.

VMware vDefend contributes to this governance within its network security policy domain. The Security Services Platform includes a deployment wizard that performs thorough validations before implementing configuration changes, and Security Intelligence offers staged policy enforcement, allowing monitoring before full lockdown. vDefend monitors changes to input entities for policy recommendations hourly and reports new configurations, providing visibility into the rate and scope of changes. Its hierarchical Global Manager and Local Manager architecture enforces centralized change propagation while allowing site-specific configurations. Rule Analysis reports and Policy Recommendations settings controls provide administrators with data and parameters to make evidence-based policy change decisions.

The platform provides comprehensive technical mechanisms for governing configuration changes. Customers are responsible for defining and implementing their specific change management policies and procedures, configuring the provided tools to align with those policies, and ensuring that personnel adhere to established workflows for review, approval, and execution of configuration changes."
CHG-02.1,CHG-02.1,"Mechanisms exist to prohibit unauthorized changes, unless organization-approved change requests are received.",Contributes,"VMware Cloud Foundation (VCF) implements comprehensive mechanisms to prohibit unauthorized changes across its infrastructure and workloads. Role-based access control (RBAC) is enforced at the API level by NSX Manager, restricting users to authorized objects and preventing modification of global roles by organization administrators. VCF Automation provides explicit approval policies, requiring project administrator review for changes to deployed catalog items, ensuring that modifications are sanctioned before implementation. vSphere Lifecycle Manager (vLCM) and VCF Operations continuously monitor for configuration drift, alerting administrators and offering automated remediation to maintain desired state compliance. At the workload level, vSAN rejects non-compliant storage policy changes, and VMware Kubernetes Service enforces restrictive security policies and uses mutation policies to ensure conformance at admission time.

VMware Live Recovery (VLR) further contributes by enforcing granular RBAC for disaster recovery configurations, separating duties among administrators and requiring administrative access for critical changes. VLR also maintains an audit trail of permission modifications through `PermissionsUpdatedEvent` logs and ensures atomicity during protection group updates. Within VMware vDefend, policy locking prevents concurrent or unauthorized modifications to Distributed Firewall and Gateway Firewall TLS Inspection policies. The Security Services Platform enforces immutability on published security policies, requiring defined workflows for changes rather than direct editing. vDefend also employs a realization workflow for policy changes, requiring explicit application to Transport Nodes, and supports manual update modes for IDS/IPS/ATP signatures to facilitate review before deployment.

While the platform provides robust technical mechanisms for change prohibition and supports approval workflows, organizations are responsible for defining and implementing their specific change management policies, including the scope of required approvals, the roles and responsibilities of approvers, and the integration of these technical capabilities into their broader IT Service Management processes. This includes configuring the approval policies within VCF Automation, establishing appropriate RBAC roles and entitlements, and defining the operational procedures for reviewing and approving changes detected by drift monitoring or proposed within vDefend and VLR."
CHG-02.2,CHG-02.2,Mechanisms exist to appropriately test and document proposed changes in a non-production environment before changes are implemented in a production environment.,Contributes,"VMware Cloud Foundation provides robust mechanisms for testing, validating, and documenting proposed changes before their implementation in a production environment.

VCF's lifecycle management employs a draft-and-validate workflow for infrastructure changes, ensuring software specifications, drivers, and firmware are validated for completeness and correctness against the desired state before commitment. VCF Automation supports pre-production testing for workload deployments, allowing cloud templates to be validated for viability and correct association with projects prior to release.

Configuration Drifts capabilities integrate with source control, facilitating continuous integration and continuous development workflows for automated testing and validation of configuration changes, with product documentation recommending testing new configuration files against a test instance. Change documentation is inherently supported through comprehensive audit logging across VCF components, which records configuration changes, the initiating user, and their outcomes.

VMware Live Recovery and VMware vDefend further contribute to these mechanisms.

VMware Live Site Recovery offers core recovery plan testing capabilities, executing all plan steps in a non-production validation mode without affecting protected or recovery sites. VMware vSphere Replication provides enhanced replication mapping tests, including quick, full, and automated options, to validate replication configurations before reliance.

VMware vDefend Distributed Firewall utilizes a draft-based change workflow, separating rule authoring from enforcement. Administrators create, save, review, and compare draft configurations against the current published policy, with optional locking and comment requirements enforcing a review step before publishing changes to the active firewall configuration.

The Security Services Platform extends this with thorough validation during deployment and pre-check verification reports for upgrades, documenting system readiness. Security Intelligence monitors changes to input entities for recommendation analysis and supports a test-before-deploy pattern for IDS/IPS signature management.

While the platforms provide extensive technical tools and workflows for testing and documenting changes in a non-production context, the overarching responsibility for establishing formal, comprehensive non-production environments, defining organizational test procedures, and ensuring human accountability for change management processes remains with the customer."
CHG-02.3,CHG-02.3,Mechanisms exist to include a cybersecurity and/or data protection representative in the configuration change control review process.,Not Applicable,"End user activity or process, design decision, or activity out of scope."
CHG-02.4,CHG-02.4,Automated mechanisms exist to implement remediation actions upon the detection of unauthorized baseline configurations change(s).,Meets,"VMware Cloud Foundation provides robust automated mechanisms for detecting and remediating unauthorized baseline configuration changes. vSphere Configuration Profiles establish a desired state for ESX hosts at the cluster level. vSphere Lifecycle Manager (vLCM) continuously compares hosts against this desired specification, automatically detecting configuration drift and applying remediation to bring non-compliant hosts back into alignment. Remediation settings are highly configurable, including options for pre-remediation power actions and failure handling, with access controlled through dedicated privileges.

VCF Operations enhances this by providing a complementary layer of configuration drift detection across vCenter instances and vSphere clusters. It performs daily checks against assigned desired values, surfacing deviations in a dedicated dashboard. Configuration Drifts Templates can be integrated with source control for versioning and auditability of baseline definitions. VCF Operations also aggregates vSphere Configuration Profiles drift status and tracks each configuration change to the authenticated user, providing a comprehensive audit trail to distinguish authorized changes from unauthorized ones.

VMware vDefend's Intelligent Assist further contributes by enabling response to security events detected by IDS/IPS, Security Intelligence, and ATP. It generates remediation policy recommendations for security analysts to review and approve, supporting a human-in-the-loop automated response workflow. The Distributed Firewall can enforce quarantine or policy changes as part of these remediation actions, providing automated enforcement at the network layer.

Customers are responsible for defining the specific baseline configurations, configuring vLCM remediation settings, and managing the necessary access privileges. While vDefend provides automated enforcement capabilities, the generation of remediation policy recommendations requires human review and approval before deployment, and its scope is primarily focused on network security events rather than general infrastructure configuration management."
CHG-02.5,CHG-02.5,Mechanisms exist to govern assets involved in providing cryptographic protections according to the organization's configuration management processes.,Contributes,"VMware Cloud Foundation provides comprehensive integrated mechanisms for governing cryptographic assets across the platform.

For certificate management, VCF Operations offers centralized lifecycle capabilities, including Certificate Authority configuration, CSR generation, component certificate replacement with CA-signed certificates, and automated renewal. It actively monitors certificate expiration for platform, root, STS, and TLS certificates, alerting administrators to impending expirations. The VMware Certificate Authority (VMCA) within vCenter automates certificate management in various modes, including full VMCA management and machine-SSL-only replacement. NSX Manager and SDDC Manager similarly provide interfaces and API endpoints for certificate management.

For encryption key management, VCF supports the vSphere Native Key Provider, which generates and distributes Key Encryption Keys, and also integrates with KMIP-compatible Key Management Servers for vSAN encryption, allowing for coexistence with external key infrastructures.

Cryptographic operations are governed through fine-grained privileges, with roles like ""No Cryptography Administrator"" enforcing separation of duties and custom roles allowing precise control over permissions such as encryption or decryption.

VCF components utilize FIPS-validated cryptographic modules, with NSX employing FIPS 140-3 validated modules by default, VCF Automation running in FIPS-compliant mode, and VCF Operations for Networks capable of restricting cryptographic operations to FIPS-validated modules.

VMware vDefend Security Services Platform further contributes by providing certificate lifecycle management capabilities for the cryptographic assets within its own infrastructure. This includes certificate export, CSR generation, CA-signed certificate replacement, and automated internal certificate provisioning via cert-manager for both incoming and egress traffic. SSP actively monitors and manages multiple certificate types essential to its platform operation, thereby governing cryptographic assets within its specific scope.

While VCF and vDefend provide robust technical mechanisms and tools for managing cryptographic assets, the overarching definition, implementation, and enforcement of the organization's configuration management processes, policies, and human accountability for these assets remain the responsibility of the customer. This includes establishing the specific configuration standards, audit procedures, and incident response plans that govern the use of these cryptographic protections across the broader organizational environment."
CHG-03,CHG-03,"Mechanisms exist to analyze proposed changes for potential security impacts, prior to the implementation of the change.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
CHG-04,CHG-04,Mechanisms exist to enforce configuration restrictions in an effort to restrict the ability of users to conduct unauthorized changes.,Contributes,"VMware Cloud Foundation enforces configuration restrictions through granular role-based access control (RBAC) across all infrastructure components, allowing only System Administrators to modify predefined roles and supporting custom access control configurations. VCF Automation enforces change restrictions via project-level access controls with hard enforcement policies that cannot be overridden by less-privileged users, and administrators define permitted action lists for day-2 operations. Organizational-level security policies take precedence over less restrictive project-level policies. VCF Operations utilizes permission-based access control on its Policy Workspace, defining granular rights for dashboards and objects, and deployment limit policies support mandatory resource usage restrictions. Cryptographic operations in vSphere are restricted through custom roles, and programmatic ACL management is available via the accessControls API.

VMware Live Recovery implements RBAC to restrict unauthorized changes to disaster recovery configurations, offering predefined and custom roles with distinct privilege sets, enforcing least-privilege access. The VLR Administrator role is required to modify user access roles and cannot edit inherited permissions, preventing privilege escalation. Configuring protection on virtual machines requires explicit permissions on both protected and recovery site vCenter instances.

VMware vDefend enforces configuration restrictions across its firewall policy management lifecycle through RBAC governing policy creation, modification, and publication. It employs policy locking mechanisms to prevent concurrent editing conflicts and unauthorized modifications to active configurations, including section-level locking for Distributed, Gateway, and TLS Inspection policies. Initial security policies, once published, cannot be modified from the user interface, enforcing immutability and requiring a controlled change process. Security Intelligence also implements RBAC to define granular permissions for generating, rerunning, or publishing recommendations.

While these platforms provide robust technical mechanisms for enforcing configuration restrictions and preventing unauthorized changes, the customer is responsible for defining and implementing specific organizational policies, assigning appropriate user roles and permissions, and establishing controlled change management processes to fully leverage and enforce these restrictions effectively across their environment."
CHG-04.1,CHG-04.1,Mechanisms exist to perform after-the-fact reviews of configuration change logs to discover any unauthorized changes.,Contributes,"VMware Cloud Foundation provides robust mechanisms for after-the-fact review of configuration changes to detect unauthorized modifications. VCF Operations generates comprehensive audit events across categories such as Access, Configuration, Network, and System, capturing detailed trails of user interactions and configuration modifications. The Configuration Drift dashboard within VCF Operations directly enables administrators to identify settings that have deviated from their expected state. NSX Manager maintains detailed audit logs for network configuration changes, including both old and new values for firewall policy rules, facilitating direct comparison and identification of unauthorized alterations. User permissions audit reports are available for review, and all platform audit logs can be forwarded to external syslog servers for centralized analysis. VMware Live Recovery and vSphere Replication generate audit events for configuration changes within the disaster recovery environment, including host configurations, VM replication settings, permission changes, and protection group modifications. These events provide a clear record of changes to the DR topology and access controls. VMware vDefend supports after-the-fact review through a dedicated Auditor role, ensuring separation of duties, and offers scheduled auto rule analysis to track policy changes over time.

While the platform provides extensive technical mechanisms for logging and reviewing configuration changes within its scope, the comprehensive review of all configuration changes across the broader IT environment, the establishment of organizational policies and processes for defining and responding to unauthorized changes, and the integration of these logs into an enterprise SIEM or change management system for holistic oversight remain the customer's responsibility."
CHG-04.2,CHG-04.2,Mechanisms exist to prevent the installation of software and firmware components without verification that the component has been digitally signed using an organization-approved certificate authority.,Meets,"VMware Cloud Foundation enforces digital signature verification for software and firmware components across its entire stack.

At the hypervisor level, ESX utilizes UEFI Secure Boot to validate the digital signatures of boot loaders and kernel modules prior to execution. The host acceptance level setting further restricts installations to only VMware-certified vSphere Installation Bundles (VIBs), ensuring components are signed by VMware's certificate authority. vSphere Lifecycle Manager (vLCM) maintains desired-state image compliance for ESX hosts, preventing the ad-hoc installation of unsigned or unapproved software components by remediating any deviations from the approved configuration.

During initial VCF deployment, all components are assigned certificates from a default signing certificate authority, and the installer validates host identities via HTTPS with certificate common name verification.

VCF Operations verifies that management pack PAK files are signed with a valid digital signature provided by VMware, preventing the installation of unsigned or tampered management packs.

For container workloads, VMware Kubernetes Service (VKS) validates TLS certificates when fetching container images from registries, requiring that registry certificates be signed by a trusted certificate authority. VCF supports the deployment of Harbor container registries, which provide robust image signing and content trust capabilities for Kubernetes workloads, further reinforced by the VCF CLI imgpkg tool's support for CA certificate validation during registry connections.

The platform provides comprehensive technical mechanisms to prevent the installation of software and firmware components without proper digital signature verification against an organization-approved certificate authority."
CHG-04.3,CHG-04.3,"Mechanisms exist to enforce a two-person rule for implementing changes to critical Technology Assets, Applications and/or Services (TAAS).",Contributes,"VMware Cloud Foundation Automation incorporates robust approval policies designed to enforce dual authorization workflows for provisioning and day-2 operations. These policies apply to actions initiated through the service catalog, such as deploying new resources, scaling existing ones, or performing power operations on virtual machines. The system supports an ALL_OF approval mode, requiring multiple designated approvers to authorize a request before execution, with email notifications facilitating the process and immediate denial upon rejection. Approval policies can be precisely scoped based on criteria like resource type or size, enabling organizations to target dual authorization requirements specifically to their most critical change types.

While VCF Automation provides these critical mechanisms, their enforcement is limited to changes routed through its catalog and approval policy engine. Direct configuration changes made via underlying management interfaces, such as vCenter, ESX, or NSX, are governed by role-based access control but do not inherently include a two-person approval workflow. Organizations requiring comprehensive dual authorization for all change types impacting critical Technology Assets, Applications, and Services must therefore supplement VCF Automation's capabilities with organizational change management processes or integrate with external ITSM solutions, for which a ServiceNow plug-in is available."
