Control ID,SCF ID,Description,Aggregate Coverage,VCF Coverage,VCF Response,VMware vDefend Coverage,VMware vDefend Response,VCF Protection and Recovery Coverage,VCF Protection and Recovery Response,VMware Data Services Manager Coverage,VMware Data Services Manager Response,VMware Avi Load Balancer Coverage,VMware Avi Load Balancer Response
Annex I Part I (2)(k),TDA-02,"be designed, developed and produced to reduce the impact of an incident using appropriate exploitation mitigation mechanisms and techniques;",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
Annex I Part I (2)(l),TDA-01.1,"provide security related information by recording and monitoring relevant internal activity, including the access to or modification of data, services or functions, with an opt-out mechanism for the user;",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
Annex I Part II (1),TDA-04.2,"identify and document vulnerabilities and components contained in products with digital elements, including by drawing up a software bill of materials in a commonly used and machine-readable format covering at the very least the top-level dependencies of the products;",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
Annex I Part II (2),"TDA-01.1, TDA-02.9","in relation to the risks posed to products with digital elements, address and remediate vulnerabilities without delay, including by providing security updates; where technically feasible, new security updates shall be provided separately from functionality updates;",Contributes,Contributes,"VCF provides structured update delivery mechanisms and notification capabilities that support ongoing product security for its infrastructure components, though full automatic update delivery and proactive notification to all affected users require additional organizational processes.

VCF uses a tiered release model for delivering security fixes. Patch releases provide time-sensitive fixes to security and catastrophic issues impacting business operations and can be applied selectively to individual components without requiring synchronized updates across the entire VCF stack. These patch releases are issued between major, minor, and maintenance releases to address urgent security concerns. Maintenance releases are scheduled, cumulative updates that include bug and security fixes, hardware enablement changes, driver updates, guest OS support, and backward-compatible new features with limited scope to minimize operational impact. For VMware ESX hosts specifically, software updates including patches of the ESX base image, partner add-ons, IOVP drivers, and VMware Tools updates are available through online depots. For deployments without direct internet access, the vSphere Lifecycle Manager's Update Manager Download Service (UMDS) can be configured to download patch binaries, patch metadata, and host notifications to a local repository and serve them as an offline update source.

VCF Operations provides lifecycle management capabilities that orchestrate the update process across VCF components, including ESX hosts, vCenter, and NSX. The lifecycle management workflow handles dependency ordering, pre-upgrade validation, and coordinated rollout so that security patches are applied consistently across the infrastructure. VCF Operations requires a precheck to succeed before scheduling component upgrades, and requires acknowledgment of any errors or warnings in the precheck report before proceeding. However, updates are not applied automatically. An administrator must review available updates and initiate the update workflow.

For the Kubernetes consumption layer, VMware Kubernetes Service (VKS) clusters support a rolling update model for delivering security updates to cluster infrastructure. Updates are initiated by modifying the cluster specification, with VKS Controller updates encompassing supporting services such as the Container Networking Interface (CNI), Container Storage Interface (CSI), and Cloud Provider Interface (CPI) alongside configuration updates for the clusters themselves. This rolling update mechanism allows security patches to reach cluster infrastructure components in a controlled sequence without requiring full cluster downtime. At the workload level, Kubernetes Deployments support rolling updates that replace Pod instances incrementally, so security-patched container images can be deployed without interrupting running services. VCF Automation makes update and patch actions available to consumers through its self-service catalog, where day-2 actions including updates and patches can be initiated by the workload owner independently. Security Technical Implementation Guides (STIGs) are available for Supervisor and VKS releases, providing hardening guidance and defining baseline security configurations that inform operators of recommended configuration states.

The vCenter Patching API provides programmatic access to list available updates, run pre-check validations, and stage downloads. vCenter categorizes available updates with type labels including SECURITY and BUG FIX AND SECURITY, which administrators can use when reviewing available updates to prioritize security-specific patches. PowerCLI provides a Test-Compliance command that scans hosts and clusters against downloaded patches to identify what needs remediation. These tools allow administrators to integrate patch status checks into their operational workflows.

VCF includes several notification and detection mechanisms for security updates. VCF Operations components receive security-related updates in the form of VMware Security Advisories (VMSAs), which are the primary notification mechanism for available security patches. Emergency updates are released for VCF Operations integrations in response to system degradation issues or security bulletins. VCF Operations provides advance notice of urgent interoperability and security updates at 72-hour and 24-hour intervals before the update becomes available. VCF Operations Diagnostics automatically detects known issues and critical vulnerabilities within the VCF software stack by cross-referencing the installed versions against published VMSAs, surfacing the exposure with a description, root cause insight, and actionable remediation steps.

For container workloads on VKS clusters, Harbor Registry, available as a Supervisor Service, provides vulnerability scanning of stored container images and content trust controls to restrict the use of unscanned or untrusted images. This gives operators visibility into images that carry known vulnerabilities, informing decisions about which images require patching or replacement. The Prometheus standard package, installable on VKS clusters, deploys Prometheus and Alertmanager in the tanzu-system-monitoring namespace. Alertmanager receives alerts from Prometheus via HTTP and routes them to external notification channels including email and webhooks, supporting organizational workflows for notifying teams of conditions related to cluster health or component version thresholds. The AlertmanagerConfig custom resource definition specifies how alerts are grouped, inhibited, and forwarded to external systems. For GitOps-driven environments, the ArgoCD Supervisor Service supports a notification controller that can be enabled via the notification.enabled configuration setting, allowing operators to receive alerts when application sync states change or when cluster state drifts from the desired configuration defined in a repository.

VCF also includes configurable notification capabilities that administrators can use for operational awareness. VMware vCenter can send email notifications and SNMP traps when alarms are triggered, with configurable recipient addresses. VCF Operations supports outbound SNMP trap notifications to external management systems, with up to four configurable trap destinations. While these notification mechanisms are designed for operational alerting rather than update notification specifically, they form part of the broader monitoring infrastructure that administrators use to maintain awareness of environment status.

These capabilities cover VCF infrastructure components and the Kubernetes consumption layer rather than all technology assets in the environment. Patching guest workloads and applications running on VCF, and maintaining container images with current security patches, remain the responsibility of the workload owners. The organization is responsible for subscribing to VMware Security Advisories, monitoring for new patches, evaluating applicability, and scheduling update windows according to change management processes.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Contributes,"VMware Data Services Manager (DSM) supports update delivery through a configurable Maintenance Policy and an integrated upgrade management interface. The Maintenance Policy, set from the vSphere Client by a vSphere Administrator, allows administrators to schedule automatic software updates for DSM appliances and define the duration window during which updates are applied. Administrators configure a future date and time for the policy, giving organizations control over when DSM platform components are updated while reducing the manual coordination required to keep the platform current. When automatic plug-in updates fail, DSM recommends manual software updates of appliances as a fallback path.

DSM provides update discovery through a ""Check for Upgrade"" function, accessible in the Version & Upgrade section of the DSM UI via the DSM System tab. This function queries for available updates and displays them in the Available Upgrades table. Update bundles can be uploaded from a remote server URL with credentials or from a local file, giving administrators flexibility in sourcing release packages. Updates follow a staged progression: after a release bundle is uploaded, it transitions to a Ready to Install state before being applied during the configured maintenance window. The Version & Upgrade management interface allows administrators to track plug-in versions, release dates, and activation states.

DSM extends automatic upgrade coverage to managed databases. Administrators and users can activate automatic database upgrades by specifying a maintenance window for each data service. Upgrade operations performed during the maintenance window may include CVE fixes, bug fixes, and performance improvements, providing a mechanism for applying security-relevant patches to database instances on a defined schedule.

DSM adds SQL Server as a supported managed database type. SQL Server instances in DSM follow the Cumulative Update (CU) branch, which contains the complete set of functional, performance, and security updates for the major version, keeping SQL Server databases provisioned through DSM current with security-relevant patches as part of the standard update track.

DSM supports webhook notifications that can route system alerts to external destinations such as email, Slack channels, or ServiceNow. While these notification capabilities address operational events rather than dedicated security update announcements, they provide notification infrastructure that organizations can incorporate into update communication workflows.

Applying DSM plug-in updates requires administrators to upload release bundles and configure Maintenance Policies before automatic updates can apply. DSM does not natively send proactive notifications about available security updates to all affected users; that communication step depends on organizational processes outside DSM's scope.",Contributes,"VMware Avi Load Balancer (Avi) 9.1 supports security update notification through its event alerting framework and delivers automatic updates for certificate material and live security threat intelligence content.

The Avi Controller includes a configurable event alerting framework supporting four notification destinations: the local UI (displayed as colored bell icons), email, syslog, and SNMP v2c and SNMPv3 traps. Notification profiles are configured in the Operations > Notifications page. Alert configurations trigger on system events and route to one or more destinations, and can carry security-relevant notifications including conditions that signal a need for patching. SNMP notification transport can be configured with TLS encryption and strict certificate verification enabled.

For certificate-based security material, the Controller applies automatic updates. When a certificate held by the Avi Controller is updated through manual replacement, Let's Encrypt integration, or Venafi Trust Protection Platform integration, the updated certificate is automatically and transparently pushed to all Service Engines using that certificate. This propagation occurs without service interruption and without requiring separate operator action on each Service Engine. The Venafi Onboard Discovery feature automates importing certificates into Trust Protection Platform, where they can be monitored, validated, and provisioned, and Trust Protection Platform automatically handles certificate and chain certificate renewals based on the mapping of virtual service names to certificates.

Avi also introduces Live Security Threat Intelligence through the Avi Cloud Console, which provides automatic synchronization of security content to enabled deployments. The Application Rules service provides automatic synchronization of the Application Rules Database, delivering current application vulnerability protection rules without manual action. The Bot Management service includes a User Agent Database Sync capability that receives current User-Agent updates for threat detection. The IP Reputation service maintains a real-time, up-to-date security posture across globally distributed Avi Controller clusters by delivering current threat feed data automatically.

Avi WAF Enterprise license customers receive OWASP Core Rule Set (CRS) updates through the customer portal. These updates are available for download and are applied by administrators.

Software upgrade and patch operations for the Controller and Service Engine groups are administrator-initiated. During the term of a purchased subscription, customers have access to new software releases including software patches published by Broadcom for Avi Load Balancer and 24/7 support. The /api/upgrade REST API endpoint supports applying a base image, a Controller patch, and a Service Engine patch in a single operation. Upgrade, patch upgrade, rollback, and rollback patch operations are all supported. Virtual service disruption must be assessed and communicated before upgrade operations. In VCF deployments, Avi Management Plane alarms, alerts, and dashboards must be verified as operational as part of post-upgrade validation."
Annex I Part II (3),TDA-02.10,apply effective and regular tests and reviews of the security of the product with digital elements;,Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
Annex I Part II (4),TDA-02.11,"once a security update has been made available, share and publicly disclose information about fixed vulnerabilities, including a description of the vulnerabilities, information allowing users to identify the product with digital elements affected, the impacts of the vulnerabilities, their severity and clear and accessible information helping users to remediate the vulnerabilities; in duly justified cases, where manufacturers consider the security risks of publication to outweigh the security benefits, they may delay making public information regarding a fixed vulnerability until after users have been given the possibility to apply the relevant patch;",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
Annex I Part II (5),THR-06,put in place and enforce a policy on coordinated vulnerability disclosure;,Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
Annex I Part II (6),"TDA-02.11, TDA-04.2","take measures to facilitate the sharing of information about potential vulnerabilities in their product with digital elements as well as in third-party components contained in that product, including by providing a contact address for the reporting of the vulnerabilities discovered in the product with digital elements;",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
Annex I Part II (7),TDA-02.9,"provide for mechanisms to securely distribute updates for products with digital elements to ensure that vulnerabilities are fixed or mitigated in a timely manner and, where applicable for security updates, in an automatic manner;",Contributes,Contributes,"VCF provides structured update delivery mechanisms and notification capabilities that support ongoing product security for its infrastructure components, though full automatic update delivery and proactive notification to all affected users require additional organizational processes.

VCF uses a tiered release model for delivering security fixes. Patch releases provide time-sensitive fixes to security and catastrophic issues impacting business operations and can be applied selectively to individual components without requiring synchronized updates across the entire VCF stack. These patch releases are issued between major, minor, and maintenance releases to address urgent security concerns. Maintenance releases are scheduled, cumulative updates that include bug and security fixes, hardware enablement changes, driver updates, guest OS support, and backward-compatible new features with limited scope to minimize operational impact. For VMware ESX hosts specifically, software updates including patches of the ESX base image, partner add-ons, IOVP drivers, and VMware Tools updates are available through online depots. For deployments without direct internet access, the vSphere Lifecycle Manager's Update Manager Download Service (UMDS) can be configured to download patch binaries, patch metadata, and host notifications to a local repository and serve them as an offline update source.

VCF Operations provides lifecycle management capabilities that orchestrate the update process across VCF components, including ESX hosts, vCenter, and NSX. The lifecycle management workflow handles dependency ordering, pre-upgrade validation, and coordinated rollout so that security patches are applied consistently across the infrastructure. VCF Operations requires a precheck to succeed before scheduling component upgrades, and requires acknowledgment of any errors or warnings in the precheck report before proceeding. However, updates are not applied automatically. An administrator must review available updates and initiate the update workflow.

For the Kubernetes consumption layer, VMware Kubernetes Service (VKS) clusters support a rolling update model for delivering security updates to cluster infrastructure. Updates are initiated by modifying the cluster specification, with VKS Controller updates encompassing supporting services such as the Container Networking Interface (CNI), Container Storage Interface (CSI), and Cloud Provider Interface (CPI) alongside configuration updates for the clusters themselves. This rolling update mechanism allows security patches to reach cluster infrastructure components in a controlled sequence without requiring full cluster downtime. At the workload level, Kubernetes Deployments support rolling updates that replace Pod instances incrementally, so security-patched container images can be deployed without interrupting running services. VCF Automation makes update and patch actions available to consumers through its self-service catalog, where day-2 actions including updates and patches can be initiated by the workload owner independently. Security Technical Implementation Guides (STIGs) are available for Supervisor and VKS releases, providing hardening guidance and defining baseline security configurations that inform operators of recommended configuration states.

The vCenter Patching API provides programmatic access to list available updates, run pre-check validations, and stage downloads. vCenter categorizes available updates with type labels including SECURITY and BUG FIX AND SECURITY, which administrators can use when reviewing available updates to prioritize security-specific patches. PowerCLI provides a Test-Compliance command that scans hosts and clusters against downloaded patches to identify what needs remediation. These tools allow administrators to integrate patch status checks into their operational workflows.

VCF includes several notification and detection mechanisms for security updates. VCF Operations components receive security-related updates in the form of VMware Security Advisories (VMSAs), which are the primary notification mechanism for available security patches. Emergency updates are released for VCF Operations integrations in response to system degradation issues or security bulletins. VCF Operations provides advance notice of urgent interoperability and security updates at 72-hour and 24-hour intervals before the update becomes available. VCF Operations Diagnostics automatically detects known issues and critical vulnerabilities within the VCF software stack by cross-referencing the installed versions against published VMSAs, surfacing the exposure with a description, root cause insight, and actionable remediation steps.

For container workloads on VKS clusters, Harbor Registry, available as a Supervisor Service, provides vulnerability scanning of stored container images and content trust controls to restrict the use of unscanned or untrusted images. This gives operators visibility into images that carry known vulnerabilities, informing decisions about which images require patching or replacement. The Prometheus standard package, installable on VKS clusters, deploys Prometheus and Alertmanager in the tanzu-system-monitoring namespace. Alertmanager receives alerts from Prometheus via HTTP and routes them to external notification channels including email and webhooks, supporting organizational workflows for notifying teams of conditions related to cluster health or component version thresholds. The AlertmanagerConfig custom resource definition specifies how alerts are grouped, inhibited, and forwarded to external systems. For GitOps-driven environments, the ArgoCD Supervisor Service supports a notification controller that can be enabled via the notification.enabled configuration setting, allowing operators to receive alerts when application sync states change or when cluster state drifts from the desired configuration defined in a repository.

VCF also includes configurable notification capabilities that administrators can use for operational awareness. VMware vCenter can send email notifications and SNMP traps when alarms are triggered, with configurable recipient addresses. VCF Operations supports outbound SNMP trap notifications to external management systems, with up to four configurable trap destinations. While these notification mechanisms are designed for operational alerting rather than update notification specifically, they form part of the broader monitoring infrastructure that administrators use to maintain awareness of environment status.

These capabilities cover VCF infrastructure components and the Kubernetes consumption layer rather than all technology assets in the environment. Patching guest workloads and applications running on VCF, and maintaining container images with current security patches, remain the responsibility of the workload owners. The organization is responsible for subscribing to VMware Security Advisories, monitoring for new patches, evaluating applicability, and scheduling update windows according to change management processes.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Contributes,"VMware Data Services Manager (DSM) supports update delivery through a configurable Maintenance Policy and an integrated upgrade management interface. The Maintenance Policy, set from the vSphere Client by a vSphere Administrator, allows administrators to schedule automatic software updates for DSM appliances and define the duration window during which updates are applied. Administrators configure a future date and time for the policy, giving organizations control over when DSM platform components are updated while reducing the manual coordination required to keep the platform current. When automatic plug-in updates fail, DSM recommends manual software updates of appliances as a fallback path.

DSM provides update discovery through a ""Check for Upgrade"" function, accessible in the Version & Upgrade section of the DSM UI via the DSM System tab. This function queries for available updates and displays them in the Available Upgrades table. Update bundles can be uploaded from a remote server URL with credentials or from a local file, giving administrators flexibility in sourcing release packages. Updates follow a staged progression: after a release bundle is uploaded, it transitions to a Ready to Install state before being applied during the configured maintenance window. The Version & Upgrade management interface allows administrators to track plug-in versions, release dates, and activation states.

DSM extends automatic upgrade coverage to managed databases. Administrators and users can activate automatic database upgrades by specifying a maintenance window for each data service. Upgrade operations performed during the maintenance window may include CVE fixes, bug fixes, and performance improvements, providing a mechanism for applying security-relevant patches to database instances on a defined schedule.

DSM adds SQL Server as a supported managed database type. SQL Server instances in DSM follow the Cumulative Update (CU) branch, which contains the complete set of functional, performance, and security updates for the major version, keeping SQL Server databases provisioned through DSM current with security-relevant patches as part of the standard update track.

DSM supports webhook notifications that can route system alerts to external destinations such as email, Slack channels, or ServiceNow. While these notification capabilities address operational events rather than dedicated security update announcements, they provide notification infrastructure that organizations can incorporate into update communication workflows.

Applying DSM plug-in updates requires administrators to upload release bundles and configure Maintenance Policies before automatic updates can apply. DSM does not natively send proactive notifications about available security updates to all affected users; that communication step depends on organizational processes outside DSM's scope.",Contributes,"VMware Avi Load Balancer (Avi) 9.1 supports security update notification through its event alerting framework and delivers automatic updates for certificate material and live security threat intelligence content.

The Avi Controller includes a configurable event alerting framework supporting four notification destinations: the local UI (displayed as colored bell icons), email, syslog, and SNMP v2c and SNMPv3 traps. Notification profiles are configured in the Operations > Notifications page. Alert configurations trigger on system events and route to one or more destinations, and can carry security-relevant notifications including conditions that signal a need for patching. SNMP notification transport can be configured with TLS encryption and strict certificate verification enabled.

For certificate-based security material, the Controller applies automatic updates. When a certificate held by the Avi Controller is updated through manual replacement, Let's Encrypt integration, or Venafi Trust Protection Platform integration, the updated certificate is automatically and transparently pushed to all Service Engines using that certificate. This propagation occurs without service interruption and without requiring separate operator action on each Service Engine. The Venafi Onboard Discovery feature automates importing certificates into Trust Protection Platform, where they can be monitored, validated, and provisioned, and Trust Protection Platform automatically handles certificate and chain certificate renewals based on the mapping of virtual service names to certificates.

Avi also introduces Live Security Threat Intelligence through the Avi Cloud Console, which provides automatic synchronization of security content to enabled deployments. The Application Rules service provides automatic synchronization of the Application Rules Database, delivering current application vulnerability protection rules without manual action. The Bot Management service includes a User Agent Database Sync capability that receives current User-Agent updates for threat detection. The IP Reputation service maintains a real-time, up-to-date security posture across globally distributed Avi Controller clusters by delivering current threat feed data automatically.

Avi WAF Enterprise license customers receive OWASP Core Rule Set (CRS) updates through the customer portal. These updates are available for download and are applied by administrators.

Software upgrade and patch operations for the Controller and Service Engine groups are administrator-initiated. During the term of a purchased subscription, customers have access to new software releases including software patches published by Broadcom for Avi Load Balancer and 24/7 support. The /api/upgrade REST API endpoint supports applying a base image, a Controller patch, and a Service Engine patch in a single operation. Upgrade, patch upgrade, rollback, and rollback patch operations are all supported. Virtual service disruption must be assessed and communicated before upgrade operations. In VCF deployments, Avi Management Plane alarms, alerts, and dashboards must be verified as operational as part of post-upgrade validation."
Annex I Part II (8),TDA-02.9,"ensure that, where security updates are available to address identified security issues, they are disseminated without delay and, unless otherwise agreed between a manufacturer and a business user in relation to a tailor-made product with digital elements, free of charge, accompanied by advisory messages providing users with the relevant information, including on potential action to be taken.",Contributes,Contributes,"VCF provides structured update delivery mechanisms and notification capabilities that support ongoing product security for its infrastructure components, though full automatic update delivery and proactive notification to all affected users require additional organizational processes.

VCF uses a tiered release model for delivering security fixes. Patch releases provide time-sensitive fixes to security and catastrophic issues impacting business operations and can be applied selectively to individual components without requiring synchronized updates across the entire VCF stack. These patch releases are issued between major, minor, and maintenance releases to address urgent security concerns. Maintenance releases are scheduled, cumulative updates that include bug and security fixes, hardware enablement changes, driver updates, guest OS support, and backward-compatible new features with limited scope to minimize operational impact. For VMware ESX hosts specifically, software updates including patches of the ESX base image, partner add-ons, IOVP drivers, and VMware Tools updates are available through online depots. For deployments without direct internet access, the vSphere Lifecycle Manager's Update Manager Download Service (UMDS) can be configured to download patch binaries, patch metadata, and host notifications to a local repository and serve them as an offline update source.

VCF Operations provides lifecycle management capabilities that orchestrate the update process across VCF components, including ESX hosts, vCenter, and NSX. The lifecycle management workflow handles dependency ordering, pre-upgrade validation, and coordinated rollout so that security patches are applied consistently across the infrastructure. VCF Operations requires a precheck to succeed before scheduling component upgrades, and requires acknowledgment of any errors or warnings in the precheck report before proceeding. However, updates are not applied automatically. An administrator must review available updates and initiate the update workflow.

For the Kubernetes consumption layer, VMware Kubernetes Service (VKS) clusters support a rolling update model for delivering security updates to cluster infrastructure. Updates are initiated by modifying the cluster specification, with VKS Controller updates encompassing supporting services such as the Container Networking Interface (CNI), Container Storage Interface (CSI), and Cloud Provider Interface (CPI) alongside configuration updates for the clusters themselves. This rolling update mechanism allows security patches to reach cluster infrastructure components in a controlled sequence without requiring full cluster downtime. At the workload level, Kubernetes Deployments support rolling updates that replace Pod instances incrementally, so security-patched container images can be deployed without interrupting running services. VCF Automation makes update and patch actions available to consumers through its self-service catalog, where day-2 actions including updates and patches can be initiated by the workload owner independently. Security Technical Implementation Guides (STIGs) are available for Supervisor and VKS releases, providing hardening guidance and defining baseline security configurations that inform operators of recommended configuration states.

The vCenter Patching API provides programmatic access to list available updates, run pre-check validations, and stage downloads. vCenter categorizes available updates with type labels including SECURITY and BUG FIX AND SECURITY, which administrators can use when reviewing available updates to prioritize security-specific patches. PowerCLI provides a Test-Compliance command that scans hosts and clusters against downloaded patches to identify what needs remediation. These tools allow administrators to integrate patch status checks into their operational workflows.

VCF includes several notification and detection mechanisms for security updates. VCF Operations components receive security-related updates in the form of VMware Security Advisories (VMSAs), which are the primary notification mechanism for available security patches. Emergency updates are released for VCF Operations integrations in response to system degradation issues or security bulletins. VCF Operations provides advance notice of urgent interoperability and security updates at 72-hour and 24-hour intervals before the update becomes available. VCF Operations Diagnostics automatically detects known issues and critical vulnerabilities within the VCF software stack by cross-referencing the installed versions against published VMSAs, surfacing the exposure with a description, root cause insight, and actionable remediation steps.

For container workloads on VKS clusters, Harbor Registry, available as a Supervisor Service, provides vulnerability scanning of stored container images and content trust controls to restrict the use of unscanned or untrusted images. This gives operators visibility into images that carry known vulnerabilities, informing decisions about which images require patching or replacement. The Prometheus standard package, installable on VKS clusters, deploys Prometheus and Alertmanager in the tanzu-system-monitoring namespace. Alertmanager receives alerts from Prometheus via HTTP and routes them to external notification channels including email and webhooks, supporting organizational workflows for notifying teams of conditions related to cluster health or component version thresholds. The AlertmanagerConfig custom resource definition specifies how alerts are grouped, inhibited, and forwarded to external systems. For GitOps-driven environments, the ArgoCD Supervisor Service supports a notification controller that can be enabled via the notification.enabled configuration setting, allowing operators to receive alerts when application sync states change or when cluster state drifts from the desired configuration defined in a repository.

VCF also includes configurable notification capabilities that administrators can use for operational awareness. VMware vCenter can send email notifications and SNMP traps when alarms are triggered, with configurable recipient addresses. VCF Operations supports outbound SNMP trap notifications to external management systems, with up to four configurable trap destinations. While these notification mechanisms are designed for operational alerting rather than update notification specifically, they form part of the broader monitoring infrastructure that administrators use to maintain awareness of environment status.

These capabilities cover VCF infrastructure components and the Kubernetes consumption layer rather than all technology assets in the environment. Patching guest workloads and applications running on VCF, and maintaining container images with current security patches, remain the responsibility of the workload owners. The organization is responsible for subscribing to VMware Security Advisories, monitoring for new patches, evaluating applicability, and scheduling update windows according to change management processes.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Contributes,"VMware Data Services Manager (DSM) supports update delivery through a configurable Maintenance Policy and an integrated upgrade management interface. The Maintenance Policy, set from the vSphere Client by a vSphere Administrator, allows administrators to schedule automatic software updates for DSM appliances and define the duration window during which updates are applied. Administrators configure a future date and time for the policy, giving organizations control over when DSM platform components are updated while reducing the manual coordination required to keep the platform current. When automatic plug-in updates fail, DSM recommends manual software updates of appliances as a fallback path.

DSM provides update discovery through a ""Check for Upgrade"" function, accessible in the Version & Upgrade section of the DSM UI via the DSM System tab. This function queries for available updates and displays them in the Available Upgrades table. Update bundles can be uploaded from a remote server URL with credentials or from a local file, giving administrators flexibility in sourcing release packages. Updates follow a staged progression: after a release bundle is uploaded, it transitions to a Ready to Install state before being applied during the configured maintenance window. The Version & Upgrade management interface allows administrators to track plug-in versions, release dates, and activation states.

DSM extends automatic upgrade coverage to managed databases. Administrators and users can activate automatic database upgrades by specifying a maintenance window for each data service. Upgrade operations performed during the maintenance window may include CVE fixes, bug fixes, and performance improvements, providing a mechanism for applying security-relevant patches to database instances on a defined schedule.

DSM adds SQL Server as a supported managed database type. SQL Server instances in DSM follow the Cumulative Update (CU) branch, which contains the complete set of functional, performance, and security updates for the major version, keeping SQL Server databases provisioned through DSM current with security-relevant patches as part of the standard update track.

DSM supports webhook notifications that can route system alerts to external destinations such as email, Slack channels, or ServiceNow. While these notification capabilities address operational events rather than dedicated security update announcements, they provide notification infrastructure that organizations can incorporate into update communication workflows.

Applying DSM plug-in updates requires administrators to upload release bundles and configure Maintenance Policies before automatic updates can apply. DSM does not natively send proactive notifications about available security updates to all affected users; that communication step depends on organizational processes outside DSM's scope.",Contributes,"VMware Avi Load Balancer (Avi) 9.1 supports security update notification through its event alerting framework and delivers automatic updates for certificate material and live security threat intelligence content.

The Avi Controller includes a configurable event alerting framework supporting four notification destinations: the local UI (displayed as colored bell icons), email, syslog, and SNMP v2c and SNMPv3 traps. Notification profiles are configured in the Operations > Notifications page. Alert configurations trigger on system events and route to one or more destinations, and can carry security-relevant notifications including conditions that signal a need for patching. SNMP notification transport can be configured with TLS encryption and strict certificate verification enabled.

For certificate-based security material, the Controller applies automatic updates. When a certificate held by the Avi Controller is updated through manual replacement, Let's Encrypt integration, or Venafi Trust Protection Platform integration, the updated certificate is automatically and transparently pushed to all Service Engines using that certificate. This propagation occurs without service interruption and without requiring separate operator action on each Service Engine. The Venafi Onboard Discovery feature automates importing certificates into Trust Protection Platform, where they can be monitored, validated, and provisioned, and Trust Protection Platform automatically handles certificate and chain certificate renewals based on the mapping of virtual service names to certificates.

Avi also introduces Live Security Threat Intelligence through the Avi Cloud Console, which provides automatic synchronization of security content to enabled deployments. The Application Rules service provides automatic synchronization of the Application Rules Database, delivering current application vulnerability protection rules without manual action. The Bot Management service includes a User Agent Database Sync capability that receives current User-Agent updates for threat detection. The IP Reputation service maintains a real-time, up-to-date security posture across globally distributed Avi Controller clusters by delivering current threat feed data automatically.

Avi WAF Enterprise license customers receive OWASP Core Rule Set (CRS) updates through the customer portal. These updates are available for download and are applied by administrators.

Software upgrade and patch operations for the Controller and Service Engine groups are administrator-initiated. During the term of a purchased subscription, customers have access to new software releases including software patches published by Broadcom for Avi Load Balancer and 24/7 support. The /api/upgrade REST API endpoint supports applying a base image, a Controller patch, and a Service Engine patch in a single operation. Upgrade, patch upgrade, rollback, and rollback patch operations are all supported. Virtual service disruption must be assessed and communicated before upgrade operations. In VCF deployments, Avi Management Plane alarms, alerts, and dashboards must be verified as operational as part of post-upgrade validation."
