Control ID,Description,Bridging SCF Controls,Relevant SCG Controls
M10.48,"Providers shall ensure their equipment is in a secure-by-default configuration, based on the principle that only required services are made available.","CFG-02, CFG-03","automation-9.activity-log, esx-9.ceip-disable, esx-9.deactivate-mob, esx-9.deactivate-shell, esx-9.forensic-snapshots, esx-9.hardware-management-security, esx-9.hardware-ports, esx-9.hardware-virtual-nic, esx-9.network-dvfilter, esx-9.snmp, esx-9.ssh, guest-9.tools-deactivate-appinfo, guest-9.tools-deactivate-containerinfo, guest-9.tools-deactivate-guestoperations, guest-9.tools-deactivate-gueststoreupgrade, guest-9.tools-deactivate-servicediscovery, installer-9.security, nsx-9.ceip-disable, nsx-9.dhcp-disable, nsx-9.multicast-disable, nsx-9.snmp, nsx-9.ssh, nsx-9.t1-dhcp-disable, nsx-9.t1-multicast-disable, operations-9.ceip-disable, operations-9.in-page-feedback, pnr-9.ssh, vcenter-9.ceip-disable, vcenter-9.client-feedback, vcenter-9.client-telemetry, vcenter-9.network-restrict-discovery-protocol, vcenter-9.snmp, vcenter-9.ssh, vcenter-9.vds-health-check-disable, vcf-9.secure-baseline, vm-9.deactivate-console-copy, vm-9.deactivate-console-paste, vm-9.deactivate-disk-shrinking-shrink, vm-9.deactivate-disk-shrinking-wiper, vm-9.deactivate-non-essential-3d-features, vm-9.dvfilter, vm-9.efi-boot-types, vm-9.isolation-device-connectable-deactivate, vm-9.isolation-tools-dnd-deactivate, vm-9.pci-passthrough, vm-9.persistent-disk, vm-9.remove-unnecessary-devices, vm-9.restrict-host-info, vsan-9.hcl-internet"
M10.49,"Providers shall ensure that all deployed equipment either meets the network equipment supplier's recommended secure configuration (as a minimum), or that any variations are recorded and the risk assessed.","CFG-02, CFG-02.7",vcf-9.secure-baseline
M10.51,Providers shall update all supported equipment within such period as is appropriate of any relevant and appropriate version being released.,"CHG-02, VPM-05","esx-9.hardware-firmware-updates, esx-9.updates, guest-9.tools-updates, guest-9.tools-upgrade, vcenter-9.vami-updates, vm-9.virtual-hardware, vsan-9.auto-policy-management"
M10.52,"Providers shall deploy all security related patches and patches with a security element in a way that is proportionate to the risk of security compromise that the patch is intended to address (see Table 2). Should this not be possible, patches shall be deployed as soon as practicable and effective alternative mitigations put in place until the relevant patch has been deployed. Where a patch addresses an exposed, actively-exploited vulnerability, providers shall ensure that such patches are deployed as soon as can reasonably be achieved, and at most within 14 days of release.",VPM-05,"esx-9.hardware-firmware-updates, esx-9.updates, guest-9.tools-updates, guest-9.tools-upgrade, vcenter-9.vami-updates, vm-9.virtual-hardware"
M10.53,"Providers shall ensure that network equipment continues to meet the requirements in M8.04, M8.05, M8.06, M10.48 and M10.49 throughout its lifecycle including after an upgrade or patch.","CFG-02, VPM-05","esx-9.hardware-firmware-updates, esx-9.updates, guest-9.tools-updates, guest-9.tools-upgrade, vcenter-9.vami-updates, vcf-9.secure-baseline, vm-9.virtual-hardware"
M11.01,Operational changes shall only be made according to a formal change process except under emergency or outage situations.,CHG-02,vsan-9.auto-policy-management
M11.02,"Any persistent credentials and secrets (e.g., for break glass access) shall be protected and not available to anyone except for the responsible person(s) in an emergency.","CRY-09, IAC-16","esx-9.ad-admin-group-autoadd, esx-9.hardware-tpm, esx-9.key-persistence, esx-9.tpm-recovery-key-backup, vcenter-9.bashshelladministrators, vsan-9.rekey-interval"
M11.03,"Central storage for persistent credentials shall be protected by hardware means. For example, on a physical host the drive could be encrypted with the use of a TPM. Where a virtual machine (VM) is used to provide a central storage service, that VM and the data included in it shall also be encrypted, use secure boot and be configured to ensure that it can only be booted within an appropriate environment. This is to ensure that data cannot be removed from the operational environment and accessed.",CRY-09,"esx-9.hardware-tpm, esx-9.key-persistence, esx-9.tpm-recovery-key-backup, vsan-9.rekey-interval"
M11.04,Privileged users are only granted specific privileged accounts and associated permissions which are essential to their business role or function.,IAC-16,"esx-9.ad-admin-group-autoadd, vcenter-9.bashshelladministrators"
M11.05,"Privileged access shall be temporary, time-bounded and based on a ticket associated with a specific purpose. Administrators shall not be able to grant themselves privileged access to the network.",IAC-16,"esx-9.ad-admin-group-autoadd, vcenter-9.bashshelladministrators"
M11.06,"While open, tickets shall be updated daily as a record of why privileged access granted to a user remains required, and shall be closed once privileged access is no longer required.",IAC-16,"esx-9.ad-admin-group-autoadd, vcenter-9.bashshelladministrators"
M11.07,Privileged access shall be automatically revoked once the ticket is closed.,IAC-16,"esx-9.ad-admin-group-autoadd, vcenter-9.bashshelladministrators"
M11.08,Privileged user accounts are generated from a least privilege role template and modified as required. The permissions associated with this account shall not be copied from existing users.,IAC-20,"esx-9.lockdown-mode, fleet-9.all-users-group, operations-9.non-imported-vidm"
M11.09,"Given a business need, administrators can have multiple roles, each with its own account, provided the risk of doing so has been considered and accepted as part of the provider's risk management processes.",IAC-16,"esx-9.ad-admin-group-autoadd, vcenter-9.bashshelladministrators"
M11.11,"Break-glass privileged user accounts should be present for emergency access outside of change windows, but alerts shall be raised when these are used, the circumstances investigated, and all activity logs audited post emergency.",IAC-15.9,sddc-9.api-admin
M11.12,Break-glass privileged user account credentials should be single-use and changed after use.,"IAC-15.9, IAC-16","esx-9.ad-admin-group-autoadd, sddc-9.api-admin, vcenter-9.bashshelladministrators"
M11.14,A device that is not necessary to perform network management or support management operations shall not be able to logically access the management plane.,"CFG-03, NET-03","automation-9.activity-log, esx-9.ceip-disable, esx-9.deactivate-mob, esx-9.deactivate-shell, esx-9.forensic-snapshots, esx-9.hardware-management-security, esx-9.hardware-ports, esx-9.hardware-virtual-nic, esx-9.network-dvfilter, esx-9.snmp, esx-9.ssh, guest-9.tools-deactivate-appinfo, guest-9.tools-deactivate-containerinfo, guest-9.tools-deactivate-guestoperations, guest-9.tools-deactivate-gueststoreupgrade, guest-9.tools-deactivate-servicediscovery, installer-9.security, nsx-9.ceip-disable, nsx-9.dhcp-disable, nsx-9.ibgp-source-loopback, nsx-9.multicast-disable, nsx-9.reverse-path-forwarding, nsx-9.snmp, nsx-9.ssh, nsx-9.t1-dhcp-disable, nsx-9.t1-multicast-disable, operations-9.ceip-disable, operations-9.firewall-hardening, operations-9.in-page-feedback, pnr-9.ssh, vcenter-9.ceip-disable, vcenter-9.client-feedback, vcenter-9.client-telemetry, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-discovery-protocol, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vcenter-9.snmp, vcenter-9.ssh, vcenter-9.vds-health-check-disable, vm-9.deactivate-console-copy, vm-9.deactivate-console-paste, vm-9.deactivate-disk-shrinking-shrink, vm-9.deactivate-disk-shrinking-wiper, vm-9.deactivate-non-essential-3d-features, vm-9.dvfilter, vm-9.efi-boot-types, vm-9.isolation-device-connectable-deactivate, vm-9.isolation-tools-dnd-deactivate, vm-9.pci-passthrough, vm-9.persistent-disk, vm-9.remove-unnecessary-devices, vm-9.restrict-host-info, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
M11.15,"Privileged access to network equipment shall be via a centralised element manager or equivalent configuration deployment system. For example, privileged users shall not be provided with direct access to any management terminal, except where network connectivity is not available (e.g. break-glass situations).",IAC-16,"esx-9.ad-admin-group-autoadd, vcenter-9.bashshelladministrators"
M11.16,It shall not be possible to directly communicate between managed elements over the management plane.,NET-03,"nsx-9.ibgp-source-loopback, nsx-9.reverse-path-forwarding, operations-9.firewall-hardening, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
M11.18,"The management plane shall be configured to ensure that only necessary connections are allowed. Specifically, element managers and other administrative functions shall only be able to communicate with the network equipment that they administer. Further, network equipment shall only be able to communicate with its administrative functions and its ability to establish a connection with these functions shall be limited.","CFG-03, NET-03","automation-9.activity-log, esx-9.ceip-disable, esx-9.deactivate-mob, esx-9.deactivate-shell, esx-9.forensic-snapshots, esx-9.hardware-management-security, esx-9.hardware-ports, esx-9.hardware-virtual-nic, esx-9.network-dvfilter, esx-9.snmp, esx-9.ssh, guest-9.tools-deactivate-appinfo, guest-9.tools-deactivate-containerinfo, guest-9.tools-deactivate-guestoperations, guest-9.tools-deactivate-gueststoreupgrade, guest-9.tools-deactivate-servicediscovery, installer-9.security, nsx-9.ceip-disable, nsx-9.dhcp-disable, nsx-9.ibgp-source-loopback, nsx-9.multicast-disable, nsx-9.reverse-path-forwarding, nsx-9.snmp, nsx-9.ssh, nsx-9.t1-dhcp-disable, nsx-9.t1-multicast-disable, operations-9.ceip-disable, operations-9.firewall-hardening, operations-9.in-page-feedback, pnr-9.ssh, vcenter-9.ceip-disable, vcenter-9.client-feedback, vcenter-9.client-telemetry, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-discovery-protocol, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vcenter-9.snmp, vcenter-9.ssh, vcenter-9.vds-health-check-disable, vm-9.deactivate-console-copy, vm-9.deactivate-console-paste, vm-9.deactivate-disk-shrinking-shrink, vm-9.deactivate-disk-shrinking-wiper, vm-9.deactivate-non-essential-3d-features, vm-9.dvfilter, vm-9.efi-boot-types, vm-9.isolation-device-connectable-deactivate, vm-9.isolation-tools-dnd-deactivate, vm-9.pci-passthrough, vm-9.persistent-disk, vm-9.remove-unnecessary-devices, vm-9.restrict-host-info, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
M11.24,"A PAW shall only have access to the internet to the extent it is needed to carry out changes to security critical functions, and such access shall be secured (e.g. via VPN).","IAC-16, NET-03","esx-9.ad-admin-group-autoadd, nsx-9.ibgp-source-loopback, nsx-9.reverse-path-forwarding, operations-9.firewall-hardening, vcenter-9.bashshelladministrators, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
M11.25,The PAW shall only have access to internal-only business systems (e.g. not corporate email).,"IAC-16, NET-03","esx-9.ad-admin-group-autoadd, nsx-9.ibgp-source-loopback, nsx-9.reverse-path-forwarding, operations-9.firewall-hardening, vcenter-9.bashshelladministrators, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
M11.27,A PAW shall be kept patched and up-to-date with a supported OS throughout its lifetime.,VPM-05,"esx-9.hardware-firmware-updates, esx-9.updates, guest-9.tools-updates, guest-9.tools-upgrade, vcenter-9.vami-updates, vm-9.virtual-hardware"
M11.28,"Security critical patches shall be applied to PAWs within 14 days. Should this not be possible, patches shall be deployed to PAWs as soon as practicable and robust alternative mitigations put in place until the relevant patch has been deployed.",VPM-05,"esx-9.hardware-firmware-updates, esx-9.updates, guest-9.tools-updates, guest-9.tools-upgrade, vcenter-9.vami-updates, vm-9.virtual-hardware"
M11.29,A PAW shall prevent the execution of unauthorised code such as binaries or macros within documents.,CFG-03.2,esx-9.vib-trusted-binaries
M11.30,A PAW shall use data-at-rest encryption.,CRY-05,"esx-9.memory-tiering-encryption, esx-9.tpm-configuration, vsan-9.encryption-rest"
M11.32,"All new deployments of equipment shall be administered via secure, encrypted and authenticated protocols. Insecure or proprietary security protocols shall be disabled.",CRY-03,"automation-9.oidc-settings, esx-9.log-forwarding-tls-ciphers, esx-9.nfs-traffic-protection, esx-9.tls-ciphers, esx-9.vmk-storage, esx-9.vmk-vmotion, esx-9.vmotion-encryption-offload, nsx-9.load-balancer-fips, nsx-9.tls-ciphers, operations-9.logs-ssl-api, operations-9.logs-ssl-syslog, vcenter-9.smtp, vcenter-9.tls-ciphers, vm-9.ft-encrypted, vm-9.vmotion-encrypted, vsan-9.encryption-transit-esa, vsan-9.encryption-transit-osa, vsan-9.file-services-authentication-smb, vsan-9.storage-cluster-traffic-protection"
M11.34,Security protocols and algorithms shall not be proprietary whenever technically viable.,CRY-01,"esx-9.entropy, esx-9.hardware-cpu-amd-cc, esx-9.hardware-cpu-intel-cc, nsx-9.load-balancer-fips, vcenter-9.snmp3"
M11.35,"Each network equipment shall have strong, unique credentials for every account.",IAC-16,"esx-9.ad-admin-group-autoadd, vcenter-9.bashshelladministrators"
M13.01,"The virtualisation fabric shall be robustly locked-down, shall use the latest patch for the software version and shall be in support.","CFG-02, VPM-05","esx-9.hardware-firmware-updates, esx-9.updates, guest-9.tools-updates, guest-9.tools-upgrade, vcenter-9.vami-updates, vcf-9.secure-baseline, vm-9.virtual-hardware"
M13.02,It shall be possible to update the virtualisation fabric without negatively impacting the network functionality.,CHG-02,vsan-9.auto-policy-management
M13.03,All interfaces on physical hosts shall be locked down to restrict access. The only incoming connection to the physical host shall be for management purposes or to support the virtualisation function. There shall be no outgoing connections except to support virtual workloads. Communication between physical hosts shall be inhibited other than as part of data flows between virtual workloads.,"CFG-03, NET-03","automation-9.activity-log, esx-9.ceip-disable, esx-9.deactivate-mob, esx-9.deactivate-shell, esx-9.forensic-snapshots, esx-9.hardware-management-security, esx-9.hardware-ports, esx-9.hardware-virtual-nic, esx-9.network-dvfilter, esx-9.snmp, esx-9.ssh, guest-9.tools-deactivate-appinfo, guest-9.tools-deactivate-containerinfo, guest-9.tools-deactivate-guestoperations, guest-9.tools-deactivate-gueststoreupgrade, guest-9.tools-deactivate-servicediscovery, installer-9.security, nsx-9.ceip-disable, nsx-9.dhcp-disable, nsx-9.ibgp-source-loopback, nsx-9.multicast-disable, nsx-9.reverse-path-forwarding, nsx-9.snmp, nsx-9.ssh, nsx-9.t1-dhcp-disable, nsx-9.t1-multicast-disable, operations-9.ceip-disable, operations-9.firewall-hardening, operations-9.in-page-feedback, pnr-9.ssh, vcenter-9.ceip-disable, vcenter-9.client-feedback, vcenter-9.client-telemetry, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-discovery-protocol, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vcenter-9.snmp, vcenter-9.ssh, vcenter-9.vds-health-check-disable, vm-9.deactivate-console-copy, vm-9.deactivate-console-paste, vm-9.deactivate-disk-shrinking-shrink, vm-9.deactivate-disk-shrinking-wiper, vm-9.deactivate-non-essential-3d-features, vm-9.dvfilter, vm-9.efi-boot-types, vm-9.isolation-device-connectable-deactivate, vm-9.isolation-tools-dnd-deactivate, vm-9.pci-passthrough, vm-9.persistent-disk, vm-9.remove-unnecessary-devices, vm-9.restrict-host-info, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
M13.07,The virtualisation fabric shall be configured to limit the exposure of virtual workloads (e.g. disable virtual span ports by default).,CFG-02,vcf-9.secure-baseline
M13.08,The virtualisation fabric shall be configured to prevent use of hard-coded MAC addresses by default (e.g. by individual VNFs).,CFG-02,vcf-9.secure-baseline
M13.09,"Where providers cannot guarantee the security of the physical environment (e.g. within the exposed edge, or within a shared data centre/exchange), the virtualisation fabric shall be configured to encrypt data at rest (no data is written to the host's storage unencrypted and data is encrypted when the host is powered off).",CRY-05,"esx-9.memory-tiering-encryption, esx-9.tpm-configuration, vsan-9.encryption-rest"
M13.10,"Where there is risk of exposure during transmission, the virtualisation fabric shall be configured to securely encrypt data in transit. Examples and guidance on the use of encryption can be found on the NCSC website.",CRY-03,"automation-9.oidc-settings, esx-9.log-forwarding-tls-ciphers, esx-9.nfs-traffic-protection, esx-9.tls-ciphers, esx-9.vmk-storage, esx-9.vmk-vmotion, esx-9.vmotion-encryption-offload, nsx-9.load-balancer-fips, nsx-9.tls-ciphers, operations-9.logs-ssl-api, operations-9.logs-ssl-syslog, vcenter-9.smtp, vcenter-9.tls-ciphers, vm-9.ft-encrypted, vm-9.vmotion-encrypted, vsan-9.encryption-transit-esa, vsan-9.encryption-transit-osa, vsan-9.file-services-authentication-smb, vsan-9.storage-cluster-traffic-protection"
M13.11,"All physical hosts shall be placed into a host security 'pool'. Pools may be defined based on the environment within which that host resides, the type of host, resilience and diversity, purpose etc.",CFG-02,vcf-9.secure-baseline
M13.12,"Virtual workloads shall be authorised, tagged with a specific trust domain, and signed prior to use. The specific trust domain shall be based on the risks associated with the workload.",CFG-02,vcf-9.secure-baseline
M13.14,"Host pools shall be tagged with trust domains they can execute. This will be based on risk and ensure that sensitive functions are not executed alongside vulnerable functions, or in physically exposed locations. The virtualisation fabric shall verify that the virtual workload is signed and complies with policy prior to use, including that the virtual workload's trust domain is permitted to execute within the host's pool.",CFG-02,vcf-9.secure-baseline
M13.17,Containerised hosts shall only support a single trust domain.,CFG-02,vcf-9.secure-baseline
M13.19,The administration network of the virtualisation fabric is a management plane and shall be protected as such.,NET-03,"nsx-9.ibgp-source-loopback, nsx-9.reverse-path-forwarding, operations-9.firewall-hardening, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
M13.20,Privileged access to the virtualisation fabric shall only be available over authenticated and encrypted channels.,"CRY-03, IAC-16","automation-9.oidc-settings, esx-9.ad-admin-group-autoadd, esx-9.log-forwarding-tls-ciphers, esx-9.nfs-traffic-protection, esx-9.tls-ciphers, esx-9.vmk-storage, esx-9.vmk-vmotion, esx-9.vmotion-encryption-offload, nsx-9.load-balancer-fips, nsx-9.tls-ciphers, operations-9.logs-ssl-api, operations-9.logs-ssl-syslog, vcenter-9.bashshelladministrators, vcenter-9.smtp, vcenter-9.tls-ciphers, vm-9.ft-encrypted, vm-9.vmotion-encrypted, vsan-9.encryption-transit-esa, vsan-9.encryption-transit-osa, vsan-9.file-services-authentication-smb, vsan-9.storage-cluster-traffic-protection"
M13.21,Functions that support the administration and security of the virtualisation fabric shall not be run on the fabric it is administering.,CFG-02,vcf-9.secure-baseline
M13.23,The number of privileged accounts for the virtualisation fabric shall be constrained to the minimum necessary to meet the provider's needs.,IAC-16,"esx-9.ad-admin-group-autoadd, vcenter-9.bashshelladministrators"
M13.24,"Virtualisation fabric administrator accounts shall not have any privileged rights to other services within the provider, or vice-versa.","IAC-16, IAC-16.2","esx-9.ad-admin-group-autoadd, esx-9.hardware-management-authentication, vcenter-9.administration-sso-groups, vcenter-9.bashshelladministrators"
M13.25,Virtualisation fabric administrator accounts shall only be provided with the privileges and accesses required to carry out their role.,IAC-20,"esx-9.lockdown-mode, fleet-9.all-users-group, operations-9.non-imported-vidm"
M13.26,Virtualisation fabric administrator accounts shall not have access to the provider's workloads running within the virtualised environment.,IAC-16,"esx-9.ad-admin-group-autoadd, vcenter-9.bashshelladministrators"
M14.01,"Once equipment reaches the vendor's end-of-life date, providers shall only continue to use the equipment if the following conditions are met: a) the equipment's configuration is rarely modified, and modifications are reviewed; b) either the addressable interfaces of the unsupported equipment are monitored and use of those interfaces can be explained, or there is no realistic possibility that exploitation of all unsupported equipment would have an impact on the network; and c) the network exposure (attack surface) of the unsupported equipment is minimal (e.g. some transport equipment).",TDA-17,"esx-9.supported, vcenter-9.supported"
M14.02,"The provider shall block and record any SIM OTA messages sent to their own SIMs, except where these are sent from allowed sources.","MON-02, NET-03","esx-9.hardware-management-log-forwarding, esx-9.log-audit-forwarding, esx-9.log-forwarding, guest-9.tools-log-forwarding, nsx-9.ibgp-source-loopback, nsx-9.reverse-path-forwarding, operations-9.firewall-hardening, operations-9.log-collection, pnr-9.log-forwarding, vcenter-9.log-forwarding, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
M15.01,"Network oversight functions shall be robustly locked-down, in support and patched within such period as is proportionate to the risk of security compromise that the patch is intended to address (see Table 2). Should this not be possible, patches shall be deployed on network oversight functions as soon as practicable and robust alternative mitigations put in place until the relevant patch has been deployed.","CFG-02, TDA-17, VPM-05","esx-9.hardware-firmware-updates, esx-9.supported, esx-9.updates, guest-9.tools-updates, guest-9.tools-upgrade, vcenter-9.supported, vcenter-9.vami-updates, vcf-9.secure-baseline, vm-9.virtual-hardware"
M15.06,Network oversight functions shall only be managed by a minimal set of trusted privileged users.,IAC-16,"esx-9.ad-admin-group-autoadd, vcenter-9.bashshelladministrators"
M15.07,The management functions (e.g. jump box) used to manage network oversight functions shall only be accessible from designated PAWs.,IAC-16,"esx-9.ad-admin-group-autoadd, vcenter-9.bashshelladministrators"
M15.08,Dedicated management functions shall be used to manage network oversight functions.,NET-03,"nsx-9.ibgp-source-loopback, nsx-9.reverse-path-forwarding, operations-9.firewall-hardening, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
M15.13,"Network oversight functions shall only access services (e.g. AAA, network time, software updates) over internally-facing interfaces.",NET-03,"nsx-9.ibgp-source-loopback, nsx-9.reverse-path-forwarding, operations-9.firewall-hardening, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
M16.03,"Providers may outsource threat hunting to an independent third party, but, if possible, should not outsource audit or threat hunting to any party involved in operating the network.",TPM-04,vcenter-9.administration-client-plugins
M16.05,Network changes that could impact network security shall be notified to those monitoring the network. Monitoring processes shall be maintained and modified if necessary.,CHG-02,vsan-9.auto-policy-management
M16.12,Logs for network equipment in security critical functions shall be fully recorded and made available for audit for 13 months.,MON-02,"esx-9.hardware-management-log-forwarding, esx-9.log-audit-forwarding, esx-9.log-forwarding, guest-9.tools-log-forwarding, operations-9.log-collection, pnr-9.log-forwarding, vcenter-9.log-forwarding"
M16.17,Logs shall be linked back to specific network equipment or services.,MON-02,"esx-9.hardware-management-log-forwarding, esx-9.log-audit-forwarding, esx-9.log-forwarding, guest-9.tools-log-forwarding, operations-9.log-collection, pnr-9.log-forwarding, vcenter-9.log-forwarding"
M17.01,"Administrators should not need privileged access to network equipment to make administrative changes. Administrators should instead have privileged access to administrative systems (e.g. OSS) which make the necessary changes on the administrator's behalf. Administrative systems should group administrative changes to automate administrative processes and minimise administrator input and risk. When an administrator uses a privileged access into a security critical function, which is not an administrative system, this shall create a security alert.",IAC-16,"esx-9.ad-admin-group-autoadd, vcenter-9.bashshelladministrators"
M18.01,"The provider shall ensure that their critical, core and signalling security systems are highly resilient to signalling attacks. Signalling messages shall be validated at the logical edge of the network prior to being forwarded to critical or core nodes. Messages that are not encoded in a normal manner, or that are unrelated to a normal operation or call flow in the network, shall be blocked. All exceptions to this shall be understood, justified, and documented.",NET-03,"nsx-9.ibgp-source-loopback, nsx-9.reverse-path-forwarding, operations-9.firewall-hardening, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
M18.03,"With the exception of SS7 and GTP-C, only 'hub' signalling addresses shall be exposed externally. This shall be done in such a way that internal signalling addresses of critical core nodes are not shared or exposed externally.",NET-06,"esx-9.nfs-traffic-protection, esx-9.vmk-storage, esx-9.vmk-vmotion, vsan-9.network-isolation-vsan-iscsi-target, vsan-9.storage-cluster-traffic-protection"
M18.04,Outgoing signalling shall be authenticated where this is supported by international standards.,NET-04.12,operations-9.logs-authenticated-ingestion
M18.06,"In protocols other than SS7 and GTP-C, signalling network topology information shall be obfuscated before being released over an external signalling network, except where it is functionally essential to provide this information.",NET-06,"esx-9.nfs-traffic-protection, esx-9.vmk-storage, esx-9.vmk-vmotion, vsan-9.network-isolation-vsan-iscsi-target, vsan-9.storage-cluster-traffic-protection"
M19.01,"All non-ephemeral secrets, passwords and keys shall be stored in hardware-backed secure storage. Where providers are not able to apply this measure to existing networks and services they must set out what mitigating steps they are taking.",CRY-09,"esx-9.hardware-tpm, esx-9.key-persistence, esx-9.tpm-recovery-key-backup, vsan-9.rekey-interval"
M19.02,Only physical hosts that have cryptographically attested to be in a known-good state can be provisioned into the virtualisation fabric.,CFG-02,vcf-9.secure-baseline
M19.05,"Where possible, only automated and verifiable methods of configuration shall be used for administration of the virtualisation fabric (authorised API calls etc).",IAC-16,"esx-9.ad-admin-group-autoadd, vcenter-9.bashshelladministrators"
M19.07,Manual administration of the virtualisation fabric (e.g. access to a command line on host infrastructure) shall produce an immediate alert.,END-15,"esx-9.lockdown-dcui-access, esx-9.lockdown-mode"
